"InvoiceId","Store","Department","SSN","CustomerName","Gender","Address","City","State","PostalCode","PaymentType","CardNumber","Quantity","ProductPrice","Total","Product","SaleDate","SaleTime"
606381,Kub-Stroman,Clothing,"466-93-7174",Willow Waelchi,Female,"6790 Rowe Drives",Raeganview,UT,64360,MasterCard,"5590-7689-9432-8004",1,69.31,69.31,Gorgeous Cotton Shoes,2022-05-20,20:28:20
607390,Kub-Stroman,Toys & Movies,"254-57-2322",Taryn Kulas,Female,"586 Cloyd Mission",O'Haratown,MS,10103,Cash,"",10,4.18,41.80,Incredible Plastic Car,2022-03-06,21:55:32
608510,Howell-Mraz,Shoes,"964-10-6591",Ellie O'Kon,Female,"9974 Batz Shoal",Coltenmouth,AZ,20380,EWallet,"16KhJaMzbPL5j8dCkaYqLokkYoF6BdEsc3",3,19.41,58.23,Rustic Rubber Computer,2021-10-30,14:50:04
621301,Corkery Sr.,"Shoes, Industrial & Movies","818-35-2453",Rory Jast,Female,"13745 Spencer Walk",O'Keefefurt,LA,67290,EWallet,"1KUcXmDECWvMj4LS6wozJcTq9pJbEJim1A",7,74.88,524.16,Sleek Steel Shoes,2022-01-21,21:31:57
622067,"Kutch, Hartmann and Runolfsdottir","Movies, Shoes & Health","176-41-4068",Theodora Dibbert,Male,"5384 Mariano Locks",Moenport,PA,89608,AMEX,"3844-207422-38780",7,10.99,76.93,Sleek Cotton Shoes,2022-01-17,14:20:48
622520,Pollich-Klocko,Health,"939-25-9542",Bernice Stamm,Male,"532 Price Mission",Lake Franciscaside,CA,13716,Visa,"4651-6557-7713-6886",6,66.54,399.24,Sleek Wooden Gloves,2022-03-31,14:24:02
623858,Corkery Sr.,Jewelery,"785-44-8230",Calista Hoppe,Male,"29322 Aurore Summit",New Noemi,OK,88952,Cash,"",3,88.19,264.57,Gorgeous Wooden Shirt,2022-04-20,04:33:20
628306,Hilll-Rolfson,Toys & Computers,"164-40-8283",Alvina Zboncak,Female,"80267 Fay Wall",South Edgardo,CA,81846,EWallet,"1E8ViKScQEr5ZLrEhQbSggtUcVVWYbjhNq",5,57.57,287.85,Incredible Plastic Shirt,2022-04-12,23:46:49
630448,Howell-Mraz,Music,"863-46-7490",Verner Lubowitz II,Male,"1429 Marta Cliff",Thompsonfurt,OK,25673,EWallet,"1PA6tXM2zvVEf7wL5RTnkzD6zgDAJhqz1F",3,55.26,165.78,Practical Steel Gloves,2022-05-22,03:49:41
633514,Emard DVM,Movies,"520-44-8493",Mrs. Dino Murphy,Female,"167 Hahn Highway",Goyettefurt,NJ,59510,Cash,"",6,64.57,387.42,Incredible Concrete Computer,2022-02-18,18:32:40
637252,"Kutch, Hartmann and Runolfsdottir","Automotive, Health & Garden","545-29-9397",Maximus Hoeger,Male,"5110 Dietrich Summit",South Annabelleborough,WI,12996,AMEX,"3383-401763-80648",4,53.19,212.76,Sleek Steel Pants,2022-05-23,04:51:16
637394,Pollich-Klocko,"Tools, Garden & Jewelery","310-81-7077",Mrs. Jordane Kilback,Male,"122 Tristin Streets",East Jaquan,MT,51541,EWallet,"16q5mez5tNif5iyjtGvFTevBy1L7LeUP75",9,7.00,63.00,Intelligent Plastic Pants,2022-02-09,07:38:43
638456,Howell-Mraz,"Outdoors, Books & Baby","949-83-6361",Beulah Keeling IV,Female,"636 Geovanny Views",North Jess,NE,73710,Visa,"4847-5580-1696-4082",6,82.10,492.60,Ergonomic Concrete Shirt,2022-04-13,22:53:55
641031,Corkery Sr.,Movies & Toys,"695-69-4011",Mr. Porter Yost,Female,"592 Walter Village",Port Dagmar,MD,67450,MasterCard,"5330-4228-3320-7340",6,10.66,63.96,Rustic Steel Chair,2021-12-26,12:42:31
643308,Corkery Sr.,Movies,"196-87-6930",Lewis Cronin,Female,"2364 Theodora Locks",Kianaborough,ME,64031,Visa,"4607-6590-1799-2851",6,15.16,90.96,Gorgeous Concrete Car,2022-04-17,12:09:29
645650,Witting DVM,"Toys, Books & Games","129-79-8848",Murray Wiza,Male,"7925 Holly Shores",Tillmanhaven,MA,91069,Cash,"",6,12.51,75.06,Fantastic Wooden Pants,2022-05-18,06:24:16
647104,Witting DVM,Health,"281-54-7550",Reina Harris,Male,"93862 Jarred Lodge",New Lonnyland,NM,63870,Cash,"",10,61.50,615.00,Practical Granite Gloves,2021-07-28,21:35:13
648885,"Kutch, Hartmann and Runolfsdottir",Beauty & Toys,"735-58-8029",Sydni Shields,Female,"2994 Micah Mountains",South Vergiestad,AK,12935,Visa,"4960-5583-4526-5307",10,42.37,423.70,Rustic Concrete Gloves,2021-07-27,22:18:32
655660,Hilll-Rolfson,Electronics & Clothing,"281-47-3351",Ophelia Luettgen,Female,"75682 Sauer Lock",North Diamondberg,AK,12893,Cash,"",8,26.34,210.72,Practical Steel Shirt,2022-02-04,10:57:16
659149,Hilll-Rolfson,Tools,"596-42-6272",Thaddeus Fritsch,Female,"57297 Damion Ports",Carletonport,WY,86587,EWallet,"112CovpNrQLqTS1sLjgYRnN8sKKchweGRz",10,16.67,166.70,Gorgeous Cotton Computer,2022-05-13,06:44:52
662799,Bergstrom-Senger,"Grocery, Music & Garden","767-16-1048",Mrs. Makenzie Price,Male,"8834 Michele Cape",Mertzmouth,NH,92314,MasterCard,"5693-4977-9695-1149",4,17.13,68.52,Fantastic Wooden Shoes,2021-11-03,01:30:30
665216,Corkery Sr.,Garden & Sports,"201-36-8166",Rebeka Braun Jr.,Female,"608 Rylee Flats",West Darrel,CT,97848,MasterCard,"5090-3990-5936-2837",10,56.08,560.80,Awesome Steel Pants,2022-04-18,13:42:14
666451,Bergstrom-Senger,Tools & Home,"879-93-3694",Viva Leuschke,Female,"4108 Kutch Junctions",Schaeferport,SC,19509,AMEX,"3837-118479-55128",9,39.35,354.15,Fantastic Cotton Pants,2022-03-20,00:38:27
667970,Emard DVM,Music,"660-24-7059",Sadye Pacocha PhD,Female,"501 Purdy Land",Port Casandraview,IL,79360,EWallet,"17jJiSMPUTHLkt6WA4e5gC4A6GzfpMRXxJ",7,93.22,652.54,Intelligent Granite Gloves,2022-04-26,08:55:39
674873,Mueller II,Beauty,"465-13-3880",Jessy Zboncak,Male,"47930 Greenfelder Junctions",Robertsmouth,FL,23357,AMEX,"3989-215119-16090",2,1.30,2.60,Ergonomic Concrete Chair,2022-05-01,02:00:05
675280,Hilll-Rolfson,Kids & Outdoors,"698-86-6741",Teresa Bartoletti III,Female,"188 Runte Port",Ramirotown,NC,74340,MasterCard,"5345-6919-9647-7187",8,88.32,706.56,Rustic Steel Shoes,2021-07-23,13:03:13
676414,Howell-Mraz,"Clothing, Toys & Automotive","236-59-6589",Cornelius Toy,Male,"454 Trinity Mews",Tiffanyburgh,NM,75741,Cash,"",10,91.04,910.40,Fantastic Cotton Shoes,2022-04-18,18:30:48
677568,Hilll-Rolfson,"Industrial, Automotive & Tools","731-27-2535",Shea Halvorson,Female,"97873 Reichel Brook",Shyannburgh,ND,70356,EWallet,"128sYGdodbjaR3DVfPi4GMWfrspXzgZHyv",6,32.65,195.90,Practical Cotton Shirt,2022-02-06,20:56:17
682597,Pollich-Klocko,Outdoors,"674-87-5972",Elouise Doyle DVM,Female,"470 Pouros Field",West Armandmouth,DE,53367,MasterCard,"5402-3762-2748-5652",1,22.59,22.59,Rustic Concrete Gloves,2021-10-01,09:20:51
682602,Hilll-Rolfson,Beauty,"392-90-5068",Mrs. Meaghan Lueilwitz,Male,"54820 Ashleigh Rest",Hackettport,NV,29695,AMEX,"3258-291821-77161",7,40.83,285.81,Intelligent Plastic Chair,2021-11-16,21:15:44
683671,Emard DVM,"Garden, Clothing & Music","831-87-7192",Maximilian Marvin,Female,"644 Schuster Forges",Prosaccoville,WV,26794,AMEX,"3944-440151-62434",3,70.61,211.83,Sleek Granite Shoes,2022-05-08,10:35:29
685855,Kub-Stroman,Toys,"337-67-8918",Kara Blick,Female,"996 Beer Mountains",Keelychester,SD,99913,MasterCard,"5183-3731-6075-5671",8,11.72,93.76,Intelligent Steel Chair,2022-01-11,07:48:46
691627,Howell-Mraz,Garden & Industrial,"253-64-8908",Mrs. Jaylan Hammes,Male,"3619 Erdman Lock",Oriechester,NJ,67560,Visa,"4905-1523-7035-6103",8,8.24,65.92,Incredible Granite Chair,2022-04-06,03:02:00
696799,Howell-Mraz,Shoes,"507-34-6147",Porter Pollich DDS,Male,"34784 Kiehn Crescent",Pfannerstillview,SC,81727,EWallet,"12RQorpDn5iZsDmC5nTgz3N9SrGHyxqNFc",3,98.45,295.35,Incredible Wooden Shirt,2022-03-24,10:52:35
700912,Emard DVM,Jewelery & Tools,"695-16-5817",Dr. Laury Bruen,Male,"982 Vernon Vista",Port Marian,NJ,56817,AMEX,"3069-753659-96685",6,82.34,494.04,Practical Wooden Chair,2021-11-12,04:22:36
705316,Mueller II,Industrial & Music,"355-71-2274",Ethel Schoen,Male,"3122 Brendan Hollow",North Clair,OR,21301,Visa,"4863-5441-4591-1536",3,94.67,284.01,Incredible Granite Shirt,2022-04-28,12:21:06
706037,Hilll-Rolfson,"Computers, Games & Books","561-84-1580",Mrs. Isobel Bosco,Female,"524 Vincenzo Forges",East Holly,AK,34190,Visa,"4688-6944-3852-9357",5,33.89,169.45,Gorgeous Wooden Shoes,2021-08-11,16:06:03
706116,Corkery Sr.,Games,"834-80-1137",Burdette Trantow,Female,"3408 Nathen Plaza",East Clintfort,IA,91006,AMEX,"3173-877252-19696",8,35.81,286.48,Rustic Concrete Gloves,2021-09-03,09:41:42
709289,"Kutch, Hartmann and Runolfsdottir",Computers & Music,"983-81-3809",Judy Rohan,Female,"5361 Wilderman Pine",East Reilly,WV,13798,Cash,"",10,59.91,599.10,Gorgeous Concrete Shirt,2022-01-15,02:35:21
710282,Bergstrom-Senger,Books,"545-72-5142",Nina Mann,Female,"764 Streich Heights",Lake Dallin,AR,87093,Cash,"",2,56.38,112.76,Rustic Cotton Hat,2022-04-23,11:00:23
710341,Kub-Stroman,"Computers, Kids & Toys","243-42-3921",Jeffery Bernhard,Female,"21596 Willie Oval",Tevinfurt,MS,57449,MasterCard,"5614-7068-1712-5167",10,61.08,610.80,Small Rubber Table,2022-05-13,00:43:45
710393,Emard DVM,Industrial & Jewelery,"325-72-8250",Miss Lucious Fay,Female,"69233 Cartwright Loaf",Johnstonberg,MS,40292,MasterCard,"5669-8463-7140-8245",5,90.61,453.05,Ergonomic Steel Computer,2021-08-20,11:56:46
712845,Mueller II,Computers,"248-47-9706",Blaise Corwin,Male,"165 Madelyn Cape",Savannaburgh,IL,95698,AMEX,"3550-644108-62526",10,2.08,20.80,Awesome Wooden Chair,2021-09-17,12:55:51
717525,Corkery Sr.,Electronics & Beauty,"890-33-5863",Cooper Lowe,Male,"1733 Rutherford Squares",Torpfurt,CT,53587,AMEX,"3782-526120-58784",3,24.56,73.68,Practical Wooden Hat,2022-05-23,05:58:28
718326,Mueller II,Grocery,"852-88-3127",Grayce Abshire Sr.,Male,"1698 Bergnaum Rest",Aminamouth,KY,71728,EWallet,"1FQVXu1pJyU3Suj4M2PZGX8WrT859aNKha",10,39.00,390.00,Small Steel Table,2021-11-29,15:18:44
719250,Hilll-Rolfson,Shoes,"661-74-2950",Miss Sidney Erdman,Male,"2785 Labadie Streets",Kautzerberg,SD,13732,AMEX,"3138-436068-97448",3,62.04,186.12,Rustic Rubber Table,2021-12-22,01:04:04
720272,Corkery Sr.,Health,"805-47-4143",Kali Paucek,Male,"428 Arnulfo Cove",Aliyahberg,RI,40056,Cash,"",4,95.81,383.24,Practical Plastic Hat,2022-03-25,22:36:29
721537,Corkery Sr.,Jewelery & Kids,"833-93-9881",Mrs. Lowell Lockman,Male,"32439 Cremin Springs",North Ninachester,ID,71427,EWallet,"1AWSn2iSnYVKq23jXiDvpx8ErRQwTf792q",1,93.40,93.40,Intelligent Steel Pants,2022-01-28,14:19:12
723019,Witting DVM,Electronics & Beauty,"801-35-1443",Royal Dickinson V,Male,"62758 Destin Rest",Port Tressie,TN,56136,AMEX,"3397-351089-54013",10,50.70,507.00,Incredible Granite Table,2022-03-08,02:44:44
723037,"Kutch, Hartmann and Runolfsdottir","Industrial, Clothing & Movies","653-10-6185",Eden Brown,Male,"27648 Danyka Mall",East Lonnie,AZ,10203,AMEX,"3497-895770-39774",6,6.95,41.70,Practical Plastic Car,2021-12-16,02:48:01
724291,Mueller II,Garden,"929-97-5385",Golda Howe,Female,"979 Haag Street",Kayleymouth,PA,46749,AMEX,"3941-991950-61235",8,64.05,512.40,Small Wooden Chair,2022-03-31,15:10:39
724898,Corkery Sr.,Garden & Home,"657-38-8583",Shyanne Mertz,Female,"303 Ezra Turnpike",West Anselhaven,SD,49111,MasterCard,"5058-1018-2965-5709",5,39.79,198.95,Fantastic Steel Shirt,2022-02-07,07:33:55
726162,Emard DVM,"Computers, Baby & Health","118-95-9465",Carolina Leffler,Female,"90245 Graham Parkway",West Janieport,KS,74594,EWallet,"1Tz9MLxxpWhGH8kdBYs6LdL2rawefWgS5",7,1.18,8.26,Gorgeous Wooden Computer,2021-10-29,16:25:06
727169,Emard DVM,Clothing & Grocery,"256-30-2880",Gracie Koelpin V,Female,"5769 Kreiger Pike",Lake Maurine,MO,40663,EWallet,"1PjAxH8QNNE692CPLwHBE4MYAg3hKX3Msq",4,83.54,334.16,Awesome Plastic Hat,2022-01-22,21:41:25
729891,Hilll-Rolfson,"Beauty, Shoes & Home","254-18-2261",Rolando Powlowski,Male,"535 Wilber Terrace",North Daniellastad,NY,46060,EWallet,"1kHigrGi1qu38sEjem3DupXUYBTKX32AN",8,15.56,124.48,Fantastic Concrete Hat,2022-05-20,13:58:44
730177,Howell-Mraz,Books,"104-63-7109",Dr. Evalyn Stiedemann,Female,"5786 Charlotte Via",Lake Torrance,DE,52913,Cash,"",1,10.77,10.77,Awesome Steel Chair,2022-05-10,16:08:37
733272,Witting DVM,"Baby, Music & Grocery","790-44-4998",Dr. Victoria Collier,Female,"834 Mante Tunnel",Wilkinsonfurt,OR,48194,Visa,"4001-4560-1087-7209",8,42.32,338.56,Awesome Steel Shoes,2022-01-06,22:19:12
738389,Corkery Sr.,"Books, Beauty & Toys","456-93-5891",Susanna Abernathy,Female,"206 Keshaun Cliffs",East Juniusmouth,GA,97192,EWallet,"1beDAkqP6FFEuFg5xWxmrnKMtPxggn49e",10,48.40,484.00,Ergonomic Plastic Table,2022-03-31,12:23:11
738761,"Kutch, Hartmann and Runolfsdottir",Toys,"909-13-8795",Ms. Aimee Mayert,Female,"51202 Swift Grove",Port Fostermouth,MT,96253,EWallet,"12yyt3EgScy2Kstcdkbz155mNCuKUA97ig",1,55.18,55.18,Ergonomic Cotton Computer,2022-03-21,03:56:18
743687,Howell-Mraz,"Jewelery, Beauty & Grocery","327-83-8749",Pearline Blanda,Male,"2341 Luz Ports",New Theresa,KS,82126,MasterCard,"5342-7870-7820-3751",8,31.75,254.00,Fantastic Wooden Chair,2022-05-14,04:11:17
745845,Howell-Mraz,Movies & Electronics,"262-56-6587",Enid Hahn,Male,"2988 Connie Key",South Maud,PA,30011,EWallet,"176e2gg5j84F78V4rcrfBUYpP4Rx4ovRPd",10,84.59,845.90,Intelligent Granite Table,2022-04-16,12:37:59
745893,Howell-Mraz,Tools & Jewelery,"134-29-2313",Thaddeus Bogan,Male,"973 Connelly Hill",East Nedstad,MN,47220,MasterCard,"5525-7315-3731-5797",1,12.84,12.84,Fantastic Wooden Hat,2022-04-26,01:58:03
746914,Kub-Stroman,"Kids, Clothing & Sports","849-33-5803",Emma Runte,Male,"66205 Glen Land",New Mariemouth,MT,79062,AMEX,"3904-674302-53517",9,52.16,469.44,Practical Wooden Hat,2022-05-19,17:23:43
749223,Mueller II,Electronics & Jewelery,"385-38-8197",Nash Stracke,Male,"398 Goyette Key",South Newton,NE,38261,AMEX,"3745-670465-83764",1,51.80,51.80,Sleek Concrete Gloves,2022-04-04,19:44:12
750106,Witting DVM,Industrial,"343-57-2954",Rhett Batz V,Female,"3822 Bella Street",Brekkemouth,DE,92130,AMEX,"3047-760811-30682",8,59.60,476.80,Practical Cotton Car,2022-01-20,06:40:29
750980,Kub-Stroman,Home & Books,"243-21-2547",Marilou Schimmel,Female,"79218 Greenfelder Parks",Kileyview,MD,46980,AMEX,"3422-163892-71731",4,38.20,152.80,Sleek Concrete Computer,2022-01-30,03:47:06
751758,Witting DVM,Movies,"482-16-1720",Sophia Jones,Female,"98562 Penelope Canyon",Hillsshire,NH,93352,AMEX,"3583-584603-39894",5,27.67,138.35,Practical Cotton Table,2022-05-21,07:53:23
753255,Kub-Stroman,Automotive & Movies,"743-19-6619",Otho Bednar,Male,"19747 Jakubowski Point",New Amandaborough,TN,94848,MasterCard,"5016-6679-2602-4501",3,28.81,86.43,Intelligent Wooden Chair,2021-11-11,23:30:07
753453,Corkery Sr.,Shoes,"938-71-7865",Neal Padberg,Female,"662 Anastacio Hill",Stiedemannbury,VA,44313,AMEX,"3102-703398-88975",8,40.66,325.28,Sleek Wooden Chair,2022-05-06,19:52:56
754872,Emard DVM,"Health, Toys & Garden","553-61-1201",Art Mosciski,Male,"556 Bernhard Hill",South Mollie,VA,11596,Visa,"4779-4699-2137-2556",7,18.75,131.25,Intelligent Cotton Car,2022-03-12,06:53:31
756444,Howell-Mraz,Sports & Music,"204-23-7174",Miss Aditya Cruickshank,Male,"252 Kaleigh Bridge",North Floridaview,CA,65096,Cash,"",10,92.06,920.60,Fantastic Plastic Hat,2022-02-28,02:03:50
763514,Hilll-Rolfson,Grocery & Health,"312-82-5308",Roderick Kozey,Female,"5897 Ardith Burg",East Vitaberg,MT,92217,Cash,"",8,36.34,290.72,Incredible Granite Gloves,2022-03-30,17:36:45
765471,Witting DVM,Industrial,"294-82-7788",Golden Kuvalis,Male,"5708 Gerhold Center",West Loren,OH,10252,Cash,"",10,38.84,388.40,Ergonomic Plastic Hat,2021-12-19,11:12:34
766190,Mueller II,Jewelery,"685-66-4217",Vance Leuschke III,Female,"86652 Brenden Loop",O'Keefeton,OK,75623,MasterCard,"5658-4093-4473-5005",8,8.60,68.80,Sleek Granite Pants,2022-05-02,08:19:50
767129,Corkery Sr.,Health,"927-40-6549",Ellis Langosh,Female,"388 DuBuque Lodge",Lake Jarretport,AZ,26168,Cash,"",8,21.90,175.20,Practical Plastic Chair,2021-12-28,02:42:11
768884,"Kutch, Hartmann and Runolfsdottir",Kids & Toys,"423-49-6183",Bessie Kunde,Male,"910 Effertz Unions",Lake Randihaven,OR,48455,Visa,"4286-7934-1312-2382",8,18.15,145.20,Intelligent Steel Computer,2021-09-28,07:14:24
769517,Witting DVM,Computers,"364-14-3268",Doris Harvey,Female,"818 Blanda Junction",Waterston,LA,29124,Cash,"",9,92.71,834.39,Incredible Plastic Pants,2022-03-29,06:07:32
773791,Emard DVM,Toys,"335-79-6176",Miss Lavon Hessel,Female,"21330 Considine Dam",Evangelineton,AR,14914,AMEX,"3317-740362-70550",7,76.08,532.56,Awesome Steel Hat,2022-01-30,14:57:02
775198,Hilll-Rolfson,Baby & Music,"362-43-8994",Jaylan Stark,Male,"328 Name Loop",Port Muhammadview,OK,38720,Cash,"",6,67.08,402.48,Incredible Rubber Shirt,2022-04-19,22:55:38
776808,Emard DVM,Electronics & Clothing,"960-44-9894",Leopold Stokes,Male,"7659 Ophelia Way",Kanetown,MS,37100,MasterCard,"5952-9300-6851-4247",8,88.05,704.40,Gorgeous Cotton Car,2022-05-22,13:20:01
778866,Hilll-Rolfson,"Garden, Industrial & Movies","320-93-7728",Deja Klein,Female,"18430 Conrad Corner",North Myron,MN,66604,Visa,"4856-2388-5556-5353",6,69.22,415.32,Gorgeous Granite Chair,2021-08-17,23:56:22
778873,Kub-Stroman,"Beauty, Outdoors & Music","342-41-8508",Mrs. Reina Jakubowski,Male,"1687 Sporer Mountains",Schowaltermouth,MD,89080,EWallet,"1GBfUn7NHFVfJYfdnqrsiWDThLZZRdC5GZ",2,16.91,33.82,Fantastic Wooden Computer,2022-04-09,18:40:27
782251,Emard DVM,Games,"412-19-9685",Angel Runolfsson,Female,"494 Purdy Vista",Shieldston,ID,83581,EWallet,"1LJR9YBJ25pCViEKA38dLMshuh7iMB89e",4,5.38,21.52,Small Rubber Shirt,2022-04-29,20:20:35
785829,Witting DVM,"Industrial, Baby & Electronics","345-46-1164",Sean Purdy,Female,"28230 Wehner Loop",Conradmouth,VT,30569,AMEX,"3803-795636-91908",2,32.23,64.46,Awesome Steel Chair,2022-04-19,02:19:00
787722,Pollich-Klocko,Outdoors,"781-69-9266",Cindy Simonis,Male,"52444 Luettgen Stravenue",Port Gwendolynberg,MO,51452,AMEX,"3968-692624-55539",10,71.28,712.80,Gorgeous Granite Car,2022-05-21,22:07:01
789163,"Kutch, Hartmann and Runolfsdottir",Music,"309-65-5581",Celia Schumm,Female,"75639 Rebekah Meadow",South Arnold,IL,36313,AMEX,"3305-880111-61049",3,94.85,284.55,Small Wooden Shirt,2022-04-08,05:32:03
791219,Kub-Stroman,Computers & Health,"815-46-1326",Shea Graham,Male,"2301 Koss Inlet",Nolanborough,MN,13027,EWallet,"12mKH2x2KfXkB3g81ktsq9T3nKozqtLdda",8,78.04,624.32,Intelligent Wooden Hat,2022-05-02,20:19:33
794868,Emard DVM,"Outdoors, Books & Computers","772-82-8785",Bernard Rowe,Male,"9586 Gottlieb Views",South Gertrude,NC,20363,Cash,"",10,12.89,128.90,Practical Rubber Computer,2022-05-06,20:30:31
798137,Howell-Mraz,Toys,"919-97-8946",Clinton Wisozk,Female,"69430 Henderson Landing",Jayfort,SD,66740,EWallet,"14LfUxdrdqE2X6gR4eq5wRLmhES8Ue1GcZ",1,16.61,16.61,Intelligent Wooden Gloves,2022-04-11,03:55:41
801706,Witting DVM,"Outdoors, Grocery & Books","818-38-2713",Juliana Kutch,Male,"27925 Gretchen Vista",Alfordside,DE,62429,MasterCard,"5836-8278-8632-5052",2,91.88,183.76,Sleek Plastic Car,2022-04-17,16:31:59
816952,Kub-Stroman,Games & Toys,"377-93-7438",Dorian Pacocha,Female,"107 Abbott Drive",West Tate,ME,77598,Visa,"4769-9742-9992-6149",9,15.62,140.58,Rustic Plastic Gloves,2021-08-20,08:03:50
821753,Emard DVM,Books,"727-93-6555",Joseph Volkman,Male,"2602 Howe Lock",Sauershire,PA,67784,EWallet,"1Pm1ixiXPsDvXwxXwLKPbAYxoqDR8mgG6c",7,43.84,306.88,Practical Steel Gloves,2022-01-28,21:37:15
822455,Pollich-Klocko,Computers,"613-96-1370",Mrs. June Runolfsdottir,Male,"214 Dakota Walks",East Koryville,CT,17638,Visa,"4314-7333-4652-7112",9,0.68,6.12,Awesome Concrete Gloves,2022-05-22,21:06:16
822501,Mueller II,"Automotive, Kids & Movies","203-49-2275",Miss Everardo Jakubowski,Male,"99945 Stracke Islands",Parkerberg,NV,81863,Visa,"4249-7508-5185-8948",3,17.41,52.23,Practical Wooden Pants,2022-04-30,17:38:41
827974,Emard DVM,Shoes & Electronics,"311-84-3157",Miss Sheldon Steuber,Female,"846 Beaulah Gardens",Othatown,MI,74988,MasterCard,"5425-1854-1204-7548",4,65.34,261.36,Incredible Concrete Hat,2022-05-06,06:36:44
829325,"Kutch, Hartmann and Runolfsdottir",Baby & Music,"202-74-3416",Fabian Hoppe,Female,"2707 Aaliyah Isle",Mrazview,NJ,34683,EWallet,"189cox87ykQ7jU91NPuRsL57n4aEYAw2Fr",3,96.01,288.03,Incredible Granite Shoes,2022-03-13,20:41:36
830884,Kub-Stroman,Jewelery,"669-78-2398",Lura Gibson,Male,"32530 Langosh Hollow",North Coltshire,ME,45453,AMEX,"3960-684155-32456",6,9.29,55.74,Sleek Wooden Shoes,2021-12-07,07:57:13
832075,Bergstrom-Senger,"Outdoors, Toys & Beauty","722-83-1480",Joany Nicolas,Female,"29498 Saige Mount",Jarodborough,NJ,94393,AMEX,"3329-501107-97455",6,45.98,275.88,Sleek Rubber Computer,2022-02-11,23:14:35
832181,Howell-Mraz,"Electronics, Outdoors & Games","351-94-4325",Jada Barton,Male,"8533 Fisher Station",Hesterport,MS,30227,Visa,"4970-2177-9800-9001",9,2.61,23.49,Gorgeous Rubber Car,2021-11-19,18:05:53
833549,Mueller II,"Sports, Grocery & Outdoors","644-36-6465",Felix Hegmann MD,Male,"49802 Samanta Islands",Cynthiaborough,SD,26098,MasterCard,"5868-4352-9469-2484",9,4.56,41.04,Ergonomic Plastic Shirt,2021-10-14,06:03:35
833962,Kub-Stroman,Industrial & Tools,"779-95-3495",Ms. Mafalda Fisher,Male,"2586 Konopelski Corner",West Carmela,CT,81284,MasterCard,"5227-8902-9643-1426",9,39.73,357.57,Awesome Concrete Pants,2022-01-26,17:03:26
843282,Corkery Sr.,"Beauty, Electronics & Baby","981-55-1242",Eden Lehner,Male,"58164 Evert Cove",Harrisfort,KS,56462,MasterCard,"5058-7463-5979-2675",1,13.63,13.63,Intelligent Rubber Computer,2022-04-26,01:43:08
847405,Witting DVM,Outdoors & Beauty,"714-62-8591",Prince Kling V,Male,"75174 Aufderhar Walks",East Jakobfort,AL,86885,MasterCard,"5503-6640-3203-8737",7,84.77,593.39,Practical Wooden Car,2022-02-02,08:55:52
847840,Corkery Sr.,Computers,"587-78-1173",Brielle Walter Jr.,Male,"407 Fadel Valley",Goldnershire,LA,97744,EWallet,"132AfveNPstJ6wrHQqX2A2SPBfqS4bZ8u3",10,29.63,296.30,Small Wooden Shirt,2022-05-23,12:31:44
847843,Howell-Mraz,"Jewelery, Automotive & Beauty","655-74-4521",Mrs. Bertram Gusikowski,Female,"3785 Wilkinson Tunnel",Andersonview,NM,38980,Visa,"4915-1825-5469-5183",8,14.49,115.92,Sleek Cotton Shoes,2022-04-20,12:22:14
849028,Emard DVM,Baby & Sports,"226-75-9636",Frederic Schinner PhD,Male,"657 Welch Mountain",Lake Dewayne,AZ,29697,Visa,"4954-5201-3841-5974",4,27.92,111.68,Incredible Concrete Gloves,2022-02-11,07:35:31
852493,Hilll-Rolfson,Baby,"341-57-9951",Dr. Jaquelin D'Amore,Male,"3215 Bernier Shoal",East Feltonville,KS,97654,Visa,"4784-4604-1583-1096",1,17.84,17.84,Intelligent Rubber Hat,2022-03-21,07:19:37
853922,Witting DVM,Baby & Toys,"495-16-4178",Maud Rosenbaum V,Female,"71349 Deckow Landing",Loweborough,KS,22605,MasterCard,"5854-1796-7324-5717",10,96.66,966.60,Sleek Rubber Chair,2022-02-04,01:52:40
855905,Emard DVM,Games,"801-32-6778",Mr. Larue O'Reilly,Female,"97226 Dominique Unions",New Laura,SD,79562,EWallet,"1GY6bM67yRjQrm3fGuNuyqqe8KtGghndwk",8,44.24,353.92,Ergonomic Cotton Hat,2022-01-03,00:56:13
858540,Emard DVM,Baby & Movies,"807-81-6162",Annabel Steuber,Male,"359 Taryn Stream",New Deanna,LA,37197,Cash,"",3,51.29,153.87,Ergonomic Plastic Shirt,2022-02-26,03:32:31
866185,Witting DVM,Kids & Electronics,"229-64-7619",Golda Langosh,Male,"65554 Feest Squares",West Wilmerhaven,NJ,67131,AMEX,"3485-110939-63344",4,48.57,194.28,Ergonomic Plastic Table,2022-02-22,23:42:52
868743,Kub-Stroman,"Books, Beauty & Sports","334-97-7305",Elisa Prosacco MD,Male,"75176 Jade Tunnel",Emiliashire,NJ,54177,Visa,"4583-3341-5341-1767",4,90.54,362.16,Incredible Wooden Gloves,2021-08-19,13:22:04
870018,Pollich-Klocko,"Games, Jewelery & Electronics","603-51-7668",Ms. Rex Marquardt,Male,"665 Xzavier Cove",Josefinabury,KY,58106,EWallet,"1K9ahJjPLGKti9zwWnG2t1ssC7nwPGsXV6",6,23.96,143.76,Rustic Granite Table,2022-05-19,19:37:06
