PaymentType,Product,hard drive,PostalCode,system,Department,Address,Quantity,State,feed,Date,sensor,City,capacitor,capacitor,transmitter,CustomerName,Total,Gender,transmitter,array,Time,Store,InvoiceId,ProductPrice
"EWallet","Intelligent Rubber Pants","reboot",63429,true,"Movies, Jewelery & Tools","596 Wolff Fort",2,"IL",5762074,"8-27-2021",5293215,"Blancaborough","back up","feed",3.49,"Lelah Mills",75.78,"Male",66.35,28.73,"10:48:14","Auer V",654257,37.89
"Visa","Sleek Wooden Shirt",1167873,25343,true,"Computers & Health","67456 Niko Stravenue",9,"RI",9196864,"6-17-2021","cross-platform","Dickensbury","auxiliary","backing up",false,"Jason Corkery",685.62,"Female",true,6962793,"12:38:55","Wiegand-Tillman",286498,76.18
"AMEX","Intelligent Wooden Pants",true,55288,55.58,"Automotive, Clothing & Grocery","619 Wuckert Pike",10,"NC",8641317,"10-11-2021",true,"Lake Donnie",41.49,4.14,94.30,"Tom Block",974.10,"Female",17.76,false,"15:55:2","Kshlerin DDS",322588,97.41
"Cash","Sleek Cotton Hat",true,87551,true,"Games","6929 Dicki Mountains",10,"ND",false,"3-10-2021",5.27,"New Gaetano",65.68,28.22,"matrix","Dr. Marcellus Stroman",963.70,"Male","RAM","firewall","3:5:10","Kshlerin DDS",763474,96.37
"EWallet","Rustic Wooden Shirt",83780,36653,7905993,"Tools & Home","57585 Braun Glen",4,"IN","quantify","10-16-2021",false,"North Madysonstad",7605498,6831487,69.23,"Susanna Hane",261.84,"Male",4.64,67.58,"16:46:2","McClure, Block and Franecki",220905,65.46
"MasterCard","Practical Granite Computer",46.99,71889,"reboot","Shoes & Grocery","15119 Gerhold Walks",3,"DE",false,"7-30-2021",6422604,"Greenfelderborough",5615020,2722559,"online","Friedrich Jacobs",70.44,"Female","bandwidth",false,"17:2:7","Larkin-McClure",300332,23.48
"Visa","Gorgeous Rubber Hat",8568063,51284,"bus","Industrial, Sports & Music","40912 Tess Roads",1,"MA",727518,"6-17-2021",4030542,"Conroyfort",true,false,false,"Holden Altenwerth",63.22,"Male",false,693654,"16:3:31","Wiegand-Tillman",434174,63.22
"MasterCard","Rustic Steel Hat",85.07,69541,false,"Tools, Beauty & Garden","570 Dooley Junction",3,"DE",true,"10-20-2021",false,"Francismouth",false,false,99.97,"Tiana Stehr Jr.",7.23,"Male",36.15,98.27,"14:8:34","Considine PhD",463999,2.41
"Cash","Incredible Plastic Chair",7318343,66565,37.89,"Beauty & Computers","50116 Cruickshank Unions",8,"IL",60.89,"5-21-2021",false,"New Emilia",false,true,false,"Miss Elizabeth Kirlin",720.08,"Male",true,true,"13:33:48","Larkin-McClure",615056,90.01
"MasterCard","Sleek Concrete Computer","back up",46984,"SAS","Toys & Beauty","886 Irma Glens",7,"WI",2603222,"10-21-2021",13.90,"New Carissa",false,false,true,"Savannah Hyatt",393.40,"Female",false,395285,"11:4:41","Kuphal, Spencer and Blanda",160939,56.20
"EWallet","Incredible Steel Car",89.61,68745,7728866,"Tools & Electronics","27045 Avery Villages",8,"NV",2.34,"10-15-2021","CSS","Alexieton","copying","RSS",40.75,"Malachi Kuvalis",299.76,"Female",0.56,"hack","16:38:57","Kshlerin DDS",770171,37.47
"Cash","Practical Plastic Shirt",22.74,56452,"neural","Tools & Games","51234 Rudy Trail",1,"TX",true,"5-10-2021",6047173,"Lake Hudson",9444346,6599319,8003764,"Demario Block IV",35.57,"Male",1470130,"GB","2:3:33","Considine PhD",293467,35.57
"AMEX","Small Concrete Gloves","bluetooth",80006,2355049,"Shoes, Electronics & Baby","70869 Crystel Junction",1,"VA","array","9-7-2021","hard drive","South Rodrigo","RSS","optical",84.64,"Sandra Hessel",83.62,"Male",44.76,true,"12:35:54","Larkin-McClure",589633,83.62
"Cash","Small Rubber Table","generating",36674,false,"Toys","995 Kuhlman Lights",7,"CT",72.55,"10-12-2021",32.75,"Lake Gregoriaburgh",83.30,45.86,false,"Augustine Hayes",473.13,"Female",false,58.09,"20:34:53","Parisian, Wolff and Gorczany",170285,67.59
"Cash","Small Cotton Pants",false,99947,false,"Movies & Toys","50721 Hagenes Parks",4,"ID",true,"6-13-2021",86.66,"South Emeliaborough",7665432,5803221,25.87,"Kenna Crooks",27.80,"Male",48.94,"virtual","18:36:23","Considine PhD",233424,6.95
"MasterCard","Practical Granite Chair",88.85,14173,51.21,"Garden","30613 Labadie Corners",7,"MN","online","7-28-2021",37.62,"South Oranmouth","THX","SAS","multi-byte","Rafaela Abernathy",552.30,"Female","SQL",75.48,"17:22:53","Kuphal, Spencer and Blanda",881897,78.90
"Cash","Sleek Granite Hat",8046231,28354,9038604,"Books","197 Kerluke Meadows",7,"RI",6650,"5-5-2021","transmit","Rowefurt",false,false,"quantifying","Era Spinka",66.36,"Female","navigate",99.54,"10:26:19","Auer V",873416,9.48
"AMEX","Fantastic Wooden Pants","CSS",70748,6150776,"Industrial & Kids","4821 Talon Terrace",10,"OK",64.68,"7-29-2021",1579473,"Clydeton",6515339,662033,true,"Mrs. Adell Krajcik",631.60,"Female",true,false,"13:32:5","Kuphal, Spencer and Blanda",925949,63.16
"Cash","Incredible Rubber Computer",9.65,55328,true,"Music","9885 Mueller Estates",7,"OK",true,"5-22-2021",59.20,"Port Alexaneborough",2325861,8905333,true,"Anais Lockman",331.31,"Female",true,96.27,"15:43:49","Auer V",482637,47.33
"Visa","Gorgeous Wooden Shoes","SMTP",97504,8498551,"Electronics & Home","61952 Martina Alley",6,"OH",false,"10-24-2021",22.50,"South Darby",6146591,6533647,"solid state","Raven Pacocha",369.06,"Female","mobile",7336863,"1:21:30","Kshlerin DDS",785331,61.51
"AMEX","Practical Rubber Computer",79.92,16312,false,"Clothing, Home & Grocery","1377 Johnnie Points",4,"VT",2267475,"5-22-2021","input","East Jessemouth",false,true,"JBOD","Daphne Hilll",5.52,"Female","JBOD",false,"8:48:27","Auer V",754740,1.38
"AMEX","Incredible Cotton Gloves","hack",88922,30.49,"Health","775 Joshua Viaduct",10,"SC","capacitor","8-22-2021",2374231,"Kundestad",6718514,188710,800951,"Dane Johns",319.30,"Female",8740565,78.81,"16:55:42","Wiegand-Tillman",825781,31.93
"AMEX","Fantastic Granite Car","PNG",35748,false,"Automotive, Movies & Home","802 Romaguera Parkway",6,"CO",false,"3-17-2021",true,"Casperchester",true,true,9.05,"Bo Sporer DDS",468.78,"Female",44.65,4.64,"16:5:18","McClure, Block and Franecki",275622,78.13
"EWallet","Practical Plastic Shoes",false,46797,false,"Tools & Electronics","3642 Klein Shoal",1,"TN",70.75,"8-21-2021",true,"Brigittefort","SQL","program","calculating","Vincent Bruen",41.76,"Female","RSS",true,"11:58:21","Armstrong, Strosin and Altenwerth",738556,41.76
"AMEX","Rustic Concrete Shoes",true,48611,4.67,"Sports","13494 Rutherford Haven",7,"MI",true,"9-27-2021",90.90,"Altenwerthmouth",54.24,43.49,6.27,"Marisa Prosacco",668.57,"Male",66.07,"TCP","2:18:50","Kshlerin DDS",700345,95.51
"Cash","Intelligent Steel Hat","SAS",49071,2102342,"Shoes","96083 Millie Rapid",8,"NC",3585205,"8-19-2021",false,"Port Jaylinborough","ADP","synthesizing",57.61,"Ms. Shanon Ankunding",594.48,"Female",93.58,7230176,"19:13:28","Wiegand-Tillman",456032,74.31
"EWallet","Sleek Granite Pants",7145195,47029,1346966,"Baby, Shoes & Jewelery","63245 Modesta Parkways",1,"WI",6683761,"10-9-2021",330411,"Sauerland","compressing","synthesize","open-source","Leonard Goldner",14.07,"Female","reboot",7.29,"10:28:19","Kshlerin DDS",163805,14.07
"Visa","Small Steel Computer",false,76601,19.13,"Garden, Industrial & Toys","756 Amaya Knolls",2,"IA","transmitter","10-10-2021",true,"Koepptown",true,false,44.49,"Sarina Lebsack",115.90,"Female",80.45,3205948,"8:41:55","McClure, Block and Franecki",687590,57.95
"MasterCard","Incredible Plastic Hat","digital",35173,4088347,"Toys, Health & Home","967 Beer Summit",2,"RI",2702554,"6-16-2021","transmitting","New Kasandrafort",false,false,5885880,"Deborah Swift II",165.84,"Male",6254385,67.18,"3:16:35","Lakin, O'Connell and Monahan",358642,82.92
"MasterCard","Gorgeous Steel Table",7.27,74706,69.84,"Health, Games & Baby","655 Emmet Road",6,"AK",5.60,"10-12-2021",true,"New Sabinamouth",55.50,5.91,8304048,"Jensen Weissnat",426.30,"Male",1513062,94.68,"6:13:45","Considine PhD",609959,71.05
"MasterCard","Practical Plastic Shirt",true,26229,false,"Clothing, Kids & Automotive","42393 Gina Isle",5,"NJ",5419052,"8-29-2021",3722434,"Ottilietown",true,true,"GB","Jovanny Hoeger",83.25,"Male","digital","compressing","11:22:20","Larkin-McClure",467709,16.65
"Cash","Intelligent Granite Hat","application",92810,67.80,"Toys & Movies","820 Spinka Dale",3,"AK",4902959,"8-28-2021","firewall","Brekkehaven",13.46,76.12,3777704,"Michale Mitchell III",89.01,"Female",2370249,"COM","12:32:49","Kshlerin DDS",828631,29.67
"Visa","Ergonomic Cotton Gloves","wireless",51369,5582516,"Clothing & Books","58730 Mohr Squares",9,"WI","SAS","10-22-2021","bandwidth","Johannafort",93.39,83.44,3860363,"Montana Ankunding",593.37,"Female",8806547,"redundant","23:7:21","Kshlerin DDS",989226,65.93
"AMEX","Small Cotton Table",false,14255,true,"Shoes & Sports","6503 Zboncak Manors",6,"NY","haptic","6-28-2021","haptic","East Cordiaburgh",93.13,79.74,false,"Danny Morissette",320.88,"Female",false,2.46,"10:49:20","Armstrong, Strosin and Altenwerth",448798,53.48
"AMEX","Gorgeous Cotton Gloves",42.79,67746,2.58,"Music, Tools & Games","8299 Prohaska Knolls",5,"WA",38.56,"8-19-2021",true,"Doylechester",90.56,41.03,true,"Ms. Josiane Hodkiewicz",451.35,"Male",false,false,"20:19:30","Parisian, Wolff and Gorczany",504625,90.27
"EWallet","Fantastic Plastic Gloves",5.85,74029,3061641,"Home & Toys","6228 Towne Dam",3,"FL",false,"9-27-2021",false,"Port Peter",1440516,5432211,"programming","Ms. Jocelyn Rohan",236.43,"Female","optical",16.71,"1:25:11","Considine PhD",502117,78.81
"EWallet","Fantastic Rubber Gloves",56.66,79021,6042883,"Baby, Shoes & Games","987 Julian Centers",10,"MO","microchip","9-30-2021","bandwidth","East Eleonore",5.22,54.90,5907033,"Dr. Jamal Donnelly",21.60,"Male",1576454,"wireless","20:4:16","Lakin, O'Connell and Monahan",970747,2.16
"Visa","Ergonomic Steel Chair",4760993,58233,"SCSI","Sports","17371 Andrew Roads",8,"OH","JBOD","8-27-2021",69.19,"Thompsonfurt",3253302,8114213,"EXE","Rosalind Upton",679.92,"Female","bus",true,"4:1:40","McClure, Block and Franecki",617550,84.99
"EWallet","Sleek Concrete Shoes","transmitting",50798,79.64,"Kids","734 Heller Street",4,"PA","override","3-18-2021",4989487,"Merrittport",false,false,"SSL","Mae Doyle",42.12,"Male","card",90.90,"19:3:28","Kshlerin DDS",976511,10.53
"MasterCard","Incredible Wooden Shoes","calculating",61593,37.24,"Kids, Baby & Grocery","845 Afton Lane",2,"OH",72.77,"12-25-2020",35.94,"Pacochachester",86.38,49.45,35.87,"Santina Rempel",118.54,"Female",71.24,"copy","20:44:10","McClure, Block and Franecki",492020,59.27
"Cash","Intelligent Rubber Table","bypassing",49683,37.43,"Outdoors, Toys & Tools","43641 Angel Stream",7,"ME",true,"9-24-2021",true,"Gilbertside",false,false,1153196,"Jazlyn Emard",301.07,"Male",8901317,"card","16:57:6","Wiegand-Tillman",579891,43.01
"Cash","Small Granite Chair",9101893,23924,true,"Baby & Beauty","4991 Adams Locks",2,"KY",692350,"7-21-2021","navigating","Laurencehaven",73.26,37.00,7212606,"Gene Gutkowski II",111.38,"Female",9000484,7112153,"18:33:22","McClure, Block and Franecki",520584,55.69
"MasterCard","Ergonomic Concrete Shoes",621295,51256,107551,"Games & Tools","298 Daugherty Mews",4,"IL",587182,"4-18-2021","navigating","Marinaport",27.78,26.40,"override","Teagan Bailey",20.12,"Male","navigate",true,"20:17:9","Kuphal, Spencer and Blanda",595630,5.03
"EWallet","Intelligent Steel Gloves",896231,79781,"generating","Computers, Sports & Movies","1118 Kaya Skyway",10,"HI",8054462,"9-2-2021",28.29,"Vidalborough",true,true,false,"Ambrose Hodkiewicz",825.00,"Male",false,false,"23:24:35","Kshlerin DDS",646004,82.50
"Visa","Sleek Steel Pants",52.35,50828,"matrix","Grocery","53197 Milan Fords",10,"RI",2813555,"2-26-2021",false,"North Baileeville",false,false,false,"Muhammad Kuhlman",938.30,"Male",true,false,"12:11:4","Larkin-McClure",878758,93.83
"AMEX","Small Wooden Computer",true,58555,4719965,"Clothing","293 Predovic Passage",8,"NY",true,"5-6-2021",false,"West Cathrine",true,true,18.41,"Lourdes Larson",447.52,"Female",81.73,44.13,"6:6:18","Parisian, Wolff and Gorczany",422685,55.94
"MasterCard","Gorgeous Rubber Hat","system",33947,4109997,"Sports, Computers & Home","3034 D'Amore Glen",9,"MA",4368942,"5-24-2021",3199410,"Hammesmouth",false,false,1146794,"Ms. Carolina Vandervort",571.95,"Female",8841666,"microchip","4:8:15","Kuphal, Spencer and Blanda",181958,63.55
"AMEX","Fantastic Plastic Computer",false,18628,"SQL","Music & Health","892 Maximillian Course",2,"CT","capacitor","10-1-2021",false,"West Keaton",6682793,2761465,8291968,"Jermey Batz",102.46,"Female",7831503,92.06,"12:40:24","Armstrong, Strosin and Altenwerth",197321,51.23
"EWallet","Small Wooden Computer",90.38,77246,false,"Tools & Clothing","6805 Aurelie Skyway",9,"SD","hack","10-20-2021",9232993,"Chaimshire",2137248,8649558,79.46,"Gilda Larson",87.21,"Male",2.89,"AI","11:8:18","McClure, Block and Franecki",422813,9.69
"Cash","Intelligent Granite Chair",51.70,67115,6753583,"Clothing & Kids","42887 Allie Spurs",10,"SC",true,"6-25-2021",false,"Walterview",4171606,6124656,false,"Ofelia Heller",306.30,"Female",false,false,"21:55:36","Kshlerin DDS",347317,30.63
"EWallet","Rustic Wooden Chair",true,46172,true,"Grocery, Automotive & Books","1670 Micaela Via",7,"KS",false,"10-16-2021",60.90,"Lonnieshire",51.07,13.61,63.37,"Miss Rosario Konopelski",257.60,"Male",26.73,1592756,"19:36:36","Auer V",984870,36.80
"Visa","Intelligent Rubber Chair",3637877,69713,false,"Health, Toys & Beauty","67723 Mike Ferry",2,"ME",false,"4-24-2021",3733068,"North Jaunitaland",false,true,2327950,"Sebastian Rath I",167.64,"Female",4288205,267296,"20:37:33","Kuphal, Spencer and Blanda",237710,83.82
"Visa","Awesome Cotton Gloves",7932465,22593,true,"Home","3930 Ernestine Road",8,"WA",6272400,"10-12-2021",3371713,"West Terence","XML","array","RSS","Brady Kling",231.52,"Female","port",58.08,"17:5:41","Lakin, O'Connell and Monahan",775782,28.94
"MasterCard","Fantastic Rubber Shirt",8077911,89967,false,"Garden","183 Maximus Throughway",9,"IN",true,"4-13-2021",22.93,"New Ressie","array","reboot","transmitting","Juvenal Upton",820.53,"Male","1080p",20.99,"20:43:46","Wiegand-Tillman",643631,91.17
"AMEX","Gorgeous Cotton Chair",60.12,39306,true,"Health, Garden & Jewelery","927 Felicita Port",4,"GA",46.32,"5-26-2021",false,"Port Delores",true,true,true,"Miss Aaron Tromp",205.44,"Male",false,true,"6:21:0","Parisian, Wolff and Gorczany",971190,51.36
"MasterCard","Incredible Concrete Car",true,52536,63.58,"Tools","17846 Stanton Terrace",1,"AK",true,"8-8-2021",49.91,"South Ilaside",13.04,99.67,true,"Johnson Schumm II",41.63,"Female",false,4040913,"16:26:5","Kuphal, Spencer and Blanda",673019,41.63
"Cash","Incredible Rubber Hat",4768661,97706,3421051,"Games, Electronics & Home","18512 Caterina Port",2,"VT",false,"10-12-2021",4339388,"Andyview",4443579,432409,true,"Hipolito Treutel",177.08,"Female",true,65.61,"17:7:38","Considine PhD",996872,88.54
"MasterCard","Small Granite Chair",2529728,47051,"connect","Movies","6562 Funk Prairie",3,"MS",51.02,"10-12-2021","array","East Ruby",true,true,"navigate","Emerson Jerde",145.95,"Male","monitor",38.77,"17:50:58","Auer V",357287,48.65
"Cash","Incredible Wooden Shirt",4821096,37461,84.76,"Books","289 Haag Mission",1,"TX",5695823,"2-17-2021",false,"Joshuahhaven",60.42,23.99,9.92,"Emmanuelle Dickens III",86.02,"Female",46.08,36.03,"0:20:8","Kshlerin DDS",552548,86.02
"EWallet","Awesome Rubber Shoes",true,65494,7558806,"Health & Games","729 Toy Fort",9,"DE",98.11,"9-27-2021",61.35,"East Micah",23.71,14.04,76.31,"Vicenta Bednar",841.14,"Female",36.94,false,"3:20:10","Considine PhD",543266,93.46
"Cash","Fantastic Steel Pants",false,29526,false,"Outdoors","537 Schmidt Island",3,"FL",false,"7-22-2021",24.65,"Lake Marc",75.47,64.82,27.30,"Leonardo Mraz",118.47,"Female",90.81,50.67,"4:43:14","Kuphal, Spencer and Blanda",347909,39.49
"Visa","Practical Concrete Gloves",true,26141,true,"Kids & Toys","84582 Cartwright Ford",6,"NJ","auxiliary","8-12-2021",78.35,"South Janis","program","FTP",false,"Doyle O'Hara",162.00,"Male",false,true,"22:14:24","Parisian, Wolff and Gorczany",476414,27.00
"AMEX","Intelligent Concrete Gloves",7785643,73173,2313000,"Books","25741 Jacobson Hill",1,"RI",3696567,"7-9-2021",6678189,"South Adonisfurt",5325018,1467982,8468141,"Ms. Ray Pfannerstill",63.01,"Male",5518327,"indexing","11:24:4","Parisian, Wolff and Gorczany",542958,63.01
"Cash","Intelligent Wooden Car",true,12202,"driver","Automotive & Tools","9778 Olson Village",7,"TX",false,"10-23-2021","AGP","South Janice","bus","synthesize",544964,"Miss Stanton Miller",549.85,"Male",7104773,4598525,"15:47:53","Wiegand-Tillman",623828,78.55
"AMEX","Fantastic Rubber Chair",7776497,60618,73.91,"Industrial & Tools","4676 Sasha Throughway",6,"VT",83.25,"6-29-2021",34.08,"South Emerson",96.48,85.72,46.33,"Duane Cartwright",440.82,"Female",81.49,71.23,"19:9:15","Kshlerin DDS",222140,73.47
"Cash","Small Plastic Shirt",true,51756,false,"Automotive, Clothing & Sports","1322 Meggie Lane",1,"ME",true,"4-10-2021",97.36,"Tillmanmouth",59.93,49.61,0.22,"Trycia Borer",45.36,"Male",8.82,58.86,"15:43:42","Parisian, Wolff and Gorczany",733283,45.36
"Cash","Practical Wooden Table",54.46,33929,18.18,"Beauty, Tools & Music","8311 Ella Club",9,"FL",4257942,"3-22-2021",30.87,"East Diegobury",2872422,5604445,1823341,"Antone Krajcik",13.23,"Female",7507536,"compressing","4:48:53","Lakin, O'Connell and Monahan",940479,1.47
"MasterCard","Practical Concrete Gloves",1970294,85167,"cross-platform","Grocery & Movies","8753 Sigurd Shores",8,"NM",4.14,"10-6-2021",3950975,"Robertsborough","reboot","AGP","open-source","Deion Borer MD",126.00,"Female","GB",53.74,"11:36:2","McClure, Block and Franecki",329706,15.75
"Cash","Intelligent Plastic Computer",547155,35990,887805,"Games","41087 Raleigh Port",6,"MD",5159572,"8-11-2021",1261174,"South Orin","backing up","program",5635063,"Maxine Casper",478.20,"Female",4329500,true,"17:43:37","Armstrong, Strosin and Altenwerth",732951,79.70
"EWallet","Gorgeous Rubber Pants","transmitting",29869,1217407,"Industrial, Computers & Electronics","3948 Waelchi Radial",7,"UT",743304,"10-21-2021",true,"Abbigailville",2754633,5812265,"transmitter","Nash Rosenbaum",226.80,"Male","parse","backing up","5:0:39","Lakin, O'Connell and Monahan",484331,32.40
"EWallet","Sleek Cotton Hat","circuit",83581,3404204,"Tools","10326 Rempel Summit",1,"ID",49.15,"6-5-2021",false,"Maudeshire",false,true,true,"Jamaal Koepp",7.65,"Female",false,64.02,"17:35:9","McClure, Block and Franecki",107955,7.65
"Visa","Gorgeous Granite Pants",2382107,29802,"bluetooth","Clothing & Books","48496 Minnie Mountain",6,"ME",false,"5-15-2021",750683,"Watersbury","override","cross-platform",78.55,"Domenico Reilly",62.58,"Male",47.51,"wireless","7:56:3","Lakin, O'Connell and Monahan",284575,10.43
"Cash","Rustic Granite Chair","wireless",96076,10.79,"Jewelery","3685 Miller Well",7,"UT",2384447,"3-4-2021","AGP","Jaylantown","compressing","cross-platform",4124021,"Mr. Alvena Gerhold",410.69,"Female",4680212,155348,"18:5:53","McClure, Block and Franecki",605105,58.67
"AMEX","Gorgeous Granite Shoes",4726843,62935,false,"Shoes, Sports & Baby","3494 Jacinto Road",1,"AR","cross-platform","10-22-2021",48.38,"Gregoryfort",77.67,40.20,"copying","Julia Lubowitz II",82.20,"Female","GB",0.83,"22:41:44","Auer V",413296,82.20
"Visa","Small Cotton Chair",50.39,45601,13.46,"Sports, Health & Kids","30709 Mann Haven",10,"GA",49.43,"9-5-2021",false,"Bernadettefurt",3688737,762834,"circuit","Lonnie Leffler V",714.60,"Male","firewall",337371,"3:40:42","Parisian, Wolff and Gorczany",634904,71.46
"MasterCard","Ergonomic Plastic Computer",23.52,81974,"wireless","Garden, Beauty & Sports","53680 Jaquan Via",6,"KS",true,"7-9-2021","auxiliary","Toychester",1930886,8376747,144876,"Rowena Huel MD",340.26,"Male",3233516,187925,"2:26:29","Wiegand-Tillman",609498,56.71
"MasterCard","Practical Wooden Table","reboot",30828,90.25,"Sports & Kids","354 Hartmann Crest",2,"TX","neural","9-30-2021",76.06,"Sengerland","RSS","navigate",true,"Joe Larkin Sr.",15.24,"Female",false,7785695,"17:20:34","McClure, Block and Franecki",424505,7.62
"Cash","Awesome Wooden Gloves",3899147,30152,"connect","Electronics & Shoes","2728 Doyle Cove",4,"NE","CSS","10-13-2021",false,"West Etha",0.05,99.18,"input","Emmie Wyman",288.84,"Female","1080p",5218319,"1:3:38","Auer V",509905,72.21
"MasterCard","Incredible Plastic Shirt",4048033,75205,"transmitting","Computers, Kids & Jewelery","16091 Huels Haven",2,"ME","AGP","3-30-2021",251106,"East Eleanore",36.59,86.59,49.72,"Litzy Lockman",154.64,"Male",9.92,false,"16:14:13","Parisian, Wolff and Gorczany",751616,77.32
"MasterCard","Rustic Steel Shoes",false,17322,false,"Health & Music","6557 Van Hills",6,"IL",328388,"10-13-2021",97.62,"Bettieshire",60.61,23.73,false,"Manley Heller DDS",170.10,"Female",true,559965,"19:49:0","Larkin-McClure",676431,28.35
"MasterCard","Gorgeous Plastic Chair",false,28856,"IB","Outdoors","893 Sarina Knoll",10,"VA",6666573,"7-9-2021",false,"Gladystown","bluetooth","capacitor",36.99,"Mr. Brooks Kunde",340.20,"Male",99.54,4526060,"4:24:43","Kuphal, Spencer and Blanda",849942,34.02
"AMEX","Small Granite Shirt","synthesizing",64397,6057081,"Electronics","1183 Feeney Trace",10,"LA","quantify","10-17-2021","programming","Demetriuschester",38.09,1.83,1792898,"David Dietrich",538.80,"Male",1735190,5389568,"0:20:6","Larkin-McClure",570454,53.88
"EWallet","Sleek Wooden Hat","microchip",52847,false,"Industrial, Kids & Automotive","57860 Bailey Islands",10,"UT","CSS","12-27-2020",true,"West Tannerchester",true,true,61.16,"Paxton Simonis",850.90,"Female",23.74,4868543,"2:1:36","Kshlerin DDS",933315,85.09
"AMEX","Rustic Rubber Shoes",63.34,38401,13.51,"Beauty, Outdoors & Industrial","7779 Jerel Plaza",10,"TX",49.87,"10-19-2021","SQL","North Vitaton",3611396,9133179,5731640,"Miss Ole Mann",786.10,"Male",2729094,37.86,"21:51:36","Kuphal, Spencer and Blanda",415140,78.61
"MasterCard","Intelligent Rubber Hat",true,25832,10.61,"Games, Industrial & Books","32515 Ferry Crossing",2,"FL",20.12,"7-8-2021",4803423,"North Camden",32.55,22.57,85.75,"Alberta Oberbrunner",56.88,"Female",47.89,"auxiliary","20:27:13","McClure, Block and Franecki",867854,28.44
"Cash","Fantastic Rubber Car",48.01,76721,true,"Games","94285 Sydnie Neck",9,"NJ",3419211,"8-4-2021",96.70,"Port General",95.84,46.59,7960666,"Antone Simonis",246.60,"Male",4335251,2497688,"15:57:13","Larkin-McClure",574790,27.40
"AMEX","Intelligent Wooden Table",true,10057,8930426,"Games, Books & Outdoors","30228 Schulist Plains",7,"WA",5787163,"10-16-2021","transmit","East Flavio",9.87,73.21,4914027,"Amely Wiegand",560.70,"Male",1078881,8032041,"3:46:20","Considine PhD",659185,80.10
"AMEX","Small Wooden Computer",2602491,92063,8355718,"Home","338 Augusta Throughway",6,"MD",58.03,"8-14-2021","RAM","Conroyborough",true,false,320935,"Tressie Kertzmann",557.46,"Female",8617023,6944366,"21:11:56","Considine PhD",410009,92.91
"Visa","Rustic Steel Shoes",true,67966,1079772,"Grocery","2232 Alessandra Turnpike",1,"WI",false,"9-20-2021",44.78,"Savionmouth",7.07,57.11,true,"Ruthe Kutch",40.69,"Male",true,false,"1:21:46","Lakin, O'Connell and Monahan",869918,40.69
"MasterCard","Small Rubber Table",true,86063,true,"Baby & Garden","152 Rogers Roads",2,"MO",true,"8-14-2021",true,"Minniemouth",84.63,48.17,true,"Miss Alanna Kertzmann",98.92,"Male",false,3791922,"1:22:30","Considine PhD",485006,49.46
"Visa","Intelligent Granite Shoes",13.02,41147,false,"Computers","889 Yazmin Drive",4,"HI",8895502,"8-6-2021",1175957,"Alexanderbury",true,false,0.93,"Brown Swaniawski",69.28,"Female",51.15,14.12,"4:25:29","Kshlerin DDS",258852,17.32
"Cash","Practical Granite Shirt",63.80,34309,1474424,"Automotive, Toys & Kids","8544 Jett Lodge",10,"AR","navigating","1-15-2021",87.26,"Jenkinsfort","array","reboot","PCI","Torey Bergnaum",249.00,"Male","JBOD",true,"2:8:37","Wiegand-Tillman",530198,24.90
"AMEX","Rustic Cotton Table","programming",31166,false,"Kids","89929 Leffler Forges",6,"AZ","SDD","10-19-2021",9250045,"Melvinchester",true,false,"application","Ludie Adams",463.98,"Female","interface",7299405,"14:32:2","Wiegand-Tillman",888810,77.33
"MasterCard","Small Wooden Pants",75.87,77920,39.24,"Industrial, Grocery & Movies","86915 Wehner Plaza",3,"MS",62.27,"10-10-2021",21354,"West Angelinestad",53.91,16.89,false,"Roma Yundt",164.46,"Female",true,false,"10:19:52","Wiegand-Tillman",286157,54.82
"AMEX","Awesome Plastic Chair",42.22,82813,37.77,"Computers, Music & Jewelery","45550 Marvin Center",1,"NY","synthesizing","10-14-2021",false,"Ellieberg","solid state","copy",true,"Chaz Parker",30.33,"Female",true,"array","4:31:54","Kuphal, Spencer and Blanda",476798,30.33
"MasterCard","Sleek Steel Chair",true,50394,"auxiliary","Toys & Industrial","3153 Ernser Harbor",6,"SC",41.59,"10-13-2021",true,"North Murphyland",4548267,6304783,8290436,"Lorenzo Borer",31.38,"Female",924076,7320755,"23:50:25","McClure, Block and Franecki",263710,5.23
"AMEX","Incredible Steel Hat","SMTP",80947,true,"Kids, Books & Movies","7114 Loma Bridge",2,"AK",38.58,"8-18-2021","generate","Lake Odellborough","transmitting","sensor",77.38,"Maryse Lang",67.50,"Female",37.02,false,"18:52:2","Kshlerin DDS",295788,33.75
"Visa","Incredible Concrete Car",true,99993,false,"Tools","56847 O'Reilly Branch",5,"TX",false,"7-13-2021",69.35,"South Ardith",31.67,94.27,false,"Dr. Viola Gerhold",362.45,"Female",false,40.60,"21:13:8","Larkin-McClure",499108,72.49
"AMEX","Awesome Granite Shoes",8312247,10944,"redundant","Toys","78053 Streich Vista",3,"ID",3309242,"6-28-2021",39.03,"Port Aubree",9453687,6469957,41.88,"Ruby Schuster",176.25,"Female",5.22,"panel","23:0:9","Parisian, Wolff and Gorczany",319007,58.75
"AMEX","Small Cotton Hat","quantifying",60423,"input","Outdoors & Movies","79989 Zulauf Estates",7,"NH",3.67,"10-23-2021",66.14,"Lysanneview",7217761,3773757,246270,"Mrs. Odessa Mante",221.69,"Male",4396338,2250946,"18:19:31","Armstrong, Strosin and Altenwerth",138011,31.67
