State,Department,Date,Total,PaymentType,Address,Product,bus,firewall,Store,ProductPrice,Time,program,InvoiceId,capacitor,pixel,microchip,system,interface,monitor,Quantity,CustomerName,City,protocol,Gender,PostalCode
"LA","Tools & Games","1-8-2021",570.32,"MasterCard","74747 Monahan Green","Small Cotton Hat",6215077,true,"Kuphal, Spencer and Blanda",71.29,"7:0:4","card",360706,97.13,true,47.08,9.36,72.29,22.56,8,"Cydney Ziemann","Vincenzaville",false,"Female",28867
"NV","Tools & Health","9-7-2021",295.41,"Cash","162 Senger Manor","Rustic Granite Gloves",true,1581975,"Larkin-McClure",98.47,"6:11:17",67.02,702956,30.53,6228607,true,false,false,false,3,"Ernestina Crooks","Lake Edwinamouth",78.93,"Female",62478
"TX","Baby","9-7-2021",551.60,"Visa","33548 Logan Corners","Awesome Rubber Pants",true,1399847,"Kshlerin DDS",55.16,"23:52:47",6740948,352811,"SCSI","index",false,3111970,false,2376393,10,"Meda Keeling","New Karlie","copying","Male",21077
"ND","Books & Computers","5-18-2021",602.84,"Cash","6600 Gladyce Station","Gorgeous Granite Car",64.98,2139309,"Parisian, Wolff and Gorczany",86.12,"8:0:30",false,820793,13.64,4438533,5670414,8108143,8303447,778462,7,"Khalid Goyette","West Doriston",915094,"Female",79431
"NC","Computers","9-12-2021",370.20,"EWallet","9532 Kautzer Crossroad","Sleek Concrete Pants","hacking",736712,"Considine PhD",74.04,"14:40:29",5588786,999233,"firewall",50.85,"USB",true,4128197,"calculating",5,"Craig Douglas","North Vicentamouth",8613222,"Male",93883
"RI","Music, Clothing & Beauty","8-19-2021",783.72,"Visa","4095 Hodkiewicz Viaduct","Ergonomic Cotton Computer",false,true,"Lakin, O'Connell and Monahan",87.08,"3:42:45",97.85,986077,"interface",1738011,false,true,false,true,9,"Julia Murazik","South Raphaelle",8.82,"Male",78995
"MI","Baby, Clothing & Shoes","9-15-2021",0.04,"EWallet","81086 Natalie Mall","Awesome Granite Shirt",true,true,"McClure, Block and Franecki",0.01,"15:14:13",false,260239,7.66,97.13,60.25,23.61,927844,false,4,"Miss Max Nienow","Tillmanbury",1268531,"Female",74498
"GA","Baby, Outdoors & Books","5-10-2021",145.05,"MasterCard","160 Larson Mission","Rustic Plastic Hat",8453520,45.02,"Lakin, O'Connell and Monahan",48.35,"12:44:37","haptic",113650,true,7378604,80.33,43.65,"solid state",2.47,3,"Casey Blick","South Leora","parse","Male",69331
"ND","Industrial","10-10-2021",40.77,"Cash","222 Thiel Land","Gorgeous Cotton Chair",false,6997157,"Wiegand-Tillman",4.53,"2:0:18","quantifying",300851,3366923,"driver",true,"HTTP",6934055,4464551,9,"Danielle Sipes","New Harold",6784504,"Male",26895
"AR","Clothing","10-2-2021",274.56,"AMEX","787 Kunde Station","Gorgeous Concrete Table",true,"parsing","Auer V",68.64,"1:32:34","USB",655926,false,"compressing",89.65,"generating",true,"sensor",4,"Reina Rath","North Herminaport",25.68,"Male",31644
"OH","Jewelery","4-6-2021",18.30,"EWallet","6710 Austyn Loop","Fantastic Plastic Car",true,74.38,"Kuphal, Spencer and Blanda",3.05,"12:43:51",34.40,881159,97.34,true,false,false,62.89,false,6,"Francisco Larkin IV","Port Archstad",58.66,"Female",11412
"LA","Health & Outdoors","8-13-2021",77.64,"MasterCard","21935 Emie Village","Gorgeous Steel Shirt",false,false,"Lakin, O'Connell and Monahan",38.82,"2:5:46",true,799683,false,true,97.55,60.14,"primary",2988650,2,"Joyce Kozey","Osinskishire","FTP","Female",16554
"MA","Baby, Beauty & Movies","7-9-2021",136.08,"Visa","417 Cory Common","Sleek Steel Table",5727641,6850756,"Considine PhD",45.36,"23:6:6",false,719696,357727,3821368,33.29,8244157,"driver",534048,3,"Monique Collier","Hickleland",7716868,"Male",30327
"NH","Automotive & Sports","2-6-2021",10.56,"Cash","362 Fisher Lodge","Small Steel Car","bandwidth",91.13,"Kshlerin DDS",3.52,"12:46:6",6515564,249298,"parse",37.14,7972720,"circuit","back-end",76.36,3,"Judson Turner","North Janie",99.03,"Male",82304
"WV","Clothing & Beauty","9-22-2021",311.76,"MasterCard","3824 Jacobi Keys","Awesome Concrete Shirt","input",2444907,"McClure, Block and Franecki",38.97,"13:23:46",false,743974,71.45,false,2371856,"SSL",46.14,true,8,"Lennie Brown","Ruthville",59.37,"Female",41576
"SC","Health","10-9-2021",28.27,"Cash","38284 Reed Forge","Gorgeous Plastic Table",84.57,true,"McClure, Block and Franecki",28.27,"4:22:13",false,819627,"parsing","override","firewall",7.28,false,29.36,1,"Gardner Ritchie","Lake Theresaside",false,"Female",16308
"TN","Industrial","4-19-2021",4.48,"Cash","707 Deckow Drive","Rustic Plastic Chair",78.51,67.78,"Kuphal, Spencer and Blanda",0.64,"23:55:15",3773320,972931,"HDD","FTP",76.95,"optical",2359717,52.63,7,"Reta Pollich Sr.","West Janice",4304664,"Female",27854
"IL","Baby","8-29-2021",248.36,"Cash","4133 Clementine Throughway","Small Cotton Chair","connect",true,"Armstrong, Strosin and Altenwerth",35.48,"2:58:8","hacking",169403,false,2200423,851189,658988,1992606,4416299,7,"Ottilie Koss","Beahanmouth","back-end","Female",66237
"MI","Beauty, Music & Baby","7-11-2021",123.00,"AMEX","1771 Marquardt Junctions","Incredible Concrete Car",false,false,"Lakin, O'Connell and Monahan",12.30,"21:37:57",true,168962,"bus","transmit",6215115,false,false,89.43,10,"Fay Kuhic","O'Keefeshire",12.88,"Female",83512
"SC","Beauty, Books & Shoes","8-19-2021",32.28,"AMEX","20627 Rippin Orchard","Practical Concrete Shoes",false,98.72,"Auer V",16.14,"18:48:23","reboot",666630,57.17,true,false,false,false,false,2,"Prudence Wiegand","Damianville",76.19,"Male",80521
"GA","Clothing & Garden","8-18-2021",45.32,"MasterCard","3786 Hahn Terrace","Small Rubber Hat",true,"programming","Wiegand-Tillman",11.33,"0:44:40",false,634763,9300018,2834366,"USB",false,true,2126968,4,"Verlie Sawayn","Runtehaven",2021535,"Female",31497
"RI","Books & Kids","10-11-2021",110.04,"Cash","8825 Stroman Pike","Awesome Granite Pants",false,2859509,"Considine PhD",18.34,"6:16:48",43.70,527560,true,56.80,46.54,true,"AI",842998,6,"Mrs. Lucie Bogan","Turnerside",95.11,"Female",31876
"AK","Health, Games & Kids","10-18-2021",533.97,"MasterCard","12736 Lehner Lodge","Gorgeous Steel Table",false,70.57,"Kuphal, Spencer and Blanda",59.33,"14:27:44",94.45,862169,true,false,5080876,true,32.00,"parse",9,"Damion Padberg PhD","Port Nevaborough",false,"Female",86222
"IA","Home, Tools & Games","4-12-2021",794.08,"Cash","698 Hermina Loaf","Incredible Plastic Hat",false,true,"Wiegand-Tillman",99.26,"8:38:51",1179308,362521,7138205,26.03,4810853,"transmit",87.90,"firewall",8,"Jayne Smith","Lake Maximilianside",7859988,"Male",90748
"UT","Garden, Automotive & Clothing","10-14-2021",24.03,"AMEX","7227 King Summit","Sleek Plastic Chair",6447253,"haptic","Kshlerin DDS",2.67,"3:44:52",true,287695,5093802,"generating","backing up","back-end","transmitter",63.79,9,"Eliza Williamson","New Clarktown",87.24,"Male",88915
"ND","Music","9-15-2021",64.51,"Cash","89364 Terry Turnpike","Sleek Plastic Chair",false,"interface","Auer V",64.51,"14:32:5","back-end",218562,true,72.10,true,"SMTP",false,true,1,"Kendall Volkman","West Ramona",9.17,"Female",55921
"NH","Toys, Beauty & Clothing","7-3-2021",254.80,"MasterCard","5938 Caterina Cliff","Sleek Plastic Shoes",2.70,65.82,"Armstrong, Strosin and Altenwerth",31.85,"15:44:5",89.27,143094,true,6922188,false,64.10,54.12,false,8,"Jerel Greenfelder","Rohanport",2848066,"Female",96205
"KY","Electronics & Automotive","10-5-2021",737.60,"EWallet","879 Gordon Skyway","Practical Granite Car",true,"program","Kuphal, Spencer and Blanda",73.76,"18:22:27","system",943127,5848078,true,8146166,14.45,77.39,"array",10,"Roxanne Mann","Durganland",false,"Male",50976
"SC","Toys & Computers","7-23-2021",71.29,"MasterCard","59600 Audie Curve","Awesome Steel Car",2740178,6471969,"Lakin, O'Connell and Monahan",71.29,"10:35:22",false,673425,"online",94.98,"firewall",false,6839880,33.41,1,"Chanelle DuBuque","Cordellville","compressing","Male",26490
"NY","Tools","10-9-2021",60.84,"AMEX","8755 Leopoldo Street","Sleek Granite Gloves",82.75,true,"McClure, Block and Franecki",20.28,"3:22:59","circuit",678353,false,18.24,false,false,"card",66.82,3,"Dovie Krajcik","Katharinamouth","JSON","Male",44327
"OH","Beauty & Industrial","8-11-2021",208.00,"Cash","21504 Theron Cove","Small Granite Computer","redundant",66.55,"Lakin, O'Connell and Monahan",41.60,"3:21:48",28.93,934512,88.65,50.98,8672873,false,true,false,5,"Deborah Frami PhD","Jamaalchester",true,"Female",61880
"AL","Industrial, Tools & Home","3-2-2021",210.00,"Cash","683 Bednar Plaza","Gorgeous Plastic Car",35.85,99.08,"McClure, Block and Franecki",70.00,"10:58:16",62.24,951571,11.91,75.06,false,"CSS",true,50.55,3,"Golda Turner","Hillsberg",9484163,"Male",22135
"ID","Garden & Kids","7-9-2021",514.24,"AMEX","993 Nella Gateway","Incredible Plastic Shirt",99.30,"backing up","Armstrong, Strosin and Altenwerth",64.28,"14:51:46","compress",754662,5032254,false,true,"alarm",7.91,"synthesizing",8,"Bobby Medhurst","North Roderick",6.64,"Male",61552
"MI","Books & Games","8-21-2021",75.67,"AMEX","3359 Chanel Circle","Awesome Granite Shirt",1390704,9383821,"Wiegand-Tillman",10.81,"13:9:48",8418821,373259,5096874,"connecting",3487901,true,false,"USB",7,"Miss Cristobal Kunde","Schroederport",63.61,"Male",40685
"MO","Clothing, Jewelery & Grocery","8-3-2021",875.88,"Visa","8678 Labadie Forges","Incredible Wooden Car",3605714,22.26,"Kshlerin DDS",97.32,"0:20:21","input",998555,true,88204,22.15,3673070,74.29,"interface",9,"Norris Leannon I","North Karolann",7511973,"Male",29111
"CO","Outdoors","10-4-2021",252.20,"AMEX","38705 Ines Forges","Rustic Granite Gloves",56.15,true,"Armstrong, Strosin and Altenwerth",25.22,"22:56:53",42.55,691417,true,false,true,false,46.42,5920561,10,"Mrs. Melba Franecki","Lake Salvatoretown","interface","Female",87713
"IL","Electronics, Books & Beauty","7-31-2021",34.66,"EWallet","37204 Ari Junction","Rustic Steel Shoes",4.79,"card","Kuphal, Spencer and Blanda",34.66,"0:43:36",0.56,998126,false,8292979,"FTP",1924132,6412421,7642730,1,"Beverly Kutch","East Evangelineville","backing up","Male",58075
"OH","Games, Outdoors & Sports","10-15-2021",195.84,"EWallet","163 Margarita Skyway","Small Rubber Pants","capacitor","hack","Parisian, Wolff and Gorczany",32.64,"22:20:39",70.60,564231,3793002,13.02,true,true,"online",7.73,6,"Maryjane Kemmer","Port Johnniehaven","JSON","Female",19376
"VT","Grocery","12-3-2020",496.02,"MasterCard","833 Schroeder Lights","Ergonomic Concrete Shoes","interface",4574457,"Wiegand-Tillman",82.67,"2:10:10",7104533,363723,false,false,92.69,1453028,94.46,1851541,6,"Allison Stracke DVM","McLaughlinfort",99.13,"Female",40897
"FL","Baby, Shoes & Toys","7-25-2021",344.76,"Cash","223 Rhett Station","Practical Cotton Shirt",1926863,90.65,"Lakin, O'Connell and Monahan",57.46,"22:22:53","SSL",135454,3147375,"transmitting",2.69,5330623,265904,"multi-byte",6,"Harmony Zulauf","South Mabelleshire",true,"Female",25048
"NV","Music, Sports & Outdoors","10-18-2021",126.45,"AMEX","31028 Ethel Pike","Ergonomic Wooden Shirt","SSL",23.30,"Kuphal, Spencer and Blanda",25.29,"0:59:55",83.04,530080,7297252,95.85,true,1866468,4776621,false,5,"Kade Greenfelder III","North Daren",31.11,"Male",93202
"RI","Shoes","9-11-2021",21.24,"Cash","6557 Hilll Ridges","Intelligent Granite Car",63.52,true,"McClure, Block and Franecki",5.31,"13:19:34",97.56,452785,21.41,false,true,99.37,38.57,"alarm",4,"Madie Fritsch","Frederickfort",4010462,"Male",55241
"AZ","Garden & Computers","9-28-2021",262.75,"AMEX","3959 Prohaska Burg","Small Granite Gloves","bus","SDD","Larkin-McClure",52.55,"18:27:19",46.31,990366,5649197,5040736,"SCSI",80.10,"circuit",6765805,5,"Miss Rory Bailey","East Groverchester","compress","Female",36273
"PA","Electronics & Outdoors","9-24-2021",38.52,"Visa","5385 Botsford Land","Sleek Concrete Hat",77.88,"circuit","Kuphal, Spencer and Blanda",12.84,"20:32:10",true,991223,7672970,true,53.04,6043410,75.13,25.57,3,"Bryana Bartell","New Brandtview",false,"Male",34866
"NJ","Tools","10-19-2021",269.70,"Visa","1367 Keaton Dam","Small Plastic Gloves",93.96,false,"McClure, Block and Franecki",44.95,"5:26:54",false,227552,3.98,66.76,26.57,88.85,1218433,false,6,"Mrs. Dasia Yundt","North Brianburgh",7067518,"Female",28104
"NJ","Tools & Garden","10-2-2021",405.90,"AMEX","1335 Reichel Ville","Incredible Concrete Hat",97.41,60.48,"Auer V",81.18,"5:56:37",false,945783,4872433,false,4008115,"alarm",true,"generate",5,"Jennings Johns","East Scot",9293690,"Female",75239
"UT","Clothing & Beauty","10-16-2021",279.27,"EWallet","7524 Marianne Turnpike","Incredible Wooden Table",91.27,"reboot","Kshlerin DDS",31.03,"8:56:42",true,546795,"connect",5795974,8510267,731984,"microchip","overriding",9,"Kristoffer Homenick","Ullrichland",5809221,"Male",30980
"GA","Beauty","10-14-2021",244.20,"Visa","476 Aliza Flat","Gorgeous Granite Car","neural",true,"Parisian, Wolff and Gorczany",61.05,"5:37:16","open-source",776443,"parse",6.37,"primary","system",8722244,15.04,4,"Howard Conn","Gregoriafort",false,"Female",15155
"CA","Kids, Books & Outdoors","10-23-2021",29.60,"AMEX","792 Elmira Junctions","Gorgeous Cotton Pants",true,false,"Wiegand-Tillman",5.92,"11:50:14","matrix",635574,2901679,true,true,false,false,false,5,"Dr. Gerardo Reilly","New Connieburgh",71.87,"Male",22317
"NV","Sports, Garden & Home","3-21-2021",383.92,"Visa","989 VonRueden Spring","Sleek Steel Shirt",false,20.65,"Wiegand-Tillman",95.98,"21:39:37",false,533414,39.22,3300248,3386865,1649761,true,"SDD",4,"Magali Larkin","Fritschberg",false,"Female",97550
"OK","Toys, Grocery & Kids","6-2-2021",74.56,"Visa","9494 Homenick Stravenue","Gorgeous Wooden Shirt",false,"transmitting","Wiegand-Tillman",74.56,"19:57:33",3134075,297802,"system",7767809,8235987,49.05,1282042,1674820,1,"Sherman Harris","Uptonbury",21.47,"Male",82897
"TX","Toys & Grocery","7-30-2021",145.08,"AMEX","4844 Mario Meadow","Gorgeous Steel Chair","compress","SQL","McClure, Block and Franecki",48.36,"5:57:45",6.09,634542,8746382,3922422,true,1614357,58.44,8087730,3,"Lilyan Prosacco","East Jaydon",57.53,"Female",53496
"IL","Grocery & Jewelery","8-2-2021",23.80,"Cash","254 Greenfelder Centers","Awesome Granite Shoes","digital",true,"Parisian, Wolff and Gorczany",23.80,"11:24:18",true,911164,56.18,false,true,28.93,91.88,"1080p",1,"Elliott Rice","Sisterside",6740139,"Male",55958
"MS","Tools, Jewelery & Baby","10-8-2021",68.79,"Cash","7928 Betty Flats","Gorgeous Granite Shirt",37.80,99.76,"Larkin-McClure",68.79,"9:23:51",false,413266,86.17,73.09,36.23,98.81,false,156735,1,"Mr. Dina Ratke","Sabrynatown",false,"Female",93793
"NE","Industrial, Health & Toys","10-9-2021",232.92,"Cash","9730 Blick Avenue","Fantastic Granite Shirt",false,59.70,"Parisian, Wolff and Gorczany",38.82,"3:27:6",true,648357,695030,true,false,false,"GB",189808,6,"Elouise Dickinson Jr.","Kuhicfurt","auxiliary","Female",85691
"CT","Beauty","8-22-2021",685.20,"AMEX","298 Iva Brooks","Gorgeous Concrete Car",3113579,"open-source","Wiegand-Tillman",85.65,"17:37:2","feed",303033,true,"back up","system",42.31,7934962,"port",8,"Jerald Kunze","Grahamstad",false,"Male",99445
"LA","Garden, Kids & Toys","7-23-2021",649.25,"MasterCard","7488 Franecki Fords","Ergonomic Concrete Gloves","system",12.96,"Wiegand-Tillman",92.75,"10:43:12",7316035,488504,"copying",62.47,"parse",false,47.70,false,7,"Ayla Ledner","Jeannefurt",66.48,"Female",72426
"MO","Clothing & Health","4-16-2021",210.76,"AMEX","337 Johnathon Trace","Intelligent Granite Computer",52.32,15.26,"Auer V",52.69,"19:28:37",78.33,590101,27.99,true,false,false,false,false,4,"Dr. Gennaro Kovacek","Port Patsy","HDD","Male",83912
"LA","Jewelery","10-4-2021",728.08,"Cash","318 Pouros Rest","Rustic Rubber Table",2650677,8428447,"Parisian, Wolff and Gorczany",91.01,"19:23:37","JSON",269365,false,false,1833226,"parsing","programming",86.77,8,"Mr. Pierre Olson","Rosalynmouth","transmit","Female",38875
"NE","Baby","10-7-2021",258.64,"Visa","593 Batz Haven","Incredible Cotton Chair",62.24,8685621,"Auer V",32.33,"14:9:23",2703376,505890,2443012,4661993,4546989,6631546,"cross-platform",73.91,8,"Julia Miller","Connshire",8059780,"Female",45422
"MT","Automotive & Beauty","10-10-2021",70.71,"MasterCard","18071 Russel Glen","Sleek Steel Shirt","wireless",8176022,"Considine PhD",23.57,"4:45:43","sensor",907850,1513402,1236693,21.18,"bandwidth",784577,3370316,3,"Alycia Harris","New Jeffereyton",6.49,"Female",37001
"HI","Movies, Baby & Automotive","10-11-2021",80.68,"Visa","55041 Batz Path","Rustic Concrete Shoes",true,"index","Wiegand-Tillman",80.68,"11:36:54","hard drive",121011,false,true,5061863,true,true,30.12,1,"Pearl Jacobson","Ornburgh",false,"Male",69505
"FL","Music, Outdoors & Jewelery","6-29-2021",359.56,"Cash","42172 Kautzer Ridges","Rustic Granite Computer",52.23,2.23,"Parisian, Wolff and Gorczany",89.89,"17:47:35",62.63,162975,false,true,2402877,false,false,"index",4,"Dr. Tamara Connelly","Cristburgh",7179466,"Female",56966
"AK","Beauty","6-8-2021",240.87,"AMEX","5774 Adams Burg","Fantastic Plastic Hat",false,1743842,"Parisian, Wolff and Gorczany",80.29,"5:37:30",25.70,558339,true,224227,3637390,"synthesize",7772825,2769661,3,"Randall Rosenbaum DDS","Lake Eli","pixel","Female",15027
"LA","Games, Industrial & Beauty","7-20-2021",705.51,"EWallet","179 Flavio Squares","Intelligent Granite Computer",true,3240653,"Kuphal, Spencer and Blanda",78.39,"8:54:13",true,508637,"HTTP",3971696,3967365,"driver",0.44,false,9,"Jonathon Effertz","Victoriaville",4744457,"Female",34017
"NE","Beauty","2-20-2021",480.78,"MasterCard","684 Matilda Shoal","Fantastic Granite Gloves","bypass","alarm","Wiegand-Tillman",53.42,"22:35:9",95.44,179350,false,"bandwidth",true,3100379,2678922,84.21,9,"Leopold Champlin","Jacobiborough",46.49,"Female",80600
"TN","Garden & Automotive","5-27-2021",123.30,"EWallet","9101 Camren Camp","Practical Concrete Chair",false,19.52,"Armstrong, Strosin and Altenwerth",24.66,"6:4:42",54.89,595162,false,true,true,false,true,false,5,"Shaun Marquardt","Lake Aleenfurt","parse","Female",76038
"MA","Industrial","5-27-2021",176.12,"MasterCard","8997 Kihn Groves","Sleek Plastic Car",19.64,7742155,"Armstrong, Strosin and Altenwerth",88.06,"11:3:56",false,706877,4.46,true,true,true,70.67,"connecting",2,"Dr. Shaylee Towne","Port Asiaview",4112944,"Male",59584
"TN","Movies, Beauty & Health","7-25-2021",657.51,"Cash","90130 McCullough Avenue","Intelligent Concrete Shirt",false,2811131,"Armstrong, Strosin and Altenwerth",93.93,"14:56:5",false,564405,"microchip","compress","hacking",41.18,6730661,"synthesizing",7,"Lafayette Prosacco","East Jayson",89.83,"Female",96931
"IL","Outdoors, Grocery & Clothing","9-11-2021",778.05,"MasterCard","130 Wilkinson Crest","Small Rubber Shirt",2448661,"compressing","Parisian, Wolff and Gorczany",86.45,"2:23:6",6364584,341137,88.84,38.33,8857349,63.95,51.14,"AGP",9,"Albertha Wolff IV","West Fanny","solid state","Male",64224
"LA","Industrial","8-17-2021",369.72,"Visa","2454 O'Keefe Extension","Practical Concrete Hat",false,"compress","Lakin, O'Connell and Monahan",61.62,"2:13:15",true,470791,false,5.47,95.50,58.49,20.44,8397037,6,"Dahlia Mraz MD","Zackerymouth",false,"Female",55577
"UT","Books & Clothing","8-4-2021",61.95,"Cash","56029 Hermann Unions","Intelligent Rubber Car",92.84,false,"Kshlerin DDS",12.39,"17:43:23",true,196498,1680972,true,true,41.27,true,67.37,5,"Wiley Denesik","D'Amorechester","copy","Female",23870
"NJ","Music","10-20-2021",165.50,"EWallet","67591 Stehr Spring","Awesome Concrete Pants",true,48.86,"Larkin-McClure",33.10,"1:27:48",99.15,420692,7482196,"IB",87.27,"connect",3931379,3775275,5,"Arvid Howell","North Peggie",1314336,"Female",11155
"UT","Industrial","10-23-2021",157.50,"Cash","6257 Miracle Plains","Small Rubber Gloves",true,"connecting","Auer V",78.75,"17:57:27",5828446,660554,2.91,"PCI",3957870,79.05,7637974,"compressing",2,"Myriam Anderson","Fordshire","JSON","Male",62434
"FL","Books","9-11-2021",828.45,"Cash","609 Kristy Mountains","Small Cotton Shoes",true,"HDD","Considine PhD",92.05,"23:53:42",63.78,401334,false,false,76.01,39.38,90.02,52.47,9,"Gabriella Conn","Port Allene",7629428,"Male",79072
"WI","Home, Computers & Outdoors","8-2-2021",91.14,"MasterCard","4724 Claudie Locks","Small Granite Shoes",98.35,60.89,"Considine PhD",91.14,"21:4:57",false,638629,true,36.78,96.96,59.81,49.59,11.95,1,"Irving Kassulke Sr.","Hamillview",true,"Female",91937
"SC","Tools","6-28-2021",129.60,"EWallet","166 Daniel Meadow","Awesome Concrete Table","bandwidth",4377543,"Lakin, O'Connell and Monahan",14.40,"18:36:45",false,575660,80.43,"IB","bypass",29.11,true,3365082,9,"Ms. Eduardo Braun","Halvorsonberg",5193776,"Male",29060
"AK","Automotive","10-8-2021",119.05,"Cash","1150 Hauck Shore","Rustic Wooden Car",true,6677,"Kuphal, Spencer and Blanda",23.81,"23:41:21","neural",265865,"synthesize","wireless",36.04,"wireless",6787754,8706291,5,"Carolyn Kuhn","Nathanialfort",9280246,"Female",26566
"AK","Grocery","7-31-2021",591.20,"Visa","751 Wolff Ford","Ergonomic Granite Hat","SMTP",20.87,"Kuphal, Spencer and Blanda",59.12,"2:23:43","quantify",916671,16.78,6.71,"multi-byte","panel",true,3753955,10,"Nick Rohan","Port Tonyborough",6986734,"Male",61902
"IL","Electronics","11-26-2020",177.87,"AMEX","222 Sipes Forest","Practical Wooden Gloves",91.47,false,"Armstrong, Strosin and Altenwerth",25.41,"21:9:11",false,930178,67.81,27.54,89.50,7339398,true,true,7,"Edgardo Flatley","East Axel",false,"Male",26077
"NH","Toys, Sports & Games","9-11-2021",39.00,"MasterCard","8549 Duncan Cliffs","Rustic Concrete Car",51.32,true,"Kshlerin DDS",9.75,"8:46:2",false,594806,0.33,50.81,40.09,true,false,false,4,"Lucio Kub","West Orlandburgh",8413343,"Female",64109
"NE","Clothing & Home","10-9-2021",665.42,"EWallet","89167 Waelchi Key","Incredible Steel Car",2368434,true,"Larkin-McClure",95.06,"4:38:14",4535532,860873,"backing up","SCSI",8875638,"circuit",25.52,2832690,7,"Nicklaus Hills PhD","Jadonmouth",4289995,"Male",94642
"MS","Outdoors, Shoes & Computers","10-5-2021",469.04,"Visa","19458 Prosacco Glen","Practical Plastic Computer","bus",1146838,"McClure, Block and Franecki",58.63,"21:14:6",true,239285,"feed",true,60.25,"AI",73.34,false,8,"Mrs. Rickey Weissnat","Leonoramouth",1076915,"Male",52393
"WA","Health & Garden","4-22-2021",856.98,"EWallet","3005 Turner Pines","Rustic Concrete Gloves",true,88.16,"Wiegand-Tillman",95.22,"5:59:22",9288032,206937,"bypass",36.82,false,false,49.44,48.34,9,"Enrico Cremin","South Daynaland",3512198,"Female",78612
"NM","Games","9-11-2021",32.52,"EWallet","88135 Barrows Common","Practical Granite Gloves",21.47,true,"Kshlerin DDS",5.42,"12:9:2",false,167789,97.57,57.74,20.03,82.57,5411025,false,6,"Chase Torphy","Schmelerfurt",7988130,"Male",94797
"IL","Grocery & Toys","6-16-2021",418.38,"Visa","737 Moses Fields","Awesome Plastic Shoes",1621751,4.50,"Considine PhD",69.73,"23:46:46","programming",154870,3.19,2874811,false,"open-source",true,"XML",6,"Corene Kassulke","Howellview","XSS","Female",62806
"MD","Health, Clothing & Music","3-10-2021",128.46,"EWallet","6664 Little Crossroad","Sleek Concrete Table","CSS","compress","Lakin, O'Connell and Monahan",42.82,"2:25:51","EXE",140566,"back up","EXE",76.64,"SAS",89.84,"backing up",3,"Armani Rempel","Abdieltown",4745615,"Female",10979
"NC","Home & Baby","6-2-2021",387.92,"EWallet","584 Weimann Wall","Sleek Steel Chair",false,1549503,"Kshlerin DDS",96.98,"19:8:45",620920,736549,3814392,292745,33.13,"input",true,true,4,"Mrs. Clint Cole","Zboncakview","bypass","Female",83552
"OH","Tools","7-27-2021",55.80,"AMEX","128 Herzog Extensions","Gorgeous Concrete Shoes","parsing",false,"Kuphal, Spencer and Blanda",55.80,"0:9:20",53.26,524022,false,66.87,true,true,79.69,true,1,"Walker Leuschke","Frederickshire",65.80,"Female",21723
"PA","Toys & Games","11-10-2020",55.20,"Cash","78628 Schuster Forge","Sleek Concrete Car",true,true,"Auer V",11.04,"5:48:56",false,859975,false,false,1344314,40.28,"override",38.61,5,"Mekhi Maggio","New Cloyd",true,"Female",63232
"MT","Clothing","10-17-2021",564.50,"Visa","5658 Homenick Land","Rustic Granite Chair",false,true,"Kuphal, Spencer and Blanda",56.45,"0:8:5",false,537314,87.68,6130746,6125376,"CSS",true,7826066,10,"Kaitlyn Nolan","Ankundingbury",8223978,"Male",38546
"SC","Garden, Beauty & Grocery","8-20-2021",90.24,"AMEX","59813 Parisian Port","Ergonomic Rubber Chair",8488667,7150369,"Kshlerin DDS",90.24,"12:2:47",875426,861078,355795,"synthesizing",33.34,7022257,7300997,true,1,"Ms. Vern Moen","Jacquesfurt","overriding","Female",44256
"AR","Toys & Automotive","9-23-2021",78.78,"EWallet","690 Reynolds Island","Small Steel Computer",95.52,57.90,"Wiegand-Tillman",26.26,"19:8:47",20.76,879411,942779,30.45,true,1068475,5926681,69.65,3,"Rylan Prosacco","Bayerburgh",32.41,"Female",15417
"WV","Home","10-1-2021",291.24,"Cash","725 Krajcik Overpass","Awesome Granite Shoes",4014368,78.73,"Armstrong, Strosin and Altenwerth",48.54,"13:27:23","sensor",766794,77.46,27.49,17.13,76.99,39.72,2.18,6,"Jovany Wiegand","North Berneiceport",true,"Female",47596
"CO","Beauty & Books","7-2-2021",27.36,"Visa","28243 Celine Union","Fantastic Granite Table",51.75,true,"Considine PhD",13.68,"2:44:51",true,718543,true,2234946,true,"SMS",true,62.41,2,"Angelica Will","Port Eliezer","quantifying","Male",24352
"AZ","Electronics, Baby & Beauty","8-19-2021",870.75,"AMEX","224 Johnson Keys","Incredible Steel Chair","bypassing","programming","Auer V",96.75,"4:27:13",98.26,901969,"back up","back up",6757122,5207237,1783819,3291484,9,"Jeremy Bogan","New Kaelyn",9384614,"Female",87546
"AK","Shoes & Clothing","8-7-2021",145.80,"MasterCard","6850 Emmerich Points","Incredible Steel Car","wireless",67.52,"Kuphal, Spencer and Blanda",14.58,"5:37:53","RAM",398196,53.69,6104891,"hack",1966337,true,"copy",10,"Marta McDermott V","Sarahside","firewall","Female",46807
"SC","Music, Baby & Toys","7-20-2021",277.76,"EWallet","9726 Agustina Lake","Intelligent Cotton Pants",2.20,true,"McClure, Block and Franecki",34.72,"3:45:26","online",766000,9010605,10.58,845714,false,13.04,false,8,"Mrs. Alexander Ziemann","New Justina",11.86,"Female",84313
