hard drive,sensor,Department,ProductPrice,Gender,Date,Time,City,PaymentType,Total,microchip,Address,Store,InvoiceId,hard drive,PostalCode,port,Quantity,State,Product,CustomerName,port
true,false,"Toys & Tools",30.46,"Male","9-12-2021","8:50:49","New Coltport","AMEX",243.68,false,"3961 Nikko Keys","McClure, Block and Franecki",288562,true,47279,"application",8,"WI","Ergonomic Cotton Table","Simone Bartoletti","program"
5220147,92.72,"Computers & Games",31.65,"Female","7-4-2021","14:32:5","Schneiderland","Cash",316.50,3990588,"60423 Rice Haven","Armstrong, Strosin and Altenwerth",999586,2061147,63257,false,10,"NC","Gorgeous Cotton Gloves","Delphia Cruickshank",true
91.32,51.39,"Grocery, Tools & Books",70.34,"Female","8-13-2021","16:14:58","Tianafurt","Cash",492.38,9347994,"99657 Oberbrunner Junction","Wiegand-Tillman",289823,46.84,64642,7.21,7,"NE","Fantastic Rubber Gloves","Victoria Green",42.38
22.19,true,"Movies",61.65,"Male","5-23-2021","23:16:19","Hansport","AMEX",308.25,"overriding","5901 Treutel Valleys","McClure, Block and Franecki",982308,78.07,27241,false,5,"NC","Practical Cotton Gloves","Linwood Wuckert PhD",true
true,4697264,"Health & Sports",51.76,"Female","10-4-2021","0:41:30","Wisozktown","MasterCard",310.56,true,"763 Wilfred Pass","Considine PhD",296327,true,73870,4424195,6,"MD","Ergonomic Granite Shirt","Winona Nikolaus",2448687
656227,"calculating","Industrial, Jewelery & Kids",28.75,"Female","9-29-2021","20:13:12","West Cassiefort","Visa",230.00,50.23,"470 Arne Track","Armstrong, Strosin and Altenwerth",400565,3731790,48508,"wireless",8,"CO","Sleek Rubber Computer","Tianna Hauck DDS","reboot"
"multi-byte",48.46,"Grocery",71.47,"Male","6-27-2021","22:39:43","South Anita","AMEX",500.29,8310567,"8337 Johnson Motorway","Kuphal, Spencer and Blanda",119905,"back up",61799,"RSS",7,"IN","Gorgeous Concrete Chair","Miss Joshuah Kub","indexing"
false,56.87,"Books & Automotive",86.77,"Male","11-24-2020","7:29:41","Jaquelinside","Visa",867.70,"TCP","786 Bartell Grove","Larkin-McClure",963363,false,69585,"calculating",10,"IA","Gorgeous Granite Computer","Ludie Strosin","sensor"
5220723,true,"Garden",29.01,"Male","5-12-2021","4:32:41","Fisherberg","MasterCard",58.02,true,"5939 Waelchi Corners","Armstrong, Strosin and Altenwerth",940861,8187320,39510,true,2,"UT","Fantastic Steel Shirt","Wilhelm Towne DDS",false
92.79,"interface","Automotive",41.95,"Female","10-21-2021","5:25:46","Kautzerbury","AMEX",209.75,7197362,"137 Jon Prairie","Considine PhD",243560,22.46,18206,true,5,"CO","Fantastic Plastic Hat","Eulah Stark DVM",false
7143841,"JSON","Shoes & Tools",23.44,"Male","7-29-2021","22:2:15","Trantowland","AMEX",46.88,"panel","68440 Shanon Mill","Auer V",265022,5856716,21706,"neural",2,"PA","Sleek Steel Pants","Marcos Hoppe","compress"
25.84,3645780,"Jewelery",52.81,"Male","9-19-2021","11:8:55","Adamsborough","Cash",475.29,"FTP","5167 Stacey Island","Lakin, O'Connell and Monahan",777548,54.43,92557,"quantifying",9,"TN","Ergonomic Steel Gloves","Giles Gusikowski","backing up"
25.60,6833124,"Baby",87.15,"Female","10-28-2020","18:35:50","Stiedemannstad","Visa",784.35,3487502,"2041 Adell Coves","Auer V",873616,81.55,66448,4815765,9,"CO","Awesome Cotton Table","Wilburn Streich",3178673
93.78,false,"Music, Outdoors & Clothing",9.83,"Female","6-30-2021","17:26:33","West Jarod","MasterCard",68.81,26.22,"18653 Jacobson Drive","Parisian, Wolff and Gorczany",964559,59.04,28068,"GB",7,"MN","Incredible Plastic Computer","Leanna Gleichner","transmitting"
true,"generate","Sports & Electronics",38.07,"Male","9-3-2021","0:46:24","Port Ronhaven","Visa",114.21,false,"527 Kenyon Tunnel","Wiegand-Tillman",572930,true,21759,16.47,3,"NY","Rustic Plastic Shoes","Seamus Swaniawski",39.52
true,2092596,"Shoes, Automotive & Computers",50.10,"Female","1-6-2021","19:19:43","New Devin","MasterCard",350.70,false,"954 Orn Glen","Considine PhD",543017,true,16824,8524504,7,"WA","Sleek Steel Hat","Miss Mathilde Runolfsson",5478311
47.25,"RAM","Outdoors & Baby",4.20,"Female","9-16-2021","5:38:49","Port Lysanne","Visa",42.00,79.68,"4189 Nicole Hollow","Kshlerin DDS",771195,3.12,87168,39.10,10,"NC","Incredible Cotton Pants","Jeffry Hyatt",62.53
87.75,50.90,"Computers",59.03,"Male","8-18-2021","1:57:42","West Aaliyahstad","Cash",118.06,20.17,"4291 Gunnar Creek","Kshlerin DDS",760763,43.81,25379,6.38,2,"ID","Small Plastic Gloves","Miss Myrna Romaguera",3.23
5694898,2025351,"Automotive",86.73,"Male","7-8-2021","7:37:32","Devanborough","AMEX",433.65,2754545,"12619 Cruickshank Fort","Kuphal, Spencer and Blanda",835145,280821,67735,"connecting",5,"ID","Awesome Rubber Shirt","Amari Stokes","feed"
20.90,2726946,"Kids, Shoes & Games",53.16,"Male","3-23-2021","8:55:9","West Gladyce","MasterCard",318.96,6164496,"56195 Henderson Causeway","McClure, Block and Franecki",110548,76.00,35729,36.40,6,"NV","Practical Steel Gloves","Arnaldo Conn",35.59
85.07,"transmitting","Books & Toys",65.20,"Female","6-10-2021","23:37:58","South Marisatown","MasterCard",456.40,7461215,"5161 Beatrice Way","Lakin, O'Connell and Monahan",655973,53.07,39486,true,7,"SC","Incredible Plastic Table","Gayle Schuppe",false
false,51.89,"Tools & Toys",80.46,"Female","8-23-2021","13:36:13","Wuckertburgh","EWallet",402.30,false,"33291 Johnson Forge","Parisian, Wolff and Gorczany",894524,true,44547,7.78,5,"DE","Gorgeous Granite Table","Anne Bergnaum",31.20
84.20,20.15,"Games, Grocery & Music",96.46,"Male","10-12-2021","5:18:5","South Derek","Visa",96.46,false,"15501 Elaina Gardens","Larkin-McClure",266503,40.11,62654,2.44,1,"ND","Fantastic Concrete Gloves","Keven Jacobs",98.55
14.66,true,"Electronics & Games",17.18,"Female","6-20-2021","21:25:17","Kilbackmouth","Cash",103.08,7.88,"65827 Grant Groves","Auer V",109793,70.96,21153,true,6,"NV","Fantastic Plastic Computer","Mrs. Melissa Douglas",true
547434,95.61,"Beauty",7.26,"Female","9-8-2021","15:47:35","Aufderharborough","AMEX",21.78,"interface","24100 Katarina Highway","Parisian, Wolff and Gorczany",689324,8105213,46251,"compressing",3,"IL","Awesome Wooden Shoes","Terry Feest","solid state"
true,"synthesizing","Tools",86.90,"Male","12-3-2020","4:7:8","Port Citlalli","AMEX",782.10,422461,"860 Jaskolski Landing","Wiegand-Tillman",423398,true,43422,true,9,"PA","Small Concrete Shoes","Elfrieda Marquardt Sr.",false
true,"USB","Movies",77.42,"Female","9-20-2021","5:45:42","Riceside","Cash",464.52,false,"95187 Kendra Parks","Considine PhD",862927,true,21664,true,6,"AK","Practical Cotton Table","Everardo Osinski V",true
false,false,"Games & Outdoors",24.61,"Female","10-13-2021","3:3:49","Port Humbertoshire","Visa",73.83,58.20,"15655 Bogisich Greens","Armstrong, Strosin and Altenwerth",492130,true,45240,true,3,"AL","Fantastic Steel Chair","Ali D'Amore",false
"transmitter",8625756,"Computers, Jewelery & Health",43.35,"Male","6-13-2021","22:18:12","Reichelchester","Cash",130.05,69.37,"6609 Jones Mountains","Kuphal, Spencer and Blanda",496004,"haptic",24097,false,3,"KY","Awesome Wooden Shirt","Heber Kunze",false
true,4.35,"Books",16.00,"Male","9-3-2021","0:2:5","Freedatown","AMEX",112.00,false,"7821 Will Passage","Larkin-McClure",373320,false,73317,86.64,7,"MI","Fantastic Rubber Car","Dominique Hickle V",23.02
22.75,true,"Sports",66.50,"Male","6-30-2021","17:30:19","Destinyside","Cash",266.00,"firewall","817 Hickle Forges","Auer V",905210,18.48,90761,6399013,4,"MT","Sleek Wooden Hat","Delia Rohan",5242925
7423938,"auxiliary","Toys & Games",20.15,"Female","7-16-2021","11:53:24","East Erin","MasterCard",100.75,6830109,"9827 Jerrell Views","Kshlerin DDS",193553,1148099,65085,"wireless",5,"TN","Awesome Granite Car","Geovanny Gottlieb","navigate"
8472898,930941,"Grocery, Beauty & Computers",43.59,"Female","10-4-2021","6:48:33","Lake Gladyceburgh","EWallet",305.13,5318787,"77869 Kiehn Groves","Larkin-McClure",176105,6194180,86333,"auxiliary",7,"KS","Ergonomic Granite Computer","Mrs. Domenic Oberbrunner","COM"
96.42,"XSS","Industrial, Health & Beauty",26.94,"Female","9-19-2021","23:56:20","Eraborough","Visa",80.82,28.81,"245 Boyd Radial","Auer V",454685,91.19,50203,3395182,3,"VA","Incredible Plastic Computer","Clarabelle MacGyver",2119122
"driver",5601256,"Tools",20.38,"Female","6-25-2021","1:53:30","Lake Lorenshire","Cash",20.38,true,"48495 Edgar Glen","McClure, Block and Franecki",890491,"1080p",14401,false,1,"CA","Rustic Plastic Hat","Kellen Littel",true
false,2.16,"Computers, Kids & Movies",48.59,"Male","7-2-2021","2:42:50","New Rebecamouth","MasterCard",48.59,74.53,"59094 Cartwright Rest","Considine PhD",356042,true,10011,96.74,1,"NM","Incredible Wooden Car","Sebastian Klocko",20.97
true,false,"Clothing",65.48,"Male","8-11-2021","11:50:32","Langmouth","Cash",65.48,59.41,"8878 Rippin Way","Larkin-McClure",352866,true,78970,true,1,"NJ","Gorgeous Granite Gloves","Miss Frederique Quigley",true
24.25,9190484,"Health, Home & Garden",13.87,"Male","10-17-2021","6:20:23","North Rod","EWallet",83.22,1022232,"35237 Krajcik Glen","Kuphal, Spencer and Blanda",349938,79.93,66506,true,6,"AZ","Rustic Steel Car","Maryam Kautzer V",false
7656945,"feed","Electronics",98.71,"Male","10-21-2021","1:59:59","Alexanneburgh","EWallet",987.10,21.23,"434 Koss Drives","Lakin, O'Connell and Monahan",932314,4282431,71241,"quantify",10,"MO","Small Granite Hat","Unique Pollich DVM","XSS"
8.34,70.50,"Garden & Industrial",55.86,"Male","9-29-2021","13:50:41","Bartonport","Visa",558.60,6219943,"67294 Mayer Plaza","Larkin-McClure",824002,90.42,79617,"circuit",10,"VA","Gorgeous Cotton Car","Deron Marks","hack"
true,29.14,"Baby",92.37,"Female","6-30-2021","7:41:41","North Anastasia","MasterCard",369.48,97.81,"7380 Hilpert Viaduct","McClure, Block and Franecki",383827,true,18543,84.25,4,"RI","Small Cotton Car","Ray Bayer",47.79
23.85,13.90,"Jewelery, Movies & Toys",14.48,"Male","10-12-2021","13:54:48","Emardmouth","Cash",72.40,true,"229 Kub Land","Considine PhD",891504,6.16,90911,true,5,"PA","Ergonomic Steel Car","Floyd McKenzie",false
"digital","copy","Automotive & Games",13.50,"Female","9-30-2021","5:22:36","Leraland","MasterCard",67.50,false,"3457 Blanda Oval","Lakin, O'Connell and Monahan",335680,"optical",91671,"JSON",5,"NH","Intelligent Rubber Shirt","Mr. Kariane Blanda","digital"
40.57,false,"Electronics, Music & Sports",6.95,"Male","5-13-2021","0:5:53","West Hubertmouth","AMEX",48.65,8.57,"472 Weimann Track","Kshlerin DDS",557309,77.66,34344,1.50,7,"MS","Intelligent Plastic Hat","Amina Douglas",71.06
6325625,99.91,"Grocery",41.69,"Female","7-2-2021","7:24:57","Generalmouth","Visa",83.38,"programming","5004 Lesch Point","McClure, Block and Franecki",395904,7132728,90115,"digital",2,"VA","Small Rubber Computer","Sim Brekke","compressing"
9350728,"connecting","Music & Electronics",9.36,"Female","6-17-2021","15:3:15","Emmahaven","EWallet",74.88,14.24,"84025 Haylee Manors","Armstrong, Strosin and Altenwerth",443654,3420985,41855,"driver",8,"KY","Ergonomic Wooden Table","Selmer Heidenreich","neural"
51.75,"multi-byte","Home, Industrial & Grocery",95.10,"Female","10-2-2021","3:8:54","Port Loganstad","MasterCard",760.80,1251685,"62962 Crystal Ridge","Larkin-McClure",595210,20.79,88679,"AGP",8,"MS","Gorgeous Rubber Gloves","Harmony Cormier","monitor"
"hard drive",3220241,"Baby & Beauty",67.92,"Male","3-20-2021","17:45:8","Laneybury","Visa",407.52,false,"5297 Lucinda Tunnel","Armstrong, Strosin and Altenwerth",364237,"copying",22568,true,6,"FL","Incredible Granite Gloves","Domenica Boyer",true
true,54.06,"Tools",91.30,"Male","10-4-2021","22:33:11","O'Connerfort","Visa",365.20,1.82,"56430 Hirthe Mission","McClure, Block and Franecki",130407,true,76185,"overriding",4,"OR","Rustic Rubber Gloves","Berneice Davis","monitor"
false,7567024,"Games",6.73,"Female","10-21-2021","9:58:40","North Letitiaville","Cash",26.92,5087822,"9054 Nora Flats","Kshlerin DDS",641130,false,37321,7935235,4,"VT","Fantastic Granite Gloves","Ms. Nels Bergstrom",9297875
19.70,"AI","Industrial & Automotive",1.47,"Female","9-11-2021","11:55:24","East Jamelberg","AMEX",10.29,6568208,"2167 Wendell Track","Kshlerin DDS",615626,1.92,55881,"generate",7,"NY","Ergonomic Steel Car","Miss Vena Hammes","USB"
9312787,44.17,"Beauty & Industrial",12.29,"Female","10-24-2021","1:29:30","Maudieton","MasterCard",36.87,1878101,"381 Alanis Port","Auer V",139543,8923117,47539,true,3,"DE","Small Cotton Shoes","Alejandrin Jacobi",true
true,true,"Electronics & Garden",97.56,"Male","6-1-2021","9:38:26","Hahnborough","Visa",780.48,true,"3256 Stoltenberg Mountain","Kshlerin DDS",797452,false,13659,false,8,"IL","Intelligent Wooden Shirt","Elmore Gottlieb",false
9.09,"hacking","Kids, Toys & Home",21.63,"Female","10-5-2021","7:25:38","North Evie","Cash",86.52,"SMS","2277 Schuster Shoal","Armstrong, Strosin and Altenwerth",826939,28.12,51036,4983322,4,"IN","Fantastic Plastic Shoes","Abbigail Stoltenberg",6646088
194205,"SMTP","Clothing",95.52,"Male","9-5-2021","0:21:55","Hettingerfurt","Visa",477.60,42.81,"56601 Jacques Locks","Larkin-McClure",736413,4217424,54228,"port",5,"NH","Rustic Plastic Shirt","Reyna Schuppe","SSL"
false,false,"Beauty",8.84,"Male","9-3-2021","5:18:4","New Aurelie","EWallet",26.52,7393435,"3422 Lily Rue","Wiegand-Tillman",651364,false,11318,86.87,3,"DE","Intelligent Plastic Chair","Elda Wyman",9.54
true,24.90,"Beauty & Industrial",34.74,"Female","10-3-2021","5:10:9","Weberport","AMEX",138.96,94.99,"39669 Cummerata Prairie","Armstrong, Strosin and Altenwerth",603629,false,87253,8.07,4,"HI","Small Steel Car","Jesse Rosenbaum",43.65
20.30,83.27,"Games & Sports",23.03,"Male","10-22-2021","6:30:20","West Clarkbury","EWallet",69.09,false,"748 Conrad Forest","Wiegand-Tillman",982479,42.07,28342,true,3,"IA","Small Cotton Car","Francisca Moore",true
true,true,"Home & Grocery",92.04,"Female","8-7-2021","23:11:34","Lake Damaris","AMEX",644.28,false,"12585 Prosacco Path","Auer V",885795,true,25724,90.20,7,"HI","Gorgeous Plastic Car","Jerrell Effertz II",13.23
9404209,92.17,"Baby",65.08,"Female","9-5-2021","16:14:36","Luzbury","EWallet",520.64,"compressing","7156 Thompson Meadow","Wiegand-Tillman",570315,3610168,46282,true,8,"SD","Fantastic Concrete Shoes","Dena Ledner",false
5871637,true,"Electronics",29.36,"Female","10-21-2021","10:42:30","Laneyview","AMEX",205.52,true,"5936 Mertz Freeway","Parisian, Wolff and Gorczany",497669,1270596,58394,59.79,7,"RI","Gorgeous Concrete Shirt","Mrs. Guiseppe Bashirian",95.53
"SSL",5667751,"Games",24.85,"Male","9-6-2021","23:25:25","Lukasshire","Cash",173.95,"cross-platform","3178 Abelardo Via","Auer V",182211,"connect",89133,6532818,7,"ME","Small Rubber Computer","Minerva Spinka IV",283715
"navigating",19.53,"Movies & Shoes",52.20,"Female","8-18-2021","16:22:54","South Malachifort","AMEX",261.00,7128947,"67966 Salvatore Prairie","Larkin-McClure",136194,"connecting",83614,14.90,5,"OH","Awesome Granite Table","Mrs. Nedra Hodkiewicz",38.16
4518582,"driver","Kids, Toys & Baby",79.25,"Female","7-23-2021","0:26:0","New Aydenshire","AMEX",792.50,3663363,"1049 Pacocha Mountains","Kshlerin DDS",332345,8008187,50625,true,10,"LA","Gorgeous Concrete Pants","Friedrich Vandervort",false
"firewall",false,"Home",79.48,"Female","9-17-2021","16:9:35","West Saraifurt","Cash",715.32,true,"3431 Israel Underpass","Auer V",435941,"card",61364,9043400,9,"RI","Intelligent Granite Pants","Caden Ward",2480423
97.12,59.50,"Outdoors & Books",86.82,"Female","10-21-2021","19:37:48","Lake Timmothy","Cash",607.74,55.55,"79120 Barton Junctions","McClure, Block and Franecki",992875,79.41,35176,true,7,"MT","Ergonomic Concrete Table","Rosina Schoen",true
false,14.40,"Baby & Tools",57.84,"Male","4-5-2021","23:36:4","South Edgar","Cash",115.68,855614,"8006 Corkery Track","Kuphal, Spencer and Blanda",702730,false,64532,96.28,2,"NC","Fantastic Wooden Hat","Shirley Davis IV",33.00
false,3290757,"Grocery",41.98,"Male","7-15-2021","9:30:35","Lake Hadleyhaven","AMEX",251.88,"overriding","55292 Zemlak Junction","Auer V",700281,false,49172,true,6,"NJ","Ergonomic Steel Shirt","Elouise Ebert V",false
7189805,1549423,"Beauty",88.40,"Male","9-18-2021","6:11:55","Millerhaven","Cash",618.80,"SCSI","18502 Clifton Trace","Wiegand-Tillman",253767,8213592,32464,8489072,7,"RI","Ergonomic Cotton Pants","Gladys Greenholt II",492945
"array",5280485,"Games, Books & Health",0.04,"Male","7-14-2021","9:25:42","Jordonville","Visa",0.24,3959929,"983 Champlin Viaduct","Armstrong, Strosin and Altenwerth",257049,"connect",73335,2575530,6,"NY","Practical Wooden Shirt","Alek Roberts",6990729
true,3155457,"Kids",52.14,"Female","10-5-2021","12:31:15","Friesenton","AMEX",208.56,61.58,"826 Tianna Inlet","Kshlerin DDS",916202,true,76339,true,4,"MT","Fantastic Granite Hat","Cathrine Mitchell",true
true,16.18,"Baby, Electronics & Books",19.32,"Male","9-13-2021","8:25:51","North Jazmynfort","Cash",173.88,86.60,"42740 Feeney Curve","Kshlerin DDS",732919,true,41356,true,9,"WA","Sleek Plastic Computer","Dion Treutel PhD",false
38.93,28.69,"Computers, Movies & Baby",31.09,"Male","5-20-2021","13:18:15","Port Hudson","Cash",31.09,97.56,"4212 Pfeffer Falls","Auer V",504896,61.07,68666,true,1,"NH","Ergonomic Wooden Table","Cleve Ferry",false
6321376,false,"Tools, Electronics & Clothing",99.88,"Female","10-24-2021","16:16:24","Lake Tad","MasterCard",599.28,445971,"6995 Abby Road","Larkin-McClure",898368,1593512,52570,"SMS",6,"MI","Practical Cotton Chair","Joelle Reilly","ADP"
74.83,"sensor","Toys",56.37,"Male","3-14-2021","11:1:6","Ullrichland","Visa",563.70,9431024,"130 Gutmann Freeway","Considine PhD",996853,69.43,68737,3805109,10,"TN","Small Cotton Hat","Salvatore Schultz Jr.",1042454
"virtual",7109718,"Automotive & Electronics",53.77,"Male","6-24-2021","4:27:57","New Lorna","Visa",322.62,7068371,"588 Camryn Shoal","McClure, Block and Franecki",130662,"compress",29817,"compressing",6,"MO","Intelligent Rubber Shoes","Pamela Kutch","CSS"
6072887,6.34,"Toys, Outdoors & Clothing",32.50,"Female","10-2-2021","22:40:1","Stefanieton","AMEX",195.00,"cross-platform","6660 Abbott Plains","Kshlerin DDS",153960,345506,32239,1186531,6,"OK","Awesome Plastic Chair","Alice Breitenberg",4573716
41.30,true,"Movies",39.16,"Male","5-26-2021","14:39:35","Langworthfurt","Visa",234.96,true,"8114 Arden Corners","Larkin-McClure",376229,63.86,70914,"JSON",6,"MA","Awesome Rubber Gloves","Thurman McKenzie","ADP"
5351737,true,"Music, Beauty & Books",27.16,"Male","10-16-2021","1:57:17","North Lorenzafort","Cash",244.44,true,"42850 Schowalter Trace","Kshlerin DDS",432291,9129022,58402,6778573,9,"KY","Sleek Plastic Table","Dr. Dianna Klocko",5936325
76.80,false,"Music, Baby & Health",3.90,"Female","7-15-2021","1:10:35","North Rashawnhaven","EWallet",23.40,false,"37221 Schmitt Street","Larkin-McClure",815732,59.80,17978,19.98,6,"OH","Practical Plastic Computer","Braulio Gleason",82.39
false,51.68,"Shoes, Games & Electronics",47.12,"Male","9-10-2021","4:41:53","Beattychester","AMEX",282.72,33.61,"7704 Luis Underpass","Kshlerin DDS",142620,true,15891,1221844,6,"OH","Practical Steel Computer","Carlee Hoppe",196292
1263696,false,"Outdoors",52.34,"Male","12-30-2020","1:1:59","South Estashire","EWallet",209.36,8068194,"9817 Florida Lock","Armstrong, Strosin and Altenwerth",881836,8815553,62917,"SMTP",4,"MT","Intelligent Rubber Car","Daisha Fay","cross-platform"
61.43,23.73,"Jewelery",14.98,"Female","5-23-2021","14:17:26","New Christa","Visa",89.88,6621334,"835 Kris Field","Wiegand-Tillman",862923,56.13,16557,"ADP",6,"IN","Sleek Steel Shoes","Macy Emmerich","transmit"
"bypass",17.53,"Baby & Shoes",16.26,"Female","10-15-2021","5:2:38","Mossieshire","Cash",113.82,false,"990 Jillian Ports","Auer V",234337,"synthesize",28163,false,7,"NJ","Sleek Rubber Chair","Dr. Hailey Pollich",true
39.63,2.29,"Jewelery",88.99,"Female","6-2-2021","18:15:4","West Colin","Cash",266.97,72.04,"6942 Kilback Pass","Wiegand-Tillman",599908,34.79,60557,false,3,"AK","Practical Wooden Gloves","Miss Meghan Watsica",true
false,true,"Automotive, Clothing & Health",81.15,"Female","5-25-2021","13:15:54","West Kayley","Cash",811.50,false,"32787 Wisozk Springs","Armstrong, Strosin and Altenwerth",122919,false,75562,9.69,10,"VT","Ergonomic Steel Table","Karen Littel",5.76
82.63,"matrix","Health, Kids & Games",37.02,"Female","10-23-2021","16:49:23","Okunevaside","EWallet",185.10,9235590,"21989 Florida Divide","Parisian, Wolff and Gorczany",563612,77.40,75677,910962,5,"NC","Ergonomic Rubber Shoes","Robyn Goodwin",1066302
false,7260463,"Music & Baby",28.89,"Male","6-7-2021","21:15:5","South Donland","Visa",288.90,1727932,"901 Rutherford Station","Considine PhD",336126,true,27385,889755,10,"ID","Rustic Steel Gloves","Tracey Blick",7424361
90.64,7108704,"Grocery, Sports & Computers",78.82,"Male","9-27-2021","12:11:13","Tristinport","AMEX",472.92,5864948,"175 Trinity Hollow","Kshlerin DDS",302564,86.41,91761,"SMTP",6,"KY","Gorgeous Wooden Computer","Katrina Schneider","connecting"
false,84.85,"Books",34.69,"Female","9-8-2021","22:54:50","Jackelineborough","Cash",173.45,"monitor","9495 Wiley Hollow","Considine PhD",213052,true,69549,40.34,5,"WA","Incredible Wooden Pants","Hunter Wisozk",3.68
83.50,6479124,"Music",55.05,"Female","5-26-2021","10:48:31","Eddieville","Cash",55.05,false,"46092 Cleveland Plaza","Kuphal, Spencer and Blanda",716097,2.49,65384,25.19,1,"IL","Intelligent Steel Shoes","Vida Rowe",61.13
68.22,54.88,"Jewelery & Beauty",3.59,"Female","10-22-2021","23:52:49","Mckenzieton","Cash",35.90,3044804,"2227 Marcus Divide","Lakin, O'Connell and Monahan",392614,87.27,64877,50.23,10,"DE","Awesome Cotton Shoes","Nicolas Marvin DVM",73.66
79.27,78.30,"Shoes",65.17,"Male","9-7-2021","3:40:45","Johnathanmouth","EWallet",195.51,48.63,"334 Karli Manor","Lakin, O'Connell and Monahan",390541,72.10,16206,8721271,3,"TX","Rustic Plastic Chair","Edyth Hessel",4022302
true,4162052,"Computers, Clothing & Health",92.76,"Male","10-17-2021","21:30:49","Fayetown","Cash",927.60,1982774,"31876 Susana Ports","Considine PhD",420537,true,74677,1517688,10,"UT","Rustic Rubber Chair","Camren Schmeler",2762700
85.74,true,"Electronics",21.27,"Male","7-6-2021","20:31:47","Douglasfurt","AMEX",63.81,"back up","815 West Walks","Considine PhD",714580,7.90,29048,5171512,3,"WA","Practical Wooden Shirt","Mrs. Agustin Schamberger",1876547
"SQL",true,"Movies",28.77,"Male","7-5-2021","18:51:43","Adelineside","AMEX",201.39,8873235,"409 Stephania Circle","McClure, Block and Franecki",121051,"auxiliary",22086,"AGP",7,"NC","Intelligent Plastic Computer","Ms. Emmanuel Kuhlman","multi-byte"
94.45,9148475,"Clothing & Music",27.01,"Male","3-7-2021","3:17:6","Hackettmouth","AMEX",81.03,"backing up","6729 Hintz Inlet","Larkin-McClure",699788,49.75,22626,13.47,3,"MA","Intelligent Wooden Chair","Dr. Alyson Boehm",75.84
3633723,"back up","Baby & Games",62.97,"Female","10-14-2021","10:22:28","Hermistonfort","Cash",566.73,84.71,"849 Jovanny Gardens","Kuphal, Spencer and Blanda",772063,6149520,39147,9153819,9,"WA","Small Plastic Hat","Maeve Reinger",9345417
13.19,73.38,"Sports & Games",83.39,"Male","2-14-2021","11:18:45","Rodriguezchester","MasterCard",833.90,true,"68372 Lebsack Ford","Wiegand-Tillman",619582,5.83,82723,95.59,10,"CO","Practical Concrete Shirt","Malachi Gerhold II",18.26
"bluetooth",false,"Clothing",54.72,"Male","9-28-2021","10:30:23","West Lilly","MasterCard",547.20,54.32,"36150 Tamara Shores","Wiegand-Tillman",355504,"monitor",38447,"application",10,"OK","Practical Wooden Chair","Delphia Schoen","online"
true,false,"Books",73.70,"Male","9-15-2021","19:39:24","Rutherfordstad","Cash",147.40,911978,"585 Green Pass","Auer V",661222,true,65908,37.42,2,"PA","Small Rubber Shirt","Carmella Bogan",0.93
"wireless","cross-platform","Shoes & Jewelery",74.21,"Female","10-10-2021","16:38:45","Rennerton","Cash",519.47,36.01,"178 Dock Gateway","Kuphal, Spencer and Blanda",580350,"EXE",44701,"open-source",7,"OH","Sleek Wooden Pants","Florida Anderson Jr.","SCSI"
5892183,5623827,"Grocery & Toys",63.65,"Female","4-19-2021","8:22:58","East Kevin","AMEX",190.95,5177486,"7163 Dooley Road","Lakin, O'Connell and Monahan",360350,8011546,93492,"back up",3,"OK","Gorgeous Cotton Computer","Mrs. Harrison Ledner","hacking"
"synthesize",false,"Toys",10.36,"Male","7-8-2021","5:31:58","Davidbury","Cash",62.16,24.63,"61626 Demetris Coves","Lakin, O'Connell and Monahan",469057,"haptic",75991,"GB",6,"WY","Intelligent Steel Pants","Mr. Kaitlin Bartell","bus"
"SMTP","input","Tools & Health",92.90,"Male","9-18-2021","3:6:38","Kuvalisshire","MasterCard",92.90,9.50,"49052 Aufderhar Ville","Wiegand-Tillman",263175,"hack",41156,95.89,1,"AR","Incredible Cotton Hat","Clyde Hirthe",31.58
34.86,97.38,"Games & Movies",44.86,"Female","7-19-2021","15:42:38","Justiceview","Cash",44.86,false,"770 Kelton Flat","Armstrong, Strosin and Altenwerth",600174,29.82,28296,7570766,1,"IN","Sleek Rubber Chair","Kieran Lowe II",4264370
true,"JSON","Toys, Music & Grocery",87.60,"Female","10-24-2021","15:26:37","Osinskimouth","MasterCard",700.80,false,"3347 Viola Mount","Wiegand-Tillman",236891,false,44487,false,8,"NM","Rustic Concrete Shirt","Mrs. Eloise Schmidt",false
"capacitor",66.99,"Music, Computers & Tools",35.16,"Female","10-15-2021","12:0:31","West Ednafort","AMEX",210.96,76.75,"5236 Glennie Extension","McClure, Block and Franecki",167290,"bus",78094,4940431,6,"NC","Ergonomic Plastic Gloves","Madyson Kilback",2841984
3305697,8364289,"Music, Beauty & Electronics",93.29,"Male","10-17-2021","15:30:1","Bernhardside","MasterCard",746.32,61.57,"711 Camila Haven","Auer V",195072,8838692,90823,6733807,8,"AL","Incredible Plastic Shoes","Ned Skiles",8630357
4184114,4803369,"Movies & Kids",91.82,"Male","8-1-2021","6:14:57","Kautzerton","MasterCard",367.28,"JSON","645 Ophelia Falls","Considine PhD",940213,3946558,28618,"online",4,"IA","Fantastic Cotton Shirt","Edwina Krajcik","GB"
