InvoiceId,program,CustomerName, , ,Product,bandwidth,PaymentType,Gender,Address,interface,Store,Quantity,City,ProductPrice,Total,program,State,PostalCode,Date,Department,Time,monitor
595273,3851869,"Joshua Feeney",true,false,"Rustic Rubber Table",true,"Cash","Male","56983 Toy Hollow",76.06,"Larkin-McClure",9,"North Danialville",62.80,565.20,3598354,"ID",31457,"5-19-2021","Beauty","9:37:9",true
448362,23.86,"Chaya Lesch",false,false,"Small Granite Gloves",27.31,"AMEX","Male","159 Shanahan Port",63.46,"McClure, Block and Franecki",10,"Lakinland",79.75,797.50,86.89,"TX",80448,"10-8-2021","Games & Home","15:8:52",22.09
151561,false,"Jana Schimmel",88.71,51.74,"Intelligent Concrete Hat","mobile","AMEX","Male","3983 McLaughlin Ferry","parse","Auer V",1,"Braunmouth",86.74,86.74,true,"NY",40151,"5-16-2021","Toys & Home","10:43:57",3952647
828566,"neural","Augustus Thompson",3934326,4001852,"Incredible Cotton Gloves",6866951,"Cash","Male","14314 Lyric Mills",2186116,"Larkin-McClure",8,"Weimannbury",14.07,112.56,"SAS","FL",98226,"10-10-2021","Health","0:12:29",false
989090,"AGP","Tony Predovic","connect","feed","Rustic Granite Gloves",false,"EWallet","Male","4781 Morissette Creek","auxiliary","Armstrong, Strosin and Altenwerth",1,"Rupertmouth",57.29,57.29,"HDD","MT",25250,"6-11-2021","Shoes, Jewelery & Beauty","5:7:57",2249259
588635,"back-end","Carmine Jacobson",1446429,2652554,"Sleek Steel Table","FTP","EWallet","Female","908 Milan Crest","index","Kuphal, Spencer and Blanda",5,"North Maybell",83.23,416.15,"copy","MS",35305,"5-21-2021","Clothing","12:45:58",false
300285,2.40,"Alysa Schmeler",65.72,28.49,"Fantastic Granite Computer",true,"MasterCard","Male","2950 Wilburn Valleys",true,"Lakin, O'Connell and Monahan",3,"Abbyborough",30.13,90.39,74.82,"OH",80243,"10-13-2021","Toys, Books & Kids","22:25:51",false
847733,true,"Graciela Wisozk",true,false,"Awesome Concrete Table",true,"EWallet","Female","2491 Ratke Points",false,"Kuphal, Spencer and Blanda",2,"Port Carolyneton",72.85,145.70,true,"MT",91438,"10-10-2021","Jewelery","10:14:26",true
822267,"FTP","Camden Denesik","SCSI","alarm","Ergonomic Rubber Gloves","neural","Visa","Male","3442 Elinor Mountains",4208127,"Lakin, O'Connell and Monahan",3,"Torphyport",25.81,77.43,"multi-byte","NY",17089,"6-26-2021","Tools & Music","19:34:2",true
934670,"programming","Terrence Champlin","reboot","navigate","Incredible Steel Car","application","Visa","Male","764 Hayes Throughway",93.81,"Wiegand-Tillman",4,"Port Pat",87.85,351.40,"RAM","WA",67384,"8-20-2021","Electronics & Music","22:42:25",true
589923,"parse","Oral DuBuque",1857131,9069735,"Fantastic Cotton Hat",364282,"Cash","Female","951 Timothy Branch",true,"Kuphal, Spencer and Blanda",7,"Jacklynchester",23.91,167.37,"connecting","KS",40330,"2-21-2021","Grocery, Clothing & Computers","0:3:42",3985675
779501,2061762,"Barrett Schimmel V","quantify","optical","Small Cotton Gloves",9414134,"AMEX","Female","59222 Garland Junctions",15.98,"Lakin, O'Connell and Monahan",1,"Helmerside",42.88,42.88,6461983,"LA",41606,"9-27-2021","Industrial & Shoes","5:59:49","bandwidth"
606190,false,"Suzanne Bernhard",37.90,0.76,"Ergonomic Cotton Hat",true,"Cash","Male","628 Koelpin Trail",true,"Kuphal, Spencer and Blanda",2,"Jerrodview",93.98,187.96,false,"MA",37400,"8-29-2021","Industrial","5:23:12",83.12
910143,62.17,"Ms. Jaqueline Terry",false,true,"Small Rubber Shoes",false,"MasterCard","Female","257 Conor Oval",97.47,"Wiegand-Tillman",6,"West Carrie",25.67,154.02,34.20,"NC",50546,"3-14-2021","Clothing & Books","7:25:54",false
957094,9.27,"Anderson Gusikowski MD",true,false,"Small Rubber Hat",true,"EWallet","Female","76469 Agnes Square",8710422,"Larkin-McClure",10,"East Wilberhaven",1.18,11.80,80.92,"KY",13512,"10-1-2021","Outdoors, Books & Tools","7:28:56",4.72
601776,false,"Maddison Huel",302079,6899782,"Intelligent Concrete Hat",7280783,"Visa","Male","422 Grimes Hollow",1678995,"Armstrong, Strosin and Altenwerth",9,"Port Marjoryburgh",58.77,528.93,false,"OK",26817,"9-1-2021","Computers","18:51:19","TCP"
582284,true,"Edwardo Dach",8940865,6334725,"Ergonomic Plastic Table","quantify","AMEX","Male","91173 Colt Gardens",3.90,"Kuphal, Spencer and Blanda",7,"East Tessie",65.18,456.26,true,"WV",99219,"5-5-2021","Garden, Books & Clothing","4:7:7","microchip"
331947,6437653,"Miss Keagan Armstrong","port","optical","Intelligent Steel Gloves",8058237,"Cash","Female","4234 Keyshawn Valley",8048921,"Wiegand-Tillman",3,"Clevelandland",23.94,71.82,7017562,"NY",10069,"5-21-2021","Clothing","8:45:24",17.64
139428,true,"Hazel Bergstrom",86.72,46.53,"Fantastic Cotton Car",9.32,"EWallet","Male","111 Barrows Hills",6.14,"Larkin-McClure",2,"Reinaport",28.45,56.90,true,"FL",28125,"5-6-2021","Clothing","7:14:8",false
980738,71.58,"Garret Ankunding MD",7.13,94.05,"Ergonomic Granite Pants",false,"AMEX","Male","13615 Wisoky Tunnel",80.65,"Auer V",4,"West Corybury",17.91,71.64,50.03,"KY",33831,"5-19-2021","Shoes","7:13:44",false
633519,99.47,"Althea Abbott",false,true,"Awesome Cotton Shoes",11.31,"Visa","Male","4872 Rau Shoal",false,"Lakin, O'Connell and Monahan",3,"Edgarshire",87.07,261.21,70.73,"TN",33210,"3-5-2021","Kids & Automotive","7:30:5","parsing"
566364,true,"Cooper Hammes","calculate","feed","Awesome Concrete Chair","synthesizing","MasterCard","Female","6504 Cooper Course",28.57,"Kshlerin DDS",10,"New Emmalee",6.51,65.10,true,"CT",65603,"9-16-2021","Movies & Computers","12:50:52",false
932242,93.92,"Fannie Reichel","auxiliary","compress","Gorgeous Concrete Pants",false,"Cash","Male","58223 Homenick Ranch","connecting","Wiegand-Tillman",8,"Jaronstad",1.74,13.92,38.65,"AZ",24605,"10-23-2021","Computers & Garden","21:43:34",7123389
414797,3033293,"Don Nikolaus",1.60,64.77,"Practical Cotton Table","cross-platform","EWallet","Male","2015 Amir Trafficway",50.99,"McClure, Block and Franecki",1,"Kulasville",5.64,5.64,6518537,"CO",35260,"5-12-2021","Health, Music & Baby","7:52:1",8051467
616034,"index","Kane Gorczany",false,false,"Sleek Rubber Shirt",749269,"MasterCard","Female","482 Brandyn Lock",38.18,"Kshlerin DDS",5,"Lake Garret",78.32,391.60,"RAM","WY",43331,"9-21-2021","Books","19:24:58",96.61
224838,false,"Miss Emmanuelle VonRueden",false,true,"Fantastic Wooden Chair",true,"AMEX","Male","1030 Giovani Inlet",true,"Lakin, O'Connell and Monahan",1,"North Maximillian",35.91,35.91,true,"WY",26031,"6-27-2021","Industrial & Outdoors","6:15:19",false
897404,47.58,"Adriel Wisoky V","indexing","mobile","Fantastic Concrete Table","AGP","MasterCard","Female","8076 Vivienne Crescent",false,"Auer V",6,"Larsonshire",70.19,421.14,53.13,"OH",52828,"9-3-2021","Kids","6:4:21",false
149468,"interface","Stella Prosacco","connecting","transmit","Small Concrete Shirt","microchip","EWallet","Female","1334 Koch Corners","bus","McClure, Block and Franecki",3,"Port Eltaville",63.28,189.84,"quantifying","IA",37286,"3-19-2021","Electronics & Computers","13:29:6",4778483
280365,false,"Madelynn Jast",5070577,7623952,"Sleek Rubber Gloves","connecting","Visa","Female","8567 Antwan Hill",51.87,"Kshlerin DDS",7,"Adolfoport",52.89,370.23,true,"MA",51466,"8-19-2021","Tools","7:49:16",7671323
760516,"input","Mckenna Heathcote","cross-platform","IB","Ergonomic Plastic Table","bandwidth","MasterCard","Female","33539 Miller Landing",8411361,"Parisian, Wolff and Gorczany",3,"Haucktown",23.10,69.30,"solid state","WV",84496,"6-26-2021","Grocery","13:54:52",true
934221,"bypassing","Adolphus Hammes","card","capacitor","Incredible Steel Chair","index","MasterCard","Male","632 Sauer Lock","redundant","Auer V",4,"North Felixmouth",80.94,323.76,"calculate","WY",48168,"9-3-2021","Music, Automotive & Industrial","22:45:5",5236064
930574,true,"Xander Kozey",false,true,"Gorgeous Cotton Pants",true,"AMEX","Female","21134 Wade Canyon",false,"McClure, Block and Franecki",7,"Danaburgh",88.67,620.69,true,"AR",77885,"10-9-2021","Movies","20:13:26",true
843623,true,"Ramiro Kessler",true,false,"Practical Cotton Shirt",38.86,"AMEX","Female","384 Mohr Vista",74.65,"Kshlerin DDS",1,"West Abdiel",34.19,34.19,false,"NY",88102,"10-14-2021","Clothing","20:47:33",34.86
429749,true,"Mckayla Hoppe I",1662835,7036083,"Awesome Wooden Car",2213311,"EWallet","Female","6950 Cassin Course",5334184,"Wiegand-Tillman",9,"Laurelport",69.78,628.02,true,"WA",88083,"7-21-2021","Books & Tools","8:52:6",55.15
781728,true,"Laron Lubowitz",31.10,18.24,"Practical Plastic Computer","port","EWallet","Male","888 Koch Springs",false,"Parisian, Wolff and Gorczany",4,"North Lorinetown",1.64,6.56,true,"ID",59979,"10-5-2021","Music","2:28:44","port"
236302,8605711,"Leland O'Kon","RSS","generating","Small Granite Computer","feed","EWallet","Male","881 Maximus Plaza",71.25,"Kshlerin DDS",7,"New Rossshire",78.60,550.20,9438808,"TN",91502,"10-17-2021","Clothing & Electronics","4:44:10",29.89
637534,"navigating","Rahul McCullough",60.04,20.06,"Gorgeous Rubber Chair","virtual","Visa","Male","733 Enrique Manor","COM","McClure, Block and Franecki",7,"Millerstad",56.04,392.28,"bus","PA",66686,"9-2-2021","Toys","17:5:44",11.12
399382,17.89,"Wilson Daugherty III",true,false,"Small Wooden Shirt",false,"AMEX","Male","3735 Noelia Crescent",26.98,"Armstrong, Strosin and Altenwerth",2,"Ratkeside",67.51,135.02,62.55,"VT",43827,"8-26-2021","Movies, Music & Kids","23:50:13",85.61
677951,true,"Leora Jenkins",25.60,88.01,"Awesome Rubber Chair",true,"EWallet","Male","185 Maryam Row",true,"Wiegand-Tillman",1,"South Jeremie",16.08,16.08,false,"GA",50444,"6-26-2021","Movies, Outdoors & Jewelery","6:12:27","redundant"
457566,22.94,"Jordyn Dickinson",72.73,35.31,"Sleek Concrete Hat",98.44,"Cash","Female","41746 Simonis Underpass","XML","Considine PhD",9,"West Aprilbury",91.31,821.79,84.78,"VA",97761,"12-28-2020","Books","18:24:52",4006186
114421,6120810,"Alanna McClure IV",9059918,5616286,"Incredible Granite Shirt",3538769,"EWallet","Female","4538 Jaskolski Vista",2156096,"Auer V",2,"New Reece",85.31,170.62,2930966,"MS",56570,"10-9-2021","Sports & Industrial","6:31:13",67.91
110940,7092163,"Dejah Graham",1211127,4312298,"Ergonomic Wooden Hat","back up","Cash","Male","35428 Armstrong Neck","solid state","Considine PhD",5,"Dashawnview",58.21,291.05,7663275,"IN",31295,"9-13-2021","Beauty & Clothing","9:8:38",4974267
405186,"JSON","Rosemary Zieme",7607789,8295003,"Fantastic Concrete Hat",true,"Visa","Female","982 Hansen Unions","interface","Auer V",4,"East Bradlyfurt",27.48,109.92,"online","UT",63745,"6-21-2021","Health","4:23:46","HDD"
924941,3.16,"Jordan Heller Sr.","pixel","indexing","Fantastic Rubber Table","panel","Visa","Female","889 Rory Summit",75.06,"Kshlerin DDS",9,"Leonoramouth",1.83,16.47,38.44,"TX",18994,"1-13-2021","Electronics, Outdoors & Industrial","12:34:29","indexing"
879268,"transmit","Miss Elva Greenfelder",false,false,"Intelligent Concrete Shoes",true,"AMEX","Male","507 Josianne Row",49.99,"Auer V",7,"East Kraig",89.61,627.27,"PNG","WV",36832,"9-1-2021","Baby, Health & Tools","13:34:31","bypassing"
779714,4732933,"Edgar Jerde",22.06,84.97,"Ergonomic Wooden Hat",false,"AMEX","Female","997 Ida Extensions",false,"Armstrong, Strosin and Altenwerth",9,"Jarrodtown",30.75,276.75,803478,"MA",70130,"8-12-2021","Industrial, Home & Jewelery","4:21:55","online"
702669,true,"Eino Stark",9210067,6881147,"Incredible Cotton Pants","bandwidth","Cash","Male","4900 Schinner Glen",8463128,"Lakin, O'Connell and Monahan",10,"New Alessandroville",16.09,160.90,true,"AR",58719,"9-30-2021","Automotive & Electronics","12:30:43",true
238081,83.15,"Sonya Torphy II","connect","port","Fantastic Concrete Hat","application","MasterCard","Female","659 Nathanael Rapid",325073,"McClure, Block and Franecki",3,"Port Linneashire",36.73,110.19,27.29,"DE",30602,"10-18-2021","Garden & Sports","13:1:21",96.88
827574,"monitor","Hettie Olson IV",22.41,85.18,"Fantastic Cotton Pants",44.97,"Cash","Male","5431 Fredy Fords",5295942,"Kuphal, Spencer and Blanda",7,"East Rossiehaven",1.84,12.88,"USB","WY",65244,"7-17-2021","Garden & Movies","12:31:31",27.65
116084,46.46,"Tavares Brekke DVM",69.94,56.93,"Awesome Rubber Gloves",true,"Visa","Male","87407 Hansen Stream",55.85,"Wiegand-Tillman",9,"Eberthaven",41.06,369.54,78.88,"CA",24278,"6-5-2021","Beauty, Books & Computers","19:39:36",14.27
573363,false,"Rodolfo Lakin",54.19,4.23,"Gorgeous Concrete Pants",true,"Visa","Female","39833 Lakin Cape",true,"Lakin, O'Connell and Monahan",2,"Lake Mac",24.60,49.20,false,"KS",62613,"3-4-2021","Shoes & Music","5:20:4",88.78
808625,65.63,"Georgiana Ryan","indexing","calculate","Sleek Granite Table",4113085,"AMEX","Male","6571 Noemie Points","transmit","Larkin-McClure",7,"South Hazelhaven",9.87,69.09,1.29,"OR",56765,"10-23-2021","Industrial & Automotive","9:7:7","transmitting"
424504,3211645,"Eloisa Schoen",false,true,"Incredible Cotton Car","compress","AMEX","Female","889 Hoppe Spur",51.95,"Considine PhD",8,"Lauryborough",51.83,414.64,9233508,"MA",57749,"10-4-2021","Books, Kids & Shoes","7:21:52",7889093
573991,427166,"Charles Feeney","bus","solid state","Fantastic Concrete Table",1508755,"Cash","Female","25582 Macejkovic Crescent",2083608,"Kshlerin DDS",4,"Port Else",1.64,6.56,6906255,"VT",77705,"9-24-2021","Baby","19:36:37",6665364
130440,"backing up","Mrs. Grayce Cummings",6823650,4802015,"Ergonomic Cotton Shoes","override","MasterCard","Male","57435 Johanna View","cross-platform","Parisian, Wolff and Gorczany",4,"Port Hans",19.83,79.32,"feed","NE",31935,"9-18-2021","Jewelery & Sports","8:41:59",7835085
778202,82.47,"Suzanne Smitham DVM",true,true,"Intelligent Granite Shoes",68.31,"MasterCard","Male","88287 Ebert Squares",91.35,"Considine PhD",1,"Tremblayfort",24.98,24.98,27.15,"AZ",41150,"10-13-2021","Music, Books & Games","22:52:14",false
935877,66.73,"Russel Lowe DVM",29.69,79.56,"Awesome Plastic Gloves",false,"Visa","Male","35537 Ankunding Rapids",false,"Kuphal, Spencer and Blanda",7,"New Kale",97.11,679.77,2.59,"VT",88094,"9-4-2021","Tools","21:3:47",false
256837,false,"Dr. Andreanne Hauck","generating","solid state","Rustic Wooden Hat",1736053,"Visa","Female","18469 Alba Throughway",false,"Considine PhD",3,"Nelsonchester",31.37,94.11,false,"NV",92835,"8-11-2021","Music","18:7:0",9.35
592204,false,"Miss Jordon Boyle",7236101,8424413,"Ergonomic Concrete Hat",2943124,"MasterCard","Male","1718 Karson Grove",350760,"McClure, Block and Franecki",4,"Tamaraville",43.58,174.32,true,"LA",64406,"10-4-2021","Tools","7:55:10","compress"
383163,421518,"Emilio Okuneva",8494795,8195650,"Ergonomic Cotton Gloves",8492123,"Cash","Male","3640 Frida Alley",3159506,"Wiegand-Tillman",9,"Port Rosaliahaven",39.07,351.63,6165339,"MI",57940,"10-8-2021","Outdoors, Shoes & Music","20:55:43",97.44
435756,"quantifying","Ms. Rico Murazik",true,false,"Awesome Concrete Pants",49.79,"EWallet","Male","5056 Leffler Ville","back up","Kshlerin DDS",9,"Louiestad",39.18,352.62,"feed","NC",64422,"9-14-2021","Beauty & Jewelery","14:7:33",4753852
154875,4663409,"Mrs. Trinity Feil",false,false,"Intelligent Plastic Car","SDD","MasterCard","Female","452 Violette Hill","overriding","Lakin, O'Connell and Monahan",8,"Pfefferborough",98.16,785.28,521432,"AR",14310,"9-30-2021","Garden & Tools","9:38:46",72.89
874206,false,"Jackie Murray MD",true,false,"Fantastic Cotton Chair",98.51,"MasterCard","Female","280 Elinore Pine",61.64,"Auer V",4,"North Francisberg",83.23,332.92,true,"NV",55649,"9-30-2021","Home","23:7:0",20.20
607275,3.64,"Austyn Runolfsdottir",63.46,25.44,"Practical Wooden Chair",false,"Cash","Female","7749 Susana Way",false,"Considine PhD",4,"New Gerardochester",24.08,96.32,74.91,"AK",30524,"7-21-2021","Garden & Computers","21:24:18","microchip"
858601,"hack","Brendon Durgan",1473117,8217624,"Gorgeous Wooden Hat",70.39,"Cash","Male","81157 Oswaldo Lakes","neural","Lakin, O'Connell and Monahan",7,"Kingstad",1.63,11.41,"capacitor","RI",61086,"8-14-2021","Toys & Sports","19:38:40","redundant"
211492,false,"Mariah Grady","driver","TCP","Fantastic Rubber Shoes",7671067,"AMEX","Female","6963 McLaughlin Plains","wireless","Auer V",6,"West Carlee",40.92,245.52,false,"NJ",43321,"1-20-2021","Computers","7:36:32","back up"
942139,"bus","Bella Kunde",24.73,14.88,"Rustic Cotton Computer",1412209,"EWallet","Male","669 Jenkins Fields",1.26,"Kuphal, Spencer and Blanda",10,"North Jewell",69.56,695.60,"SMTP","WV",83578,"10-13-2021","Music & Tools","11:5:7",true
632812,6783530,"Beau Ratke IV",false,false,"Incredible Granite Gloves",12.44,"MasterCard","Female","39176 Destinee Lights",true,"McClure, Block and Franecki",9,"Gibsonburgh",42.51,382.59,5501504,"OK",75005,"7-31-2021","Games","0:0:53",false
285660,57.87,"Verdie Feeney",true,false,"Awesome Wooden Table",60.51,"MasterCard","Female","24463 Jerel Extension",false,"Kshlerin DDS",6,"South Hannahburgh",43.96,263.76,19.36,"VT",21806,"4-4-2021","Games & Beauty","22:26:51",28.30
498718,true,"Lyda Gleichner","program","override","Sleek Plastic Computer",27.36,"AMEX","Male","402 Tessie Forge",6835568,"Auer V",4,"West Afton",60.48,241.92,true,"IA",29217,"9-26-2021","Toys & Automotive","15:39:13",10.42
262158,"PCI","Ronaldo Turner",false,true,"Ergonomic Concrete Car","generate","MasterCard","Male","8459 Lind Tunnel","cross-platform","Armstrong, Strosin and Altenwerth",7,"West Gilesstad",96.25,673.75,"FTP","HI",35985,"7-25-2021","Sports","17:24:21",true
345033,"array","Wilburn Sauer","connecting","transmit","Ergonomic Rubber Computer",2167540,"EWallet","Female","5522 Gabe Trace",4883857,"Kuphal, Spencer and Blanda",4,"Melanyton",81.35,325.40,"SCSI","NC",85827,"8-17-2021","Shoes, Electronics & Industrial","11:7:12",51.14
641353,1150811,"Sydnie D'Amore","compress","connecting","Ergonomic Wooden Shirt",true,"MasterCard","Female","70891 Maryse Ville","compress","Wiegand-Tillman",5,"Markview",9.78,48.90,1736541,"MA",72339,"6-12-2021","Home & Movies","7:39:6",575594
265435,"quantify","Betsy Gibson","system","1080p","Gorgeous Cotton Gloves","RSS","EWallet","Male","68135 Orpha Fields","quantify","Kuphal, Spencer and Blanda",2,"East Louisachester",66.67,133.34,"HTTP","FL",22343,"6-30-2021","Movies, Kids & Home","3:56:58",8441233
492344,2861652,"Efren Lemke",92.28,82.42,"Small Rubber Shirt",false,"AMEX","Female","1601 Julian Rapid",65.91,"Parisian, Wolff and Gorczany",1,"Erikmouth",67.75,67.75,195367,"MS",51547,"8-23-2021","Toys, Books & Electronics","20:56:45",false
576545,"bypassing","Leda McKenzie","copy","index","Ergonomic Steel Table",true,"MasterCard","Female","167 Schuster Terrace",52.93,"Considine PhD",1,"Pfefferborough",7.51,7.51,"PNG","IA",33595,"7-14-2021","Toys & Games","22:58:28",2023720
126256,90.91,"Jessy Lueilwitz",11.67,1.68,"Practical Rubber Computer",63.85,"Visa","Female","16774 Jones Path","capacitor","Kuphal, Spencer and Blanda",3,"Manuelside",2.67,8.01,23.87,"TX",96686,"10-15-2021","Automotive & Tools","17:17:21",59.43
256572,true,"Vincenza Veum V","synthesizing","transmitting","Ergonomic Cotton Shirt",11.78,"AMEX","Female","1786 Polly Neck",288996,"Considine PhD",8,"Lake Lonnie",55.81,446.48,false,"IL",63532,"7-19-2021","Industrial & Outdoors","21:51:49",4529213
130750,"bandwidth","Anna Dach",45.98,96.62,"Sleek Cotton Hat","parsing","Visa","Female","8292 Vladimir Ramp",true,"Lakin, O'Connell and Monahan",1,"South Amos",17.12,17.12,"application","CT",30727,"5-10-2021","Toys, Industrial & Tools","15:43:2",54.66
506164,"GB","Jordi Larkin",false,true,"Sleek Granite Pants",7471643,"MasterCard","Female","5355 Beer Shores",66.82,"Armstrong, Strosin and Altenwerth",5,"West Joey",12.14,60.70,"synthesize","NV",85846,"10-2-2021","Home & Health","20:53:22",false
620321,8818035,"Tatum Casper",91.85,51.64,"Fantastic Concrete Car",2124303,"AMEX","Male","4746 Lehner Ports",true,"Parisian, Wolff and Gorczany",9,"North Leorashire",14.03,126.27,7315886,"CT",33168,"9-29-2021","Kids, Jewelery & Health","7:6:10",false
745293,12.96,"Russ Marks",false,true,"Practical Steel Car",true,"MasterCard","Female","735 Aileen Mews",25.18,"Kuphal, Spencer and Blanda",4,"Swaniawskishire",25.37,101.48,48.62,"AK",32928,"10-6-2021","Music & Beauty","19:42:32",83.79
231291,true,"Tyrell Rempel",674983,3368152,"Ergonomic Steel Shirt",75.84,"EWallet","Male","91030 Margarete Heights",false,"Parisian, Wolff and Gorczany",6,"South Christineborough",92.86,557.16,false,"CO",59218,"9-3-2021","Computers","22:48:10",false
625638,8448913,"Geovany Mertz","copying","back up","Gorgeous Rubber Shirt","quantify","AMEX","Male","3346 Damion Hills","transmit","Auer V",3,"New Garlandview",64.42,193.26,344721,"GA",89361,"3-22-2021","Outdoors","5:43:38",4400736
666669,"connect","Sadye Crooks I","connecting","synthesizing","Practical Steel Gloves",false,"Visa","Male","24756 Stamm Knoll",5544914,"Larkin-McClure",4,"Lake Isacshire",91.66,366.64,"hack","KS",81445,"12-28-2020","Kids & Health","23:45:6",50.86
887298,5322381,"Antone Robel","GB","capacitor","Incredible Plastic Table",5495217,"AMEX","Female","529 Gail Mountain",2097111,"Armstrong, Strosin and Altenwerth",4,"Port Oletabury",24.24,96.96,1658466,"VA",95972,"3-27-2021","Computers","13:22:10",8327398
256216,"circuit","Vern Dare","SQL","generating","Rustic Wooden Shoes","generate","AMEX","Female","8184 Gutkowski Lodge",7458332,"Armstrong, Strosin and Altenwerth",6,"East Esperanza",17.96,107.76,"override","MS",65184,"7-30-2021","Toys & Books","2:14:17",4164167
306260,35.24,"Edward Veum DDS",58.31,21.06,"Awesome Wooden Gloves",84.01,"Cash","Female","836 Becker Run",34.57,"Kshlerin DDS",7,"Port Gilbertomouth",74.04,518.28,70.55,"KS",38893,"7-20-2021","Industrial, Baby & Sports","15:38:40",7193151
944430,true,"Chasity O'Hara V",false,true,"Small Concrete Shirt",31.53,"EWallet","Male","697 Wolff Streets",false,"Auer V",3,"Hermistonville",47.14,141.42,false,"MO",48970,"10-21-2021","Jewelery","4:4:27",78.99
431189,4385945,"Otis Parker",5076006,256462,"Intelligent Rubber Gloves","CSS","MasterCard","Female","9483 Armstrong Cliff",5702514,"Lakin, O'Connell and Monahan",7,"Fishershire",37.38,261.66,4506567,"RI",38567,"10-16-2021","Sports & Health","12:44:20",6962370
665500,"port","Lonny Effertz",true,true,"Sleek Plastic Gloves",8799399,"EWallet","Female","89667 Logan Expressway","programming","Larkin-McClure",5,"North Gabe",32.59,162.95,"alarm","LA",78040,"10-25-2021","Music, Kids & Baby","12:46:22","override"
737726,true,"Abbigail Jast",62.76,25.61,"Sleek Rubber Pants",false,"Visa","Male","666 Torphy Crescent",47.83,"Auer V",3,"South Londonport",38.44,115.32,false,"MD",27865,"7-28-2021","Computers & Kids","3:23:2",80.22
484608,false,"Malika Gibson",true,true,"Ergonomic Plastic Computer",59.35,"EWallet","Female","603 Schamberger Port",22.33,"Wiegand-Tillman",7,"Bechtelarside",44.72,313.04,false,"NV",48526,"8-12-2021","Beauty & Home","18:15:44","calculate"
148297,7608303,"Marcelino Harvey",20.55,10.61,"Incredible Steel Table","connect","Cash","Male","213 Ramon Prairie",97.21,"Considine PhD",5,"West Lolitamouth",2.73,13.65,9186035,"KS",71049,"5-5-2021","Jewelery & Home","19:42:16",false
274553,"haptic","Vance Ondricka Sr.",685696,8210946,"Small Concrete Pants",true,"EWallet","Male","90317 Heaney Drives",false,"Larkin-McClure",7,"East Carmenmouth",97.09,679.63,"EXE","MA",77488,"3-22-2021","Jewelery","20:3:56",false
505392,"firewall","Solon Wolf",15.96,5.43,"Ergonomic Rubber Shoes",6991325,"EWallet","Male","877 Hilario Square","online","Considine PhD",2,"West Jaquelineton",79.71,159.42,"open-source","CO",33825,"9-25-2021","Automotive & Toys","14:6:47",false
467924,2188055,"Austin Reinger","connect","parsing","Gorgeous Wooden Shirt",2971656,"Cash","Female","490 Bret Gateway",true,"Auer V",10,"South Houston",5.44,54.40,5940991,"ID",73111,"2-20-2021","Home, Automotive & Shoes","2:54:57","interface"
322006,"FTP","Alvah Zboncak","RAM","HDD","Practical Steel Car",2323422,"AMEX","Male","9795 Hudson Road",92.78,"Considine PhD",1,"New Kevon",63.93,63.93,"panel","WV",15779,"7-17-2021","Tools & Beauty","23:10:29",5846447
132307,true,"Miss Reginald Grimes",6486734,9322698,"Ergonomic Steel Shirt",false,"AMEX","Female","557 Paige Parkways",false,"McClure, Block and Franecki",6,"West Myriambury",27.97,167.82,false,"NY",39908,"3-12-2021","Books & Shoes","1:58:41",true
331399,3.74,"Alexanne Cormier",39.71,28.96,"Small Rubber Hat",false,"AMEX","Female","5729 Schuster Trace",88.38,"McClure, Block and Franecki",2,"East Zetta",68.85,137.70,12.20,"MA",97487,"4-19-2021","Home, Automotive & Beauty","2:38:14",7382985
931798,true,"Jaron Conn",86.84,49.38,"Gorgeous Cotton Shirt",99.92,"MasterCard","Male","58147 Gleichner Extension","SAS","Kshlerin DDS",10,"Leannontown",1.88,18.80,true,"DE",85271,"5-31-2021","Movies & Industrial","12:42:51","transmit"
500754,true,"Timothy Hermiston",1023226,3552312,"Fantastic Rubber Car","microchip","EWallet","Female","3726 Mariela Summit",true,"McClure, Block and Franecki",3,"Rodolfofurt",46.62,139.86,false,"OH",67978,"10-19-2021","Tools, Outdoors & Beauty","8:45:50","1080p"
615227,true,"Dr. Abelardo Prohaska","reboot","online","Fantastic Rubber Shoes",true,"MasterCard","Female","56911 Joan Unions","navigate","Armstrong, Strosin and Altenwerth",6,"New Karson",16.69,100.14,false,"AL",52633,"10-8-2021","Sports, Tools & Games","2:33:57","port"
928634,true,"Muriel Bogisich III",false,false,"Gorgeous Granite Hat",true,"Visa","Male","387 Anderson Unions",false,"Lakin, O'Connell and Monahan",10,"New Flossiefort",19.11,191.10,false,"SD",25122,"5-3-2021","Shoes & Games","20:13:18",6361162
246014,80.80,"Andres Osinski",8354878,1261412,"Sleek Steel Shirt",true,"EWallet","Male","9288 Pablo Greens",false,"Larkin-McClure",3,"Pfeffermouth",88.56,265.68,39.95,"TN",24281,"4-7-2021","Beauty","3:33:21",false
831648,79.55,"Angie Krajcik",15.31,77.90,"Incredible Granite Table",28.12,"EWallet","Female","654 Aniyah Course",91.00,"Larkin-McClure",3,"Lake Aliamouth",67.14,201.42,26.93,"WA",49958,"9-18-2021","Sports","0:42:44",50.39
153990,false,"Miss Silas O'Keefe",3097766,4185683,"Rustic Steel Computer","digital","MasterCard","Male","9281 Brown Turnpike",74.85,"Larkin-McClure",2,"Lake Janet",74.41,148.82,true,"ND",31974,"10-21-2021","Kids","23:10:32",1243351
