Gender,Time,Quantity,State,card,InvoiceId,Store,panel,ProductPrice,Address,CustomerName,Date,Department,PaymentType,system, ,driver,City,PostalCode,Total,Product,transmitter
"Female","20:43:1",3,"NJ",false,528351,"Parisian, Wolff and Gorczany",false,34.88,"566 Bayer Gardens","Miss Weston Klocko","1-17-2021","Books, Movies & Health","MasterCard",false,"matrix",45.61,"New Bailey",53632,104.64,"Fantastic Concrete Table",2762334
"Female","6:42:57",2,"DE","card",516614,"McClure, Block and Franecki",4700373,53.92,"1986 Aditya Shore","Ms. Elijah Breitenberg","4-26-2021","Industrial & Books","MasterCard",7.88,7.31,7339424,"Mariliestad",39691,107.84,"Practical Wooden Table",true
"Male","2:29:23",3,"VT",1932433,121100,"Kuphal, Spencer and Blanda","programming",48.32,"925 Krajcik Locks","Montana Mraz MD","10-12-2021","Movies, Health & Home","Visa",595718,"reboot","cross-platform","Douglasfort",25871,144.96,"Small Rubber Shirt","back up"
"Female","10:15:42",8,"GA",7256048,323130,"Considine PhD",7478542,97.17,"61611 Gennaro Mills","Connie Grady III","9-6-2021","Books & Sports","Cash","COM",60.42,"haptic","O'Reillyburgh",49633,777.36,"Fantastic Rubber Table",82.61
"Male","22:3:52",1,"NM",false,630524,"Wiegand-Tillman",85.45,92.37,"10127 Osinski Crossroad","Casey Bogisich","7-10-2021","Automotive & Computers","AMEX",2562440,"SDD","mobile","Bertramchester",10855,92.37,"Ergonomic Plastic Shirt","index"
"Male","16:41:47",1,"NE",true,536334,"McClure, Block and Franecki",9.12,48.29,"6479 Sadye Place","Reyna Klocko","10-16-2021","Industrial","MasterCard",170710,7579511,"sensor","North Davion",36124,48.29,"Gorgeous Cotton Computer",8179873
"Male","13:49:12",5,"SC",57.95,651018,"Kshlerin DDS",5775491,10.72,"407 Ludie Circle","Sterling Homenick","9-27-2021","Movies & Jewelery","EWallet",true,17.24,6.52,"Isaiahtown",50048,53.60,"Small Wooden Computer",30.36
"Female","11:20:1",7,"IL",false,736841,"Larkin-McClure",69.57,65.52,"3355 Barton Trail","Devonte Nitzsche Jr.","10-25-2021","Clothing, Movies & Beauty","Cash",68.78,55.99,18.35,"Schadenport",45613,458.64,"Practical Plastic Hat",54.31
"Female","5:43:48",9,"RI",67.80,534113,"Auer V",29.80,92.91,"807 Vita Key","Lora Collins","5-31-2021","Shoes","MasterCard","SCSI",847082,"interface","Adolphburgh",36295,836.19,"Rustic Rubber Computer","driver"
"Female","11:7:35",1,"CA","solid state",201109,"Lakin, O'Connell and Monahan","PNG",76.35,"80296 Edythe Unions","Dr. Sophia Stehr","7-13-2021","Outdoors & Games","AMEX",false,false,2600205,"West Gersonport",25625,76.35,"Practical Concrete Shirt",23.90
"Female","3:2:41",1,"MO","programming",775059,"Considine PhD",2431569,84.04,"400 Haley Junction","Santino Smitham","3-10-2021","Outdoors, Games & Electronics","EWallet","application",5827888,6433928,"Lavinafurt",54473,84.04,"Sleek Steel Shoes",2979231
"Female","7:41:28",3,"LA","quantifying",325815,"Kshlerin DDS",47.47,0.41,"924 Cordelia Squares","Laurine Crona","9-1-2021","Jewelery","EWallet",false,73.51,947561,"North Federicotown",90237,1.23,"Awesome Cotton Shoes","virtual"
"Female","21:43:53",7,"RI",35.57,436282,"Auer V",7886991,78.69,"633 O'Hara Square","Audra Hills","10-18-2021","Beauty, Outdoors & Computers","Visa",8426196,true,4267356,"Tremblayfurt",19763,550.83,"Sleek Wooden Pants",37.35
"Male","13:50:54",9,"IA",6735526,824472,"Auer V",true,0.02,"72337 Goyette Lane","Mrs. Frida Bartoletti","2-25-2021","Sports & Kids","Cash",true,"bypass",true,"Sharonton",87864,0.18,"Awesome Wooden Pants",22.08
"Female","6:55:19",9,"SD","monitor",100579,"Lakin, O'Connell and Monahan",5535973,52.02,"77211 Hirthe Run","Heather Stehr","10-24-2021","Garden","MasterCard",true,true,true,"Lake Audreanne",19936,468.18,"Sleek Wooden Shirt",true
"Female","1:48:25",7,"CA",false,853591,"Auer V",true,99.48,"30861 Leland Inlet","Dan Upton I","9-25-2021","Beauty","EWallet",82.26,"parse","port","Earnestineview",49576,696.36,"Rustic Rubber Car",true
"Male","20:51:24",3,"VT","compressing",537095,"Kuphal, Spencer and Blanda",7041735,41.96,"8118 Damaris Route","Franco Howe IV","7-30-2021","Clothing","Visa",33.50,false,true,"New Anabel",38823,125.88,"Rustic Rubber Hat",6.32
"Female","3:54:47",5,"NY","reboot",749488,"Auer V",8303440,42.62,"9008 Thad Drives","Elmore Labadie Sr.","8-24-2021","Grocery & Kids","AMEX","open-source","connecting","online","Simonisberg",86826,213.10,"Sleek Cotton Chair","solid state"
"Male","11:9:5",3,"IL","parsing",177642,"Auer V",false,83.23,"1898 Littel Field","Ike Frami","9-1-2021","Books, Baby & Outdoors","AMEX",93.36,9112620,true,"Franciscostad",49530,249.69,"Small Steel Table","haptic"
"Female","15:38:53",3,"LA",1170342,964138,"Wiegand-Tillman",true,84.05,"566 Kassandra Mount","Dorris Kutch","8-30-2021","Health & Kids","Visa","calculating","TCP",27.11,"Lianaville",59492,252.15,"Sleek Wooden Shoes",63.07
"Male","11:22:7",7,"VT",16.05,223171,"Auer V",false,5.27,"73214 Jarret Lodge","Dell Lockman","10-9-2021","Shoes, Industrial & Outdoors","EWallet",2.66,true,false,"Huelsbury",53703,36.89,"Sleek Concrete Hat",false
"Female","9:5:38",8,"SD",55.00,942023,"Considine PhD",true,94.87,"4225 April Radial","Nella McDermott","4-21-2021","Shoes","Cash","transmit","ADP","USB","South Napoleonborough",62510,758.96,"Practical Cotton Shoes",98.87
"Male","21:38:18",8,"SD",78.46,521010,"Lakin, O'Connell and Monahan","bypassing",21.09,"1941 Gislason Station","Koby Metz","6-24-2021","Shoes & Tools","Cash",35.33,97.48,"capacitor","Liaview",54254,168.72,"Awesome Rubber Hat",8692766
"Male","9:18:7",5,"AR",3347959,562491,"McClure, Block and Franecki",9089034,23.90,"791 Boehm Brooks","Meaghan Jaskolski","9-27-2021","Movies & Health","Cash",5583357,"synthesize",5036632,"East Rowan",29287,119.50,"Small Rubber Shoes",9154750
"Female","14:2:30",4,"DE","synthesize",862799,"Armstrong, Strosin and Altenwerth",true,9.90,"6850 Ullrich Garden","Boyd Lynch","8-21-2021","Grocery","MasterCard","bypassing",7.19,false,"Robertashire",16212,39.60,"Intelligent Concrete Gloves","virtual"
"Male","3:54:12",7,"LA",4074666,905071,"Considine PhD","driver",41.72,"6117 Jocelyn Freeway","Carmine Hane","8-27-2021","Books","Visa",55.23,true,"XSS","East Walker",86599,292.04,"Gorgeous Granite Shirt",44.14
"Male","20:48:53",9,"DE",false,631925,"Parisian, Wolff and Gorczany",false,76.77,"310 Gage Via","Cordell Moore DVM","9-7-2021","Jewelery & Movies","MasterCard","optical",3883119,3392068,"Schummburgh",74751,690.93,"Incredible Granite Gloves",82.69
"Female","21:18:10",2,"NV",1892307,633649,"Kuphal, Spencer and Blanda",true,95.38,"212 Paucek Lane","Kieran Reichert","5-25-2021","Home & Books","Cash",31.28,true,true,"Lake Katelinton",26361,190.76,"Sleek Rubber Pants",false
"Male","23:22:54",3,"MI",false,459661,"Parisian, Wolff and Gorczany",72.97,58.18,"782 Lynch Park","Bernadine Rath I","8-19-2021","Kids & Music","EWallet","haptic",true,18.99,"North Yolandamouth",28036,174.54,"Incredible Wooden Computer",false
"Male","23:6:2",3,"FL",34.94,870657,"Wiegand-Tillman",97.32,69.17,"39595 Gorczany Brooks","Lamar McGlynn","8-31-2021","Home","Cash","connect",true,7557219,"Kirlinmouth",37766,207.51,"Practical Granite Hat",5256866
"Female","21:58:1",6,"TN",9189288,150656,"McClure, Block and Franecki","copying",57.35,"89280 Jakubowski Walk","Jerod Jenkins","9-4-2021","Industrial & Baby","MasterCard",692082,7924623,1676148,"Nathanshire",74715,344.10,"Sleek Plastic Car","EXE"
"Female","8:8:45",9,"CA",3673908,977143,"Armstrong, Strosin and Altenwerth",5312826,35.31,"6447 Clementine Place","Jocelyn Bergnaum","10-15-2021","Clothing","EWallet","HDD",3681998,3724480,"Hermannbury",73244,317.79,"Incredible Rubber Hat",3475806
"Female","23:36:2",10,"NH","EXE",208330,"Kshlerin DDS",6773402,32.85,"507 Corkery Shoal","Helene Schaefer","10-16-2021","Movies & Automotive","Visa",false,false,62.52,"Brakusville",95080,328.50,"Fantastic Concrete Hat",6124880
"Female","23:52:31",8,"IN","bluetooth",449061,"McClure, Block and Franecki",384555,98.46,"6823 Graham Circle","Miss Karl Harvey","9-30-2021","Health & Kids","Cash",true,42.48,5.60,"Susannamouth",64025,787.68,"Practical Plastic Chair",55.61
"Female","11:42:19",6,"LA",false,268865,"Wiegand-Tillman",67.84,61.20,"5814 Laila Fork","Dr. Claudia Wunsch","7-24-2021","Music","Visa",true,54.22,true,"Greenholtbury",22933,367.20,"Sleek Cotton Pants",80.30
"Male","16:34:40",10,"VT",2222624,510417,"Larkin-McClure",true,9.60,"1268 Anderson Square","Antonette Ferry","7-8-2021","Baby & Computers","EWallet",false,"1080p",3069704,"New Bernita",86189,96.00,"Fantastic Plastic Chair",90.50
"Female","16:42:57",5,"SC",8602974,204851,"Armstrong, Strosin and Altenwerth",4434469,80.07,"23668 Lindsay Court","Emily Walsh","7-16-2021","Computers, Books & Tools","Cash",9230166,"hacking",441418,"East Petermouth",32441,400.35,"Fantastic Plastic Table",1780810
"Male","2:29:27",4,"CA","port",276073,"Kuphal, Spencer and Blanda","cross-platform",86.05,"927 Kelli Walks","Caroline Grimes","6-30-2021","Movies, Grocery & Outdoors","MasterCard","synthesize","feed",6634039,"Halvorsonbury",50829,344.20,"Awesome Steel Shoes",true
"Female","15:12:53",8,"TN",4073767,762289,"McClure, Block and Franecki","bluetooth",56.10,"987 Curt Tunnel","Lazaro Breitenberg","10-20-2021","Beauty & Baby","MasterCard",false,34.86,"interface","North Neldaport",85476,448.80,"Awesome Granite Chair","override"
"Female","0:17:48",10,"NC",false,839708,"Armstrong, Strosin and Altenwerth",4734245,49.98,"9511 Cruickshank Parkways","Sanford Howell","8-30-2021","Health & Outdoors","AMEX",84.16,true,"bypass","Dickinsonton",84028,499.80,"Sleek Concrete Pants",42.22
"Male","6:46:40",5,"AL",false,632122,"Larkin-McClure",5222358,31.77,"6524 Davis Parkways","Salvatore O'Keefe","6-2-2021","Health","MasterCard",41.15,false,true,"Autumnville",10232,158.85,"Incredible Concrete Shirt",false
"Female","13:52:0",6,"TX",true,823563,"Auer V",8203862,79.43,"344 Corwin Camp","Dr. Octavia Schinner","7-31-2021","Beauty","EWallet",true,false,69.12,"New Florencio",90286,476.58,"Incredible Wooden Shirt",2054457
"Female","12:37:6",3,"AL",false,637149,"Kshlerin DDS",43.82,41.23,"61650 O'Connell Causeway","Antonia Bartell","10-1-2021","Tools & Garden","EWallet","generate","SMTP","transmit","Rosastad",82938,123.69,"Incredible Rubber Car",16.65
"Female","23:4:52",2,"NM","parsing",584548,"McClure, Block and Franecki",639086,38.51,"3679 Hilpert Mountain","Flavie White","4-25-2021","Computers & Jewelery","MasterCard","cross-platform","hacking","cross-platform","West Sherwoodfort",67721,77.02,"Awesome Steel Shoes",true
"Female","5:28:16",2,"NM","cross-platform",351180,"Kshlerin DDS","back up",36.41,"2258 Zakary Mountain","Mr. Esteban Ullrich","4-29-2021","Kids, Automotive & Clothing","Cash",76.57,435052,28.77,"Port Sterlingshire",24807,72.82,"Small Plastic Gloves",3799231
"Female","18:34:17",10,"AR","compress",965101,"Wiegand-Tillman",8831852,36.94,"72003 Denis Motorway","Maria Torp","5-18-2021","Baby","AMEX",false,51.10,41.14,"Wehnerfort",90924,369.40,"Sleek Rubber Shirt","hack"
"Female","18:22:6",8,"MT",26.66,456251,"Auer V","ADP",6.66,"57740 Allie Village","Bessie Fritsch","10-22-2021","Jewelery, Music & Electronics","Visa",false,"1080p","parsing","Port Adrian",24972,53.28,"Fantastic Rubber Pants",61.95
"Female","4:52:50",3,"SC","bypassing",195376,"Kshlerin DDS",7214458,94.70,"78884 Schmidt Views","Grayson Murphy","4-18-2021","Electronics","Visa",77.44,true,29.67,"Port Emiliano",17171,284.10,"Sleek Wooden Computer",false
"Female","15:14:19",3,"UT",42.29,724199,"Auer V",true,62.53,"7696 Turner Viaduct","Jamel Davis","9-30-2021","Industrial & Computers","EWallet",0.91,90.96,false,"New Mandyburgh",76575,187.59,"Rustic Rubber Shirt",true
"Female","7:22:27",8,"TX","USB",758717,"Lakin, O'Connell and Monahan",8632683,95.14,"5285 Hansen Meadows","Logan Prohaska","6-18-2021","Beauty, Health & Computers","AMEX",true,2.79,true,"Wilhelmstad",26578,761.12,"Ergonomic Rubber Table",true
"Female","19:13:57",9,"MI",78.29,612096,"Kshlerin DDS","digital",33.82,"5290 Garrett Track","Miss Alexanne Pollich","6-28-2021","Toys, Electronics & Beauty","Visa","navigate","connecting","wireless","Shaniaton",36279,304.38,"Ergonomic Steel Shirt","programming"
"Male","23:39:38",10,"WY",89.54,747175,"Parisian, Wolff and Gorczany",52.40,29.42,"282 Kunde Parkway","Deborah Walter","9-29-2021","Shoes & Toys","Cash",8597868,"open-source",5283486,"West Antonina",21495,294.20,"Incredible Plastic Chair",3573062
"Male","12:55:40",7,"TX",4285708,532187,"Parisian, Wolff and Gorczany",26.88,32.99,"75814 Pedro Brook","Mrs. Afton Abbott","5-10-2021","Books & Outdoors","Visa",63.24,8035545,"copy","New Marisa",72017,230.93,"Rustic Concrete Table",false
"Male","2:25:53",10,"WA",false,743353,"Kuphal, Spencer and Blanda",51.44,57.82,"87325 Pauline Glen","Josianne Hegmann Sr.","6-22-2021","Industrial","EWallet",6877283,true,false,"Lake Rozellaburgh",99505,578.20,"Intelligent Concrete Hat",59.54
"Female","14:41:28",6,"SD",true,998500,"Kshlerin DDS",false,88.02,"64922 Greenfelder Divide","Sabrina Leuschke V","10-21-2021","Outdoors & Books","AMEX",3797439,"generating",3841944,"Trevafort",71738,528.12,"Intelligent Concrete Pants",true
"Male","21:52:19",5,"CO",60.45,535130,"Parisian, Wolff and Gorczany",true,18.64,"55099 Claudine Street","Marlee Monahan","6-28-2021","Kids, Computers & Movies","EWallet",false,9.22,false,"Kossstad",48210,93.20,"Awesome Granite Hat",95.73
"Male","14:45:32",1,"SC",45.29,158778,"Auer V",7.57,43.83,"3641 Lexus Parkway","Kellie Shields","6-11-2021","Electronics, Baby & Beauty","EWallet",false,21.18,true,"Baileychester",13529,43.83,"Intelligent Wooden Shoes",true
"Male","15:35:19",4,"UT",95.95,106171,"Parisian, Wolff and Gorczany","auxiliary",62.25,"94122 Lorine Hollow","Charles Senger","1-17-2021","Industrial, Toys & Kids","Visa",3946535,8416562,false,"South Brookeport",56634,249.00,"Rustic Steel Shirt",250705
"Male","23:5:22",4,"VT","auxiliary",436793,"Considine PhD",false,96.97,"888 Balistreri Lodge","Ora Nader","8-25-2021","Computers & Books","MasterCard","transmit",true,"hack","Kleinfurt",79502,387.88,"Sleek Granite Table",82.26
"Female","2:7:41",7,"NE","synthesizing",382284,"McClure, Block and Franecki",7731057,77.72,"1808 Margret Mountains","Gerard Beier","10-9-2021","Beauty & Shoes","AMEX","programming",5633752,8886920,"New Terrenceland",20048,544.04,"Gorgeous Steel Table","auxiliary"
"Male","23:46:5",8,"WA",true,692495,"Kshlerin DDS","bypass",30.08,"9895 Boyer Loaf","Christelle Gorczany I","8-17-2021","Clothing, Home & Movies","Visa",69.59,172122,815208,"East Marshallshire",90115,240.64,"Fantastic Plastic Shoes",true
"Female","16:53:33",8,"IL",2650436,253099,"Kshlerin DDS",1638691,14.55,"967 Weber Spurs","Cruz Schulist","4-20-2021","Home","Cash",true,true,"circuit","South Martyshire",78235,116.40,"Rustic Plastic Hat","panel"
"Male","19:38:43",3,"SD","bypassing",396524,"Kshlerin DDS",6.18,13.85,"8845 Ruecker Ranch","Kaley Satterfield","6-17-2021","Tools, Garden & Outdoors","Cash",false,true,false,"Blancheburgh",37057,41.55,"Incredible Steel Gloves",false
"Male","0:34:12",2,"FL","generate",350829,"Larkin-McClure","digital",44.96,"699 Christiana Oval","Roselyn Rath III","10-22-2021","Electronics, Sports & Industrial","MasterCard",5.37,"redundant","navigating","New Ikeside",13793,89.92,"Incredible Concrete Pants",2240241
"Male","4:40:12",4,"MS",false,923129,"McClure, Block and Franecki",9040260,89.15,"8415 Nathan Pine","Margarette Boehm","11-27-2020","Garden & Games","EWallet",3204627,3334426,68.80,"South Isac",11024,356.60,"Ergonomic Cotton Gloves",382785
"Male","13:17:32",9,"OR","bus",142953,"Larkin-McClure","cross-platform",43.48,"8350 Samantha Trail","Tania Schaefer","9-12-2021","Books","Cash",true,4966026,53.56,"Lake Karsonport",97560,391.32,"Gorgeous Wooden Shoes","online"
"Female","5:30:21",4,"WI",25.94,658542,"Armstrong, Strosin and Altenwerth",7203322,25.72,"315 Haag Isle","Keira Heaney","9-23-2021","Grocery & Electronics","AMEX",false,75.86,74.47,"Javontown",59985,102.88,"Rustic Cotton Shirt",true
"Male","15:58:55",10,"MS",51.03,570222,"Parisian, Wolff and Gorczany",true,83.32,"651 Kelvin Parks","Sylvester Morar","5-13-2021","Sports & Tools","EWallet",9.87,"indexing",true,"Bednarmouth",37074,833.20,"Sleek Granite Gloves",7979300
"Female","16:27:35",10,"RI",62.22,343164,"Considine PhD",true,91.23,"52509 Turcotte Stream","Nicholas Lockman II","6-12-2021","Tools, Books & Health","MasterCard",true,11.28,false,"Millerton",13109,912.30,"Sleek Rubber Table",33.82
"Female","1:33:52",7,"OR",true,912109,"McClure, Block and Franecki",true,73.61,"777 Breitenberg Landing","Helmer Stracke","6-10-2021","Computers","AMEX",true,false,"hard drive","Hermannmouth",73511,515.27,"Rustic Plastic Pants",47.44
"Male","23:3:36",5,"AK","programming",796678,"Armstrong, Strosin and Altenwerth",8381759,38.32,"1379 Laura Cliffs","Hillary O'Kon","1-16-2021","Computers, Games & Industrial","Cash","calculating",79.61,"multi-byte","West Justenland",67137,191.60,"Sleek Rubber Car",5.99
"Female","15:1:1",3,"AK",45.79,122199,"Kshlerin DDS",1314858,41.76,"54685 Waino Isle","Miss Carlos Boyle","5-26-2021","Clothing, Toys & Beauty","Cash",4584653,4.63,411438,"West Steveborough",90840,125.28,"Awesome Wooden Computer",true
"Female","9:15:56",1,"WA",true,458280,"Wiegand-Tillman","microchip",89.22,"715 Cormier Island","Theodore Sawayn DDS","9-17-2021","Home, Industrial & Grocery","MasterCard",7816244,"quantifying",79.16,"Elvishaven",16959,89.22,"Intelligent Concrete Pants","open-source"
"Female","18:57:35",6,"TN",90.97,337729,"Lakin, O'Connell and Monahan","solid state",14.10,"5383 Albertha Course","Mariano Lueilwitz","10-21-2021","Beauty, Health & Industrial","EWallet",true,false,"matrix","New Ednafort",31579,84.60,"Small Plastic Pants","bus"
"Male","6:46:41",5,"VT",true,522506,"Kuphal, Spencer and Blanda",false,79.18,"27687 Joy Neck","Maya Spinka","4-27-2021","Grocery, Computers & Home","MasterCard","virtual",24.90,87.28,"Aurelieland",43014,395.90,"Incredible Plastic Car","programming"
"Male","7:46:2",2,"TX",87.59,345749,"Armstrong, Strosin and Altenwerth",50.25,55.98,"2081 Deanna Shoal","Dr. Marcelle Cremin","9-4-2021","Health, Sports & Jewelery","AMEX",true,false,"parse","East Jadon",91847,111.96,"Practical Concrete Shirt","primary"
"Female","18:15:48",9,"VT",false,250824,"Larkin-McClure",true,11.22,"591 Arely Fork","Ms. Sean Towne","8-9-2021","Movies & Garden","AMEX",false,34.19,false,"New Theaside",12962,100.98,"Ergonomic Steel Gloves",46.52
"Female","22:17:1",3,"MI",9266217,921817,"Larkin-McClure","transmit",25.73,"47221 Laury Flats","Alda Mosciski","1-24-2021","Electronics","EWallet","virtual",45.14,1885406,"Henrifurt",44686,77.19,"Incredible Wooden Shoes",68.43
"Male","12:53:40",7,"PA",7356295,204888,"Considine PhD",true,83.27,"256 Beahan Valleys","Gerald Hartmann I","9-13-2021","Beauty & Baby","EWallet",5343044,"XML",true,"East Londonview",35529,582.89,"Awesome Concrete Chair",4516569
"Male","8:19:39",1,"WY",4675247,754214,"Kshlerin DDS","compress",78.76,"60014 Gerry Underpass","Dr. Nelson Ullrich","10-9-2021","Books","MasterCard",3543096,"compress",3372694,"O'Reillyborough",91201,78.76,"Incredible Rubber Hat","back-end"
"Male","16:34:0",1,"NM",4863877,842556,"Parisian, Wolff and Gorczany","backing up",54.89,"48637 Bauch Causeway","Justus Mertz","10-7-2021","Games","MasterCard","JBOD",3211774,4577985,"North Joan",50974,54.89,"Incredible Rubber Chair",6431275
"Female","5:10:12",6,"AR",false,750577,"Lakin, O'Connell and Monahan",true,23.45,"27666 Katelynn Trafficway","Josefina Auer","7-20-2021","Beauty, Jewelery & Books","Cash",2339544,4279798,1777423,"Schadentown",51478,140.70,"Small Granite Shirt",true
"Female","21:41:28",3,"LA",3456551,585990,"Kshlerin DDS",52.54,73.79,"1952 Emilia Fall","Daphne Mayert","8-24-2021","Movies & Books","EWallet",75.81,false,true,"Cyriltown",38867,221.37,"Fantastic Rubber Shoes",51.46
"Female","15:40:25",1,"WV",40.73,150540,"Armstrong, Strosin and Altenwerth",true,18.42,"33770 Margarete Meadows","Randy Robel","8-23-2021","Electronics & Music","MasterCard",false,89.39,true,"East Janae",25855,18.42,"Intelligent Plastic Table",2.14
"Female","0:15:3",4,"MT",9273128,894534,"Armstrong, Strosin and Altenwerth","firewall",22.23,"6320 Jordy Freeway","Jordan Lang","5-26-2021","Music","EWallet",false,1.17,false,"Clairehaven",90976,88.92,"Sleek Concrete Computer",false
"Male","16:22:34",1,"HI",false,533690,"Wiegand-Tillman","connecting",82.88,"4007 Harris Knolls","Mrs. Romaine Brakus","10-18-2021","Beauty, Books & Outdoors","MasterCard",35.58,"open-source","multi-byte","McLaughlinmouth",76655,82.88,"Awesome Wooden Shoes",11.99
"Female","21:13:5",4,"HI",304150,110746,"Considine PhD",9181304,75.31,"35281 Waters Lakes","Octavia Little","9-23-2021","Kids & Baby","EWallet",true,1423467,"ADP","North Maximilianfurt",12113,301.24,"Gorgeous Wooden Table","microchip"
"Male","9:5:56",2,"NV",6811239,957145,"McClure, Block and Franecki",6451636,61.81,"62879 Hermiston Plaza","Oscar Altenwerth","9-12-2021","Jewelery & Electronics","AMEX",7946350,true,"SCSI","Lake Glendafurt",21678,123.62,"Awesome Plastic Pants",true
"Female","18:2:43",5,"DE","THX",655757,"Armstrong, Strosin and Altenwerth",49.79,16.12,"475 Boyer Falls","Maybell Ziemann","10-23-2021","Music & Sports","AMEX",46.44,2739211,95.44,"East Rethaland",66237,80.60,"Fantastic Wooden Chair",true
"Male","0:13:36",3,"MT",98.29,245843,"Considine PhD",60.77,46.73,"52913 Brekke Plains","Imelda Flatley PhD","4-29-2021","Movies & Grocery","Visa",true,56.32,"optical","Huelside",29188,140.19,"Fantastic Concrete Car",7414123
"Female","7:34:13",7,"WV",true,919119,"McClure, Block and Franecki",8.68,25.05,"15167 Minnie Mountain","Phyllis Jacobi","8-2-2021","Movies","Visa",false,true,58.25,"New Carashire",81416,175.35,"Small Steel Hat",false
"Male","9:37:25",2,"IA",true,150744,"Wiegand-Tillman",59.90,48.54,"580 Smith Lake","Gabrielle Beahan DVM","3-23-2021","Grocery","EWallet",83.58,46.51,"parse","Brittanychester",57187,97.08,"Gorgeous Wooden Computer",72.23
"Male","12:17:22",3,"MT",48.08,181608,"Kuphal, Spencer and Blanda","hard drive",15.63,"604 Sandy Springs","Erna Krajcik","9-21-2021","Jewelery & Garden","AMEX",false,70.60,"capacitor","Dorisstad",17542,46.89,"Gorgeous Wooden Shirt",false
"Female","15:55:39",3,"IA",60.64,636392,"Considine PhD","PNG",49.30,"33220 Schamberger Mall","Miss Lou Kassulke","9-26-2021","Jewelery & Home","Visa",93.04,2531747,"back up","Earlineview",17945,147.90,"Awesome Cotton Chair",68.14
"Female","8:3:48",7,"MD","SDD",358825,"McClure, Block and Franecki",80.96,24.85,"340 Predovic Prairie","Rowan Stanton","10-18-2021","Games","MasterCard","quantify",true,1554185,"East Gwen",13600,173.95,"Rustic Wooden Gloves","navigating"
"Female","1:35:48",10,"MI","primary",425615,"Parisian, Wolff and Gorczany",false,39.86,"75099 Mohr Shoal","Janis Dibbert","8-12-2021","Kids, Books & Sports","MasterCard",false,3672365,false,"Port Elvera",60999,398.60,"Gorgeous Concrete Hat",2446273
"Female","22:10:7",3,"SC","connecting",763514,"Lakin, O'Connell and Monahan",1570127,65.40,"9029 McCullough Square","Juana Kozey","2-23-2021","Movies & Health","Cash",8440059,"haptic",false,"North Demetris",62611,196.20,"Gorgeous Rubber Shirt",5525001
"Female","17:45:25",3,"IN","program",741090,"Parisian, Wolff and Gorczany","bluetooth",54.65,"897 Madisyn Stream","Manuela Ratke","8-20-2021","Games, Movies & Music","Visa",44.20,true,96.77,"Lake Kameron",58596,163.95,"Rustic Concrete Gloves",false
"Male","19:49:22",2,"ND",true,699107,"Larkin-McClure",99.33,65.21,"35361 Aliyah Lane","Mrs. Savanna Turner","10-14-2021","Clothing & Games","Visa",3171788,true,45.11,"Jaskolskiport",26495,130.42,"Intelligent Steel Shirt",8.06
"Female","0:46:39",2,"NM","panel",599460,"Considine PhD",false,21.58,"8411 Erdman Mill","Aimee Ernser","9-30-2021","Clothing, Baby & Computers","EWallet",5449155,32.63,6218891,"South Elbertstad",38522,43.16,"Fantastic Rubber Computer",false
"Male","3:16:19",10,"WV",3226794,586617,"Auer V",false,35.76,"8315 Retta Squares","Marcus Cassin","9-12-2021","Games, Electronics & Jewelery","AMEX",2890920,8196720,7937074,"Lynchburgh",77180,357.60,"Ergonomic Granite Hat",97.44
"Female","23:2:32",6,"UT","program",940254,"Considine PhD",82.68,21.53,"98237 Osinski Stravenue","Marta Gerlach","9-30-2021","Baby, Outdoors & Clothing","EWallet",2519115,5627436,"neural","East Sylviaport",11220,129.18,"Practical Plastic Hat",false
"Male","2:4:24",3,"MT","auxiliary",414474,"Larkin-McClure",false,60.29,"62113 Willow Views","Miss Viola Lehner","8-24-2021","Jewelery, Grocery & Outdoors","Visa","synthesizing","solid state",true,"Lake Shea",84279,180.87,"Practical Plastic Gloves","synthesize"
"Male","12:29:20",1,"MO",25.31,462160,"Kuphal, Spencer and Blanda",true,59.10,"3395 Grady Shores","Mrs. Brandy Johnston","9-9-2021","Health, Sports & Music","MasterCard",true,8628799,true,"South Noemouth",23105,59.10,"Sleek Wooden Hat","transmit"
"Male","1:6:24",6,"IN",false,419109,"Considine PhD",false,39.60,"9871 Vidal Turnpike","Ms. Name Lind","10-20-2021","Electronics, Books & Computers","AMEX",95.89,58.82,48.55,"Sammiehaven",20752,237.60,"Gorgeous Plastic Computer",84.93
"Male","11:4:42",10,"MS",true,101891,"Wiegand-Tillman",23.68,56.09,"1092 Murphy Lock","Bobby Green","7-3-2021","Tools & Computers","EWallet",20.97,10.26,73.59,"Lednerhaven",90129,560.90,"Small Plastic Shoes",23.44
"Male","12:34:45",4,"AR",true,457929,"Larkin-McClure",2207409,31.48,"144 Kautzer Alley","Mr. Mac Heathcote","10-20-2021","Grocery & Home","Cash",6335921,4403965,48.11,"Imafort",91059,125.92,"Incredible Rubber Car",true
"Male","7:34:18",10,"NV","back up",104742,"Armstrong, Strosin and Altenwerth","multi-byte",35.81,"29109 Earl Overpass","Brendon Ankunding","10-17-2021","Books, Movies & Shoes","AMEX","open-source",5017148,32.87,"South Katherine",24408,358.10,"Awesome Cotton Pants","IB"
"Female","2:58:48",4,"ND",true,190262,"Considine PhD","system",37.50,"350 Mia Canyon","Mercedes Mayert","7-7-2021","Industrial","EWallet",2455352,8507953,7529098,"Simeonport",52921,150.00,"Practical Granite Hat","array"
