PostalCode,PaymentType,capacitor,CustomerName,Date,Product,card,Gender,hard drive, ,Quantity,City,Total,ProductPrice,Address,monitor,panel,InvoiceId,Store,Department,Time,State
83858,"MasterCard",3039688,"Deangelo Predovic V","10-6-2021","Incredible Cotton Chair",1857220,"Male",2366143,"bus",10,"Port Vena",532.60,53.26,"58366 Fredrick Avenue","hacking","neural",889677,"Kshlerin DDS","Music, Sports & Books","2:42:38","NJ"
75651,"AMEX","pixel","Ms. Everette Larkin","3-13-2021","Sleek Wooden Car",66.40,"Female",true,"redundant",1,"Lake Chelseymouth",64.30,64.30,"1556 Maggio Isle",11.98,439758,171164,"Considine PhD","Music & Kids","6:14:55","SC"
60395,"Cash",78.15,"Dawn Halvorson","8-17-2021","Awesome Wooden Shirt","SMTP","Female",false,63.02,7,"East Wardtown",599.06,85.58,"8137 Paige Bridge",59.85,49.61,158457,"Armstrong, Strosin and Altenwerth","Computers","6:13:27","NH"
24483,"Cash",6349231,"Donnell Bradtke","8-10-2021","Practical Concrete Shirt",true,"Male",58.51,true,2,"Lake Mortimer",18.44,9.22,"170 Lindgren Groves",45.09,true,499916,"Auer V","Tools","12:42:16","OR"
34674,"EWallet",40.48,"Valentine Runolfsdottir","4-17-2021","Sleek Steel Table",true,"Male",26.16,89.14,2,"Gaetanoland",191.46,95.73,"84405 Baumbach Falls",false,98.72,214849,"Considine PhD","Electronics","7:16:49","WV"
52469,"Cash",false,"Kristopher Walter","8-25-2021","Incredible Wooden Table",true,"Male",37.94,4014634,8,"South Emanuelburgh",46.08,5.76,"4199 Ledner Stream",6851740,95.90,933779,"McClure, Block and Franecki","Outdoors & Tools","21:5:36","MN"
78867,"MasterCard",75.88,"Shanna Lockman MD","6-29-2021","Intelligent Wooden Table",99.74,"Male",true,260724,2,"South Nathanielville",60.78,30.39,"59500 Beau Mountain",true,8.41,441753,"Auer V","Outdoors","10:46:28","ME"
50327,"MasterCard",60.62,"Theodora O'Kon","3-19-2021","Incredible Granite Hat",7258759,"Female","bandwidth",false,6,"Ryanton",437.76,72.96,"42594 Elmer Branch","EXE",true,694143,"McClure, Block and Franecki","Health","1:7:12","AK"
45195,"EWallet","wireless","Citlalli Osinski","7-5-2021","Incredible Wooden Computer","capacitor","Female",false,4104776,6,"South Osbornefort",340.26,56.71,"367 Rempel Divide",false,50.63,516472,"Auer V","Health, Beauty & Clothing","20:38:1","ME"
24411,"Cash","generate","Karson Durgan","8-25-2021","Small Cotton Table","connecting","Male",69.68,false,10,"East Fritz",773.60,77.36,"6729 Ziemann Spring",true,18.42,495977,"Kshlerin DDS","Automotive & Health","20:20:55","NC"
23561,"MasterCard",5962287,"Deanna Witting","7-7-2021","Incredible Granite Hat",false,"Female",true,56.07,3,"Kautzerburgh",234.75,78.25,"3023 Kuhic Courts",79.32,true,562971,"Lakin, O'Connell and Monahan","Automotive & Games","17:5:12","TN"
52911,"Cash",92.14,"Ian Kub","4-26-2021","Rustic Rubber Table","virtual","Male","bluetooth","primary",10,"North Garfieldberg",434.30,43.43,"7984 Frami Flat","JSON",false,612224,"Considine PhD","Grocery","23:34:17","WV"
90613,"Cash",true,"Spencer Reichel","4-6-2021","Small Cotton Shoes",4236821,"Female",false,1648438,5,"Kundeton",177.80,35.56,"4513 Nikolaus Shores",2218877,51.48,884944,"Lakin, O'Connell and Monahan","Industrial, Outdoors & Jewelery","17:46:13","RI"
12897,"Cash",1.44,"Kurtis Adams","10-9-2021","Practical Concrete Table",true,"Female",87.58,"FTP",4,"South Yesseniafurt",297.84,74.46,"74631 Susie Courts",3277826,"transmitting",428018,"Lakin, O'Connell and Monahan","Tools","14:14:17","ID"
35411,"AMEX",5885658,"Miss Julianne Brekke","10-20-2021","Small Plastic Chair",9.24,"Female",true,"wireless",4,"South Kaleigh",23.92,5.98,"9749 Homenick Dale",7717751,8465667,538804,"Kuphal, Spencer and Blanda","Outdoors & Health","15:23:34","CO"
51697,"AMEX",1514370,"Mrs. Reuben Beatty","4-19-2021","Fantastic Cotton Shirt",5620298,"Male","connecting",2736445,6,"Cartwrightport",428.22,71.37,"8854 Klein Land","matrix",42.68,318619,"McClure, Block and Franecki","Home","12:36:22","NC"
99885,"MasterCard","online","Ms. Reina Macejkovic","8-31-2021","Ergonomic Concrete Gloves",true,"Male",8419777,70.37,2,"Port Bartfort",50.90,25.45,"3294 Wiegand Street",903309,"open-source",649212,"Lakin, O'Connell and Monahan","Music","16:45:56","KS"
72736,"EWallet","navigating","Mr. Ross Langosh","5-12-2021","Incredible Granite Hat",2.51,"Male",false,"override",10,"Faheyton",362.70,36.27,"26747 Rafaela Orchard",25.11,12.28,461380,"Lakin, O'Connell and Monahan","Books, Clothing & Jewelery","8:6:16","FL"
35420,"Visa",71.02,"Doris Pollich","10-13-2021","Ergonomic Steel Hat",6.99,"Male",false,false,3,"North Daisyland",99.27,33.09,"34509 Gardner Unions",56.17,true,751676,"Considine PhD","Tools, Garden & Books","5:59:4","LA"
53526,"MasterCard",true,"Antwon Mraz MD","5-28-2021","Fantastic Rubber Hat",true,"Male",false,78.43,1,"North Hipolito",40.89,40.89,"960 Morissette Mountain","parse",2397426,194773,"Armstrong, Strosin and Altenwerth","Shoes","15:8:31","SD"
72316,"Visa",59.12,"Pietro Keeling","8-30-2021","Gorgeous Granite Gloves",22.10,"Female","parse",true,2,"Delaneyland",35.40,17.70,"33773 Robel Field",true,true,714599,"Lakin, O'Connell and Monahan","Baby","11:10:4","MS"
92778,"MasterCard",1591019,"Mr. Baby Osinski","8-19-2021","Practical Wooden Table",true,"Male",5819016,"SDD",10,"Dickiborough",635.40,63.54,"75398 Fahey Locks",false,9213670,551784,"Wiegand-Tillman","Electronics, Tools & Grocery","6:57:58","WV"
72505,"Visa","connecting","Telly West","9-12-2021","Fantastic Granite Pants","hack","Male","microchip","monitor",4,"New Kariland",45.60,11.40,"5767 Schroeder Pines",4017467,"SQL",604282,"Kuphal, Spencer and Blanda","Baby, Home & Movies","23:8:21","IA"
64096,"Cash",8039457,"Antonetta Bergnaum","4-17-2021","Practical Wooden Hat","FTP","Female","digital",72.42,9,"New Wardtown",44.10,4.90,"505 Francesca Ford",7.99,"navigate",840090,"Lakin, O'Connell and Monahan","Music","12:55:37","MI"
32662,"AMEX","generate","Lydia Kuhic","4-17-2021","Rustic Wooden Chair",47.20,"Male","USB",57.19,3,"South Trudiestad",124.08,41.36,"96465 Brenden Trafficway",92.72,true,489921,"Auer V","Clothing & Beauty","7:1:51","WV"
88748,"AMEX",35.68,"Vito Halvorson","9-17-2021","Ergonomic Concrete Table",true,"Female",18.96,8.23,9,"North Ezequielport",276.66,30.74,"2762 Rau Cape",44.18,true,274739,"Larkin-McClure","Computers","12:34:46","SC"
90679,"EWallet",false,"Ryder Olson","3-11-2021","Sleek Wooden Computer",false,"Female",42.59,"hard drive",5,"Shanahanland",297.40,59.48,"4197 Zieme Curve",29.02,91.79,958689,"Auer V","Home & Outdoors","14:17:32","AL"
50265,"MasterCard",true,"Eldon Kreiger III","1-9-2021","Practical Cotton Computer",false,"Male","feed",50.52,4,"Abbottberg",291.80,72.95,"778 Serenity Viaduct",86.86,"transmitting",571635,"Wiegand-Tillman","Outdoors","20:32:37","TN"
22568,"Visa",6812314,"Carson Pollich","4-21-2021","Awesome Wooden Pants","navigating","Male","PCI",47.79,6,"Easterfurt",34.98,5.83,"581 Schimmel Run","AGP",8382918,834218,"Considine PhD","Shoes, Movies & Garden","20:25:10","VA"
56318,"EWallet","synthesize","Dereck Wisozk","6-11-2021","Incredible Granite Pants","1080p","Female","bandwidth",32.57,10,"Merlland",873.70,87.37,"430 Randy Forge",6341640,"connect",861327,"McClure, Block and Franecki","Baby","12:30:2","SC"
35355,"EWallet",71.74,"Jon Gerhold","6-26-2021","Rustic Rubber Car",95.59,"Female",false,"panel",4,"Lake Alvena",269.44,67.36,"3469 Kutch Prairie",39.55,false,499732,"Lakin, O'Connell and Monahan","Computers, Kids & Grocery","3:17:42","MO"
36313,"AMEX",false,"Pearl Becker","10-24-2021","Practical Steel Gloves",74.84,"Female",true,2119408,2,"South Princess",55.60,27.80,"153 Alexandrea Creek",40.87,false,414743,"Wiegand-Tillman","Shoes","10:59:27","IA"
10927,"Cash",89.13,"Shad Cassin","10-4-2021","Ergonomic Concrete Car",false,"Female",true,38.68,8,"South Brycen",350.16,43.77,"616 Francisca Expressway",false,false,234304,"McClure, Block and Franecki","Home & Health","7:31:55","AR"
93251,"AMEX","navigating","Lelia Gleason I","7-12-2021","Rustic Wooden Shirt",3476821,"Female",true,true,10,"Waelchiside",928.00,92.80,"47346 Fadel Road",92.98,55.87,192436,"Kshlerin DDS","Outdoors","1:5:25","KS"
14066,"EWallet","calculate","Claud Bernier MD","5-5-2021","Ergonomic Cotton Hat",74.92,"Male","parsing",true,8,"Mannberg",480.08,60.01,"36062 Lori Village",23.65,"array",804478,"Armstrong, Strosin and Altenwerth","Grocery, Movies & Garden","5:46:20","TX"
50904,"Cash","FTP","Bernardo Kris V","2-13-2021","Fantastic Plastic Pants",23.40,"Female","PCI","hacking",5,"South Effieberg",122.05,24.41,"69458 Hickle Dale",82.20,"ADP",294106,"Larkin-McClure","Grocery & Industrial","23:9:51","MA"
65624,"AMEX","feed","Makenzie Legros","10-14-2021","Intelligent Steel Hat",6608156,"Male","SDD","hard drive",7,"Donnamouth",365.40,52.20,"5486 Schoen Gateway",82.93,"system",880568,"Parisian, Wolff and Gorczany","Health, Home & Beauty","0:40:5","CA"
12306,"Cash","back-end","Heaven Morar IV","3-17-2021","Practical Plastic Table","auxiliary","Male","parse",false,3,"Estellville",137.91,45.97,"9797 Grimes Union","alarm",4988746,627718,"Auer V","Kids & Music","3:37:3","MA"
73414,"EWallet",39.93,"Luella Krajcik DDS","1-2-2021","Intelligent Concrete Computer",75.50,"Male",26.33,88.70,4,"New Willyton",258.12,64.53,"705 Eda Square",24.64,75.07,386592,"Considine PhD","Electronics","7:40:17","NM"
91520,"AMEX",7.50,"Kasey Jerde","10-16-2021","Incredible Plastic Shirt",true,"Female",40.14,99.54,2,"Port Antwonbury",172.46,86.23,"39432 Pinkie Parkway",true,85.28,323252,"Larkin-McClure","Garden","19:39:19","KS"
17732,"AMEX",11.77,"Miss Prudence Ferry","6-4-2021","Intelligent Plastic Chair","generate","Female",5456405,60.46,6,"Priceburgh",185.94,30.99,"96422 Erik Alley",5473223,43.73,209543,"Auer V","Games & Shoes","0:32:43","AK"
34965,"EWallet","IB","America Keeling III","8-17-2021","Awesome Rubber Pants",true,"Male",31627,6547014,4,"North Kian",28.88,7.22,"4889 Cooper Loaf",8785618,590571,601287,"Kshlerin DDS","Garden, Shoes & Tools","6:39:30","PA"
50342,"Cash","synthesizing","Tressa Bashirian Jr.","6-28-2021","Gorgeous Rubber Shirt",43.86,"Male",8900589,"hack",1,"Beahanview",68.80,68.80,"659 Bechtelar Heights",65.99,"neural",197685,"Larkin-McClure","Movies & Clothing","0:1:37","RI"
64392,"MasterCard",66.12,"Dr. Merl Mills","4-7-2021","Small Cotton Computer","XML","Female",true,9282166,5,"Lake Noeliaton",119.40,23.88,"8431 Jerrod Divide","neural",false,448234,"Wiegand-Tillman","Music","13:12:14","NE"
43455,"Cash","microchip","Nyah Rogahn","6-11-2021","Incredible Plastic Pants",86.93,"Male","EXE",8410983,10,"South Ozellaville",2.20,0.22,"9002 Rowe Dale",false,95.64,341009,"Larkin-McClure","Kids, Outdoors & Shoes","2:13:37","IL"
66846,"AMEX",6325983,"Deion Lemke MD","7-1-2021","Fantastic Wooden Shirt",3923102,"Female","RSS",70.39,4,"South Andres",332.68,83.17,"3168 Larkin Lane",93.45,true,844736,"Auer V","Industrial & Kids","2:41:52","WV"
53420,"Visa",79.09,"Miss Eva Kutch","3-27-2021","Small Cotton Computer",2.56,"Male","overriding",4538803,2,"Port Moses",189.94,94.97,"572 Altenwerth Mountains",51.24,false,863677,"Kshlerin DDS","Music, Clothing & Beauty","7:21:2","KY"
83498,"MasterCard",true,"Theodore Murray DDS","9-26-2021","Small Concrete Chair",87.31,"Male",3373097,true,9,"South Zechariah",170.37,18.93,"10116 Barrows Mall",75.56,2588882,485185,"McClure, Block and Franecki","Baby","17:27:28","CT"
70982,"MasterCard","quantify","Oda Kautzer","6-29-2021","Sleek Rubber Shirt",10.86,"Male",5402696,true,9,"Kleinstad",890.46,98.94,"50038 Orland Loaf",8966790,6046469,231921,"Kshlerin DDS","Books & Tools","18:29:36","CA"
39817,"EWallet",3472342,"Era Wolf","8-22-2021","Fantastic Cotton Pants",8259087,"Male",3440719,"firewall",10,"O'Keefeton",321.30,32.13,"772 Randall Centers",8896390,"synthesizing",901871,"Lakin, O'Connell and Monahan","Automotive & Toys","20:31:28","NH"
33297,"EWallet",false,"Allie Weimann","4-27-2021","Practical Concrete Shirt",344286,"Female","SDD","array",1,"Wintheiserfort",64.55,64.55,"590 Walsh Burg","feed",65.71,493358,"Kuphal, Spencer and Blanda","Music","10:25:39","IA"
65537,"Cash","bluetooth","Joesph McCullough III","10-22-2021","Incredible Plastic Pants",true,"Male",47.58,"THX",3,"East Bradford",283.02,94.34,"47490 Will Tunnel","digital",true,143720,"Kuphal, Spencer and Blanda","Electronics, Games & Home","15:19:44","LA"
65794,"Cash",true,"Skye Marks","10-13-2021","Sleek Granite Table",true,"Female",true,false,4,"South Lamont",330.64,82.66,"1336 Dean Island",25.35,false,578180,"Lakin, O'Connell and Monahan","Beauty & Games","11:1:37","NC"
50963,"Cash",40.70,"Ms. Justine Kovacek","10-24-2021","Rustic Plastic Shoes",64.54,"Male",true,true,6,"New Kristin",157.50,26.25,"6662 Mallie Loop",true,12.35,862235,"Kuphal, Spencer and Blanda","Beauty","19:13:42","CT"
86387,"Visa",25.15,"Kayla Barton III","10-23-2021","Practical Rubber Pants",false,"Female",11.86,71.50,9,"Sengerfurt",81.36,9.04,"80585 Ivy Drives",7.49,true,118548,"Larkin-McClure","Computers & Home","20:2:11","KS"
58079,"EWallet",3585712,"Manley Bernhard DDS","9-11-2021","Practical Cotton Shirt","compress","Male",true,9306715,5,"Lydachester",282.50,56.50,"4762 Hettinger Grove","FTP",true,662840,"Considine PhD","Movies & Books","13:47:31","AK"
27349,"Visa","multi-byte","Brett Effertz","9-30-2021","Sleek Granite Car",7.29,"Male",2109878,"XSS",8,"Herzogland",19.44,2.43,"1306 Denesik Unions","navigate",false,211989,"Larkin-McClure","Games","13:14:19","MA"
14183,"Visa","solid state","Zetta Stiedemann I","4-6-2021","Gorgeous Concrete Gloves","navigating","Male","solid state","SQL",9,"Port Dedrick",306.00,34.00,"20011 Barrows Shore",14.30,"calculate",362553,"Parisian, Wolff and Gorczany","Music","20:25:8","MS"
90883,"MasterCard",0.16,"Dorothea Harvey","8-13-2021","Fantastic Wooden Shoes",false,"Female",4091279,75.23,9,"Joelfort",245.43,27.27,"1760 Schoen Hollow","alarm","panel",219806,"Wiegand-Tillman","Music & Games","22:18:38","ME"
82908,"Cash",11.29,"Abraham Schultz","4-7-2021","Sleek Wooden Hat",47.24,"Female",false,true,7,"Joannieview",183.54,26.22,"1968 Osinski Extensions",8479258,false,841887,"Lakin, O'Connell and Monahan","Sports, Kids & Outdoors","19:47:50","ND"
20725,"EWallet",35.56,"Mr. Steve Zulauf","10-5-2021","Sleek Wooden Pants",59.01,"Male",true,true,5,"Lake Carlie",265.55,53.11,"47189 Dooley Trail",8.16,false,401134,"Kshlerin DDS","Kids","4:39:19","VT"
99314,"Visa",20.41,"Name Cremin","9-28-2021","Intelligent Rubber Table",9322242,"Female",6.52,69.84,9,"North Wiltonton",749.61,83.29,"348 Gleichner Islands","HDD",56.09,940106,"Kuphal, Spencer and Blanda","Books","3:27:50","WY"
46677,"Cash",5317441,"Gilberto Leffler","10-24-2021","Intelligent Cotton Computer",41.52,"Male",true,"feed",5,"Lennyburgh",415.25,83.05,"27454 Chad Views","indexing",53.32,536018,"Parisian, Wolff and Gorczany","Sports, Baby & Grocery","18:17:7","GA"
76650,"EWallet","USB","Graciela Sanford","3-8-2021","Incredible Steel Shoes",true,"Male","compressing",false,10,"Neldaberg",610.90,61.09,"8708 Reynolds Oval","hack",true,639231,"Larkin-McClure","Clothing","11:33:22","MI"
32871,"MasterCard","online","Dallas Becker III","10-2-2021","Incredible Rubber Chair","SAS","Female",46.46,7007385,1,"Bechtelarland",83.96,83.96,"15184 Witting Points",6712860,"transmit",102676,"Auer V","Beauty & Sports","2:8:36","IN"
66859,"AMEX",false,"Abby Eichmann III","7-31-2021","Intelligent Wooden Car",68.18,"Male","input",1115188,9,"Madilynport",886.32,98.48,"2634 Zieme Isle",false,1940927,246832,"Larkin-McClure","Shoes & Sports","1:56:1","LA"
59609,"Cash",56.48,"Jacey Hegmann","8-30-2021","Ergonomic Wooden Hat",5130851,"Male","generate",true,2,"South Juvenal",112.62,56.31,"3668 Alicia Extensions",42.11,true,208194,"McClure, Block and Franecki","Health, Baby & Clothing","8:52:20","IL"
75446,"MasterCard",53.56,"Fred Hoeger","5-18-2021","Sleek Steel Hat",77.37,"Female",true,true,1,"Rudolphchester",96.99,96.99,"2350 Marlee Union",false,16.60,939172,"Parisian, Wolff and Gorczany","Computers, Beauty & Games","23:9:38","MD"
66626,"Visa",38.38,"Modesto Schinner","9-10-2021","Intelligent Concrete Pants",false,"Male",24.78,87.86,2,"West Madison",138.14,69.07,"3350 Okuneva Cliff",11.28,270168,137641,"McClure, Block and Franecki","Grocery & Tools","4:5:29","MS"
19329,"MasterCard",true,"Quinten Reichel","3-16-2021","Practical Plastic Hat",86.45,"Male","open-source",72.68,1,"East Raphaellestad",28.65,28.65,"367 Constance Dale",true,3619926,911443,"Parisian, Wolff and Gorczany","Kids, Books & Sports","7:29:21","ND"
35720,"Cash",4561907,"Vada Parker","9-16-2021","Small Plastic Shirt","transmit","Male",68.16,6620381,5,"Bechtelarfurt",399.00,79.80,"76708 Nikolas Orchard","navigating","navigating",620693,"Kuphal, Spencer and Blanda","Beauty","19:17:51","AZ"
55011,"Cash",66.53,"Eleanora Bogisich","4-6-2021","Intelligent Rubber Car",6818953,"Male","haptic","pixel",1,"West Maye",81.90,81.90,"8426 Alyson Court",94.51,"sensor",678201,"Considine PhD","Outdoors & Grocery","12:42:54","OH"
71882,"MasterCard","transmit","Lillie Rau","7-29-2021","Intelligent Concrete Shirt",true,"Female",false,true,4,"East Arnoldo",69.48,17.37,"67675 Mitchel Roads","1080p","program",946986,"Lakin, O'Connell and Monahan","Automotive & Sports","13:51:54","ME"
50733,"EWallet",89.35,"Vicky Bailey","8-3-2021","Fantastic Wooden Hat",24.95,"Male",false,"redundant",2,"West Antonina",187.36,93.68,"2908 Trantow Light",false,"interface",407204,"Auer V","Beauty & Clothing","12:49:18","OK"
75818,"Visa",5648326,"Dudley Jaskolski","10-25-2021","Ergonomic Wooden Pants",82.78,"Female",false,"AGP",2,"East Madyson",102.62,51.31,"85189 Herzog Glen",5.24,54.93,323811,"Considine PhD","Electronics","5:54:42","AR"
94154,"AMEX","parsing","Markus Fisher","4-26-2021","Sleek Plastic Gloves","array","Male",false,"connect",5,"Ernestfort",411.55,82.31,"51791 Angie Spur",62.29,13.54,999313,"Considine PhD","Kids","7:6:6","LA"
38013,"Visa","SCSI","Serenity Wintheiser","8-29-2021","Sleek Rubber Computer",5480417,"Male","connecting",84.80,5,"West Clarkview",196.15,39.23,"784 Tanya Drive",false,"bus",713950,"Considine PhD","Books","11:27:4","NH"
20344,"MasterCard",23.20,"Anya Emmerich","12-24-2020","Gorgeous Granite Chair","navigating","Male",82.77,"sensor",9,"Abbigailmouth",18.45,2.05,"85213 Leila Divide",false,67.88,288526,"Kshlerin DDS","Movies, Clothing & Games","12:4:44","GA"
93644,"Cash","copy","Ms. Kendra Schmidt","6-18-2021","Incredible Concrete Table",false,"Female",7.05,false,6,"East Celestinoshire",89.46,14.91,"6124 Rohan Knoll",66.48,"navigating",582507,"Kshlerin DDS","Grocery","2:27:11","ND"
38893,"MasterCard",5.22,"Verdie Zboncak","6-17-2021","Practical Concrete Computer","bypassing","Female",true,"override",3,"Hartmannchester",81.03,27.01,"333 Wiegand Rapids","redundant",true,222072,"Armstrong, Strosin and Altenwerth","Health","18:7:25","SC"
80415,"MasterCard",true,"Laverne Toy Jr.","6-26-2021","Incredible Cotton Hat",33.42,"Male",83.77,45.72,9,"Kadeview",191.07,21.23,"73856 Paucek Prairie",true,32.16,807130,"Lakin, O'Connell and Monahan","Clothing","8:1:46","DE"
85514,"Cash",54.64,"Sigmund Flatley III","10-20-2021","Sleek Steel Chair",true,"Female",81.13,30.52,8,"Lemkeside",259.20,32.40,"666 Theo Ferry",66.86,33243,554697,"Lakin, O'Connell and Monahan","Tools","9:16:53","AZ"
67362,"Visa",7082610,"Javier Berge","8-16-2021","Gorgeous Wooden Hat","capacitor","Female",65.88,true,8,"South Rhettmouth",365.28,45.66,"5611 Andres Viaduct",8612043,"solid state",750664,"Armstrong, Strosin and Altenwerth","Movies, Outdoors & Jewelery","3:52:12","KS"
29808,"Cash",4798898,"Barton Kiehn V","6-16-2021","Sleek Plastic Hat",5070425,"Female","feed",164151,4,"Koreyside",177.28,44.32,"765 Trudie Path",4528141,4199188,588603,"Armstrong, Strosin and Altenwerth","Home","19:43:44","OR"
71228,"AMEX",396321,"Paolo Mayer I","3-2-2021","Awesome Granite Car",2511500,"Female",true,"system",3,"Port Keeley",31.71,10.57,"168 Bins River",7863127,9280907,518560,"Kshlerin DDS","Music, Health & Electronics","9:21:47","ME"
18988,"Visa",79.75,"Mrs. Hugh Feil","10-24-2021","Small Cotton Shoes",true,"Male",92.95,true,8,"Treutelchester",230.24,28.78,"630 Willms Fields",true,41.83,278575,"Kshlerin DDS","Automotive, Grocery & Outdoors","13:37:51","WY"
63443,"Cash",47.14,"Wilton Howell","9-30-2021","Gorgeous Steel Gloves",70.60,"Female",true,false,9,"West Steveberg",394.65,43.85,"113 Cloyd Falls",false,true,565654,"Considine PhD","Music, Jewelery & Outdoors","12:57:43","IN"
77656,"Visa",59.08,"Gilbert Kuhlman","6-16-2021","Ergonomic Cotton Computer",95.44,"Male",true,17.52,9,"Dooleyburgh",70.65,7.85,"440 Johathan Fall",40.97,true,152550,"Parisian, Wolff and Gorczany","Health, Garden & Industrial","8:39:23","WA"
35257,"Visa",true,"Emelie Sawayn","3-9-2021","Small Cotton Shoes",52.45,"Female","PNG","generate",1,"Kayleechester",26.33,26.33,"15905 Lon Spring",true,"generate",656509,"Auer V","Sports & Kids","4:21:29","OH"
17917,"EWallet",7130991,"Miss Ona Hartmann","1-20-2021","Sleek Concrete Computer",false,"Female",1894276,8115112,6,"Reillyshire",142.56,23.76,"390 Earline Island",true,"parsing",375739,"Larkin-McClure","Kids & Garden","1:15:19","ND"
74930,"Visa",72.24,"Lily Larson","7-2-2021","Gorgeous Cotton Hat",96.08,"Male",7013660,9012014,9,"Kingport",744.48,82.72,"38984 Cheyanne Rapids","FTP","online",101517,"Lakin, O'Connell and Monahan","Shoes","8:11:28","OR"
25307,"EWallet",53.08,"Velma Medhurst","9-22-2021","Ergonomic Cotton Hat",true,"Male",39.28,"cross-platform",9,"Kaletown",717.93,79.77,"2336 Ike Courts","hack","TCP",598034,"Kuphal, Spencer and Blanda","Tools","11:20:25","KS"
51258,"Visa",1536842,"Erik Ryan","10-19-2021","Gorgeous Wooden Shoes","bypassing","Female",3864431,true,10,"Port Jayland",515.10,51.51,"17756 Olson Vista","compressing","circuit",851251,"Auer V","Toys","18:48:21","NV"
25198,"AMEX","port","Janie Rohan","9-9-2021","Awesome Concrete Gloves",32.03,"Female",94.79,44.84,10,"Boganstad",239.00,23.90,"616 Elroy Road","JSON",43.46,121924,"Parisian, Wolff and Gorczany","Books & Home","8:54:37","NJ"
27294,"MasterCard",26.92,"King Feeney","1-24-2021","Gorgeous Steel Shoes","mobile","Female","COM","circuit",5,"Lake Namemouth",90.95,18.19,"642 Kohler River",72.56,false,308802,"Parisian, Wolff and Gorczany","Baby","11:57:34","MD"
36627,"MasterCard",true,"Loren Schinner III","6-2-2021","Ergonomic Wooden Chair",21.16,"Male",2601220,false,10,"Chadrickmouth",320.10,32.01,"1342 Marcelo Mountain",5700673,59.17,209397,"Kuphal, Spencer and Blanda","Health","22:37:6","WI"
32659,"AMEX","digital","Mrs. Adele Lynch","9-23-2021","Sleek Cotton Pants",false,"Male",68.45,"auxiliary",8,"Abdullahshire",474.32,59.29,"38476 Windler Tunnel",false,9335894,734377,"Auer V","Books & Clothing","5:41:17","CT"
57092,"AMEX","synthesize","Wayne Douglas IV","9-21-2021","Small Cotton Chair",90.75,"Male",2384168,5726286,2,"North Arnaldostad",182.68,91.34,"750 Kilback Shoal","RSS","open-source",174856,"Wiegand-Tillman","Baby & Beauty","5:48:29","RI"
28556,"Visa",true,"Cooper Smitham DVM","9-28-2021","Rustic Rubber Gloves",5249670,"Female","bypass",0.80,10,"Port Friedaview",108.90,10.89,"73161 Julien Motorway",974142,9185862,353037,"Kshlerin DDS","Shoes","2:54:21","NY"
72746,"Cash","back-end","Kelli Fadel","10-6-2021","Intelligent Cotton Shirt",8677846,"Female",96.29,8685547,3,"South Eladio",83.79,27.93,"771 Christina Harbor",5460874,true,830573,"Larkin-McClure","Movies & Shoes","4:54:5","WV"
57930,"EWallet","USB","Genevieve Kilback","10-24-2021","Incredible Granite Pants",7995419,"Female",true,43.41,6,"Russtown",125.28,20.88,"472 Kayleigh Villages",true,true,566283,"Parisian, Wolff and Gorczany","Kids & Sports","14:5:9","MD"
13034,"Visa",1002345,"Estella Prosacco","7-17-2021","Sleek Plastic Shoes",17.79,"Male",15.05,4547786,9,"Eichmannview",442.89,49.21,"2483 Corwin Loaf",98.32,true,219243,"McClure, Block and Franecki","Industrial, Baby & Toys","16:46:46","ND"
10792,"AMEX",true,"Belle Abbott DDS","9-25-2021","Intelligent Plastic Pants",9.73,"Male",true,2756065,7,"Meaganchester",610.61,87.23,"4658 Shanon Street",8611332,false,680400,"McClure, Block and Franecki","Clothing & Home","7:15:52","ID"
97971,"Cash",1615860,"Connor Lehner","7-8-2021","Gorgeous Plastic Chair",34.01,"Female",8767556,"neural",8,"Gradyland",781.20,97.65,"9306 Wisozk Station",false,"online",659530,"Kuphal, Spencer and Blanda","Industrial & Sports","3:42:53","AK"
97076,"EWallet",82.90,"Gaylord Medhurst","9-20-2021","Practical Concrete Car",4700042,"Female",4612025,190034,7,"Lake Marcus",224.42,32.06,"466 Crooks Expressway","solid state",27.16,952938,"Larkin-McClure","Home, Music & Computers","15:7:0","MN"
12439,"Cash",6838290,"Ms. Israel Sanford","10-2-2021","Gorgeous Concrete Computer",49.62,"Female",true,"synthesize",1,"Ryleighland",25.67,25.67,"8725 Alfreda Circles",6360719,48.64,884121,"Larkin-McClure","Tools","19:17:4","SD"
54332,"EWallet",98.12,"Keeley Carter","2-27-2021","Small Steel Shoes",false,"Female",97.23,6754362,3,"Port Marielleshire",187.05,62.35,"67019 Stracke Field",8903363,true,757259,"McClure, Block and Franecki","Home","8:44:34","MT"
74934,"AMEX",95.37,"Sigurd Kassulke","9-28-2021","Small Steel Table",807403,"Male",true,false,5,"Port Vivianebury",268.55,53.71,"18500 Kane Station",true,55.31,386413,"Kshlerin DDS","Outdoors","23:29:41","NH"
20067,"Visa",54.00,"Delia Hermann DVM","10-11-2021","Intelligent Granite Pants",77.10,"Female",true,false,5,"Keyonstad",491.25,98.25,"45263 Kassulke Unions",72.81,22.69,908110,"Kuphal, Spencer and Blanda","Beauty, Home & Clothing","2:6:48","KS"
