City,system,hard drive,port,InvoiceId,system,State,Time,CustomerName,Date,ProductPrice,Address,alarm,Department,card,Store,Gender,Total,PostalCode,bandwidth,Quantity,Product,PaymentType
"Fanniemouth","PCI",16.30,6284845,547047,"backing up","NM","11:12:17","Carley Kerluke","10-9-2021",50.56,"19166 Shields Flats",99.53,"Garden & Sports",4868442,"Lakin, O'Connell and Monahan","Male",50.56,45501,8518748,1,"Small Plastic Gloves","Cash"
"New Abdullahstad",619289,4.80,false,829199,5937299,"GA","23:10:44","Malinda Williamson","4-6-2021",54.58,"38551 Ward Mountains","generate","Music & Computers",5690817,"McClure, Block and Franecki","Male",54.58,21346,59.10,1,"Practical Cotton Shoes","Visa"
"North Denisland",7895361,"SQL",31.13,805456,543344,"SC","6:38:0","Clarissa Renner MD","10-18-2021",94.71,"94172 Beer Ports",true,"Home",true,"Kuphal, Spencer and Blanda","Male",473.55,75154,59.13,5,"Awesome Plastic Shoes","MasterCard"
"North Desmond",false,false,true,836471,false,"TN","2:45:4","Ethyl Rippin","5-7-2021",93.72,"4800 Ziemann Streets",true,"Baby, Tools & Jewelery",819741,"McClure, Block and Franecki","Female",749.76,65995,4483745,8,"Ergonomic Granite Chair","AMEX"
"New Berniceburgh",66.24,"auxiliary","1080p",406110,76.30,"RI","2:37:37","Caterina Schulist","10-4-2021",8.57,"537 Aufderhar Pine","primary","Tools & Books",8603794,"Wiegand-Tillman","Female",25.71,31117,"open-source",3,"Incredible Plastic Computer","Cash"
"Rutherfordmouth",false,"redundant",true,863171,false,"FL","13:4:34","Wilford Reichel","9-18-2021",15.16,"72847 DuBuque Mill",8189689,"Shoes","compressing","Lakin, O'Connell and Monahan","Male",75.80,39058,false,5,"Gorgeous Granite Pants","AMEX"
"Hayesburgh","JBOD",71.73,"XML",678723,"compressing","OK","10:44:29","Chaim Quigley","5-15-2021",24.52,"929 Athena Mills",66.72,"Computers","FTP","Larkin-McClure","Female",98.08,75085,99.14,4,"Awesome Rubber Computer","EWallet"
"Lake Reecefort",8964565,true,5908424,742583,732625,"HI","17:50:41","Ms. Eloy Kris","9-16-2021",25.54,"1629 Lee Village",true,"Sports & Jewelery",false,"Kshlerin DDS","Male",153.24,94999,265209,6,"Practical Cotton Hat","Cash"
"North Aidan",true,false,19.57,628325,false,"NV","18:59:3","Faustino Hessel","3-29-2021",20.27,"990 Klocko Forges","transmitting","Outdoors",false,"Lakin, O'Connell and Monahan","Female",40.54,75078,37.78,2,"Practical Concrete Table","Cash"
"Greenholthaven",true,84.61,true,440912,true,"NE","4:44:26","Amira Douglas MD","9-6-2021",84.46,"27874 Dale Gardens",false,"Music",false,"Lakin, O'Connell and Monahan","Male",422.30,12736,2570246,5,"Rustic Concrete Shoes","Visa"
"Graceview",false,78.33,40.49,500164,false,"FL","11:51:31","Nya Barton","9-23-2021",72.22,"38090 Abagail Flat","multi-byte","Computers, Industrial & Sports","transmitting","Auer V","Female",361.10,15179,true,5,"Practical Rubber Chair","Cash"
"Herzoghaven",6768820,"online",false,343368,4183155,"NV","16:53:9","Dr. Donald Waelchi","10-22-2021",35.24,"7492 Richie Shoal",8834802,"Books",3245480,"Parisian, Wolff and Gorczany","Male",176.20,22148,"synthesize",5,"Practical Wooden Gloves","EWallet"
"Kochview",true,"array",2328488,599645,false,"NJ","19:6:48","Matteo Sauer","3-17-2021",40.73,"414 Taya Springs","hack","Electronics",false,"Kuphal, Spencer and Blanda","Female",366.57,68262,"PCI",9,"Small Rubber Car","EWallet"
"North Moisesside",4062721,"SQL",true,603849,7684852,"OH","18:1:54","Magnolia Denesik DDS","5-23-2021",90.57,"57949 Chad Ferry",false,"Movies & Grocery",5.49,"Armstrong, Strosin and Altenwerth","Male",271.71,97867,9449724,3,"Gorgeous Cotton Shoes","MasterCard"
"West Anaburgh","circuit",14.50,true,369255,"card","IN","3:1:14","Domenico Altenwerth","8-13-2021",25.04,"2253 Denesik Pass",9.64,"Books, Tools & Movies",60.42,"Armstrong, Strosin and Altenwerth","Female",225.36,73130,false,9,"Small Steel Shoes","AMEX"
"New Sunnyland",9.17,68.72,false,999397,67.42,"TX","1:29:2","Cyrus Ondricka","10-23-2021",68.75,"237 Jessyca Court",64.05,"Health",87.33,"Considine PhD","Male",550.00,73947,"neural",8,"Incredible Steel Computer","MasterCard"
"South Watsonhaven","SMTP",45.84,false,952608,"quantifying","NY","7:37:38","Ibrahim Kassulke","10-23-2021",74.29,"6219 Arthur Pike",5273098,"Garden, Grocery & Jewelery","optical","Lakin, O'Connell and Monahan","Female",297.16,30440,false,4,"Small Granite Chair","MasterCard"
"New Katharina",37.00,2824218,451854,166324,85.78,"ND","21:35:20","Harmony Predovic","9-20-2021",36.23,"7198 Kacey Plaza","back-end","Outdoors & Home",true,"Kuphal, Spencer and Blanda","Male",144.92,39643,6268202,4,"Sleek Plastic Pants","Visa"
"Port Bradyville","synthesizing",5211566,632698,726921,"programming","OR","16:17:50","Ethan Balistreri","10-17-2021",39.05,"40857 Felipa Turnpike",4131077,"Movies, Games & Jewelery",0.21,"Auer V","Male",78.10,32343,9.17,2,"Rustic Rubber Gloves","MasterCard"
"North Cloyd",8585313,8671190,9138872,126769,9452695,"NJ","9:2:57","Ms. Birdie Homenick","7-22-2021",0.39,"5454 Mills Spurs","feed","Clothing & Tools","generate","Wiegand-Tillman","Female",3.51,37785,"program",9,"Ergonomic Granite Table","EWallet"
"South Kaylah",1574825,39.64,74.81,180761,8567070,"AK","16:24:20","Meredith Upton","6-21-2021",50.67,"63498 Ricky Views",31.79,"Movies & Games",54.67,"Larkin-McClure","Male",506.70,31828,true,10,"Awesome Wooden Computer","MasterCard"
"Abdullahbury",3.81,false,2.71,382433,53.29,"TX","10:35:59","Josephine Thompson","9-30-2021",67.89,"978 Rebeka Junctions",true,"Computers, Toys & Electronics",false,"Armstrong, Strosin and Altenwerth","Male",339.45,27785,21.66,5,"Incredible Rubber Hat","AMEX"
"Annamariemouth",false,"firewall",8483705,880853,true,"RI","19:29:53","Keely Brown","3-29-2021",59.42,"6254 Tanner Junctions",false,"Garden, Computers & Outdoors",6238030,"McClure, Block and Franecki","Male",118.84,21695,8387521,2,"Rustic Steel Hat","MasterCard"
"Jenafort","firewall",1936253,"synthesize",770791,"SMTP","OK","1:35:12","Zora Ledner","4-28-2021",3.08,"47082 Gerhold Forest",5210340,"Baby & Tools","multi-byte","Armstrong, Strosin and Altenwerth","Female",18.48,13261,false,6,"Awesome Cotton Computer","Cash"
"Eldridgefort",6170998,"COM",5.09,599017,5939193,"LA","4:36:36","Miss Anita Tillman","1-31-2021",53.05,"135 Dayana Fields",64.49,"Outdoors",87.93,"Lakin, O'Connell and Monahan","Male",318.30,83123,true,6,"Small Granite Chair","AMEX"
"Reymundoton",true,99.36,4658420,511487,false,"TX","12:7:1","Adelbert Cartwright","9-17-2021",78.26,"1373 Missouri Cove","ADP","Computers","auxiliary","Larkin-McClure","Male",313.04,45622,12.32,4,"Small Granite Chair","EWallet"
"Paucekview",63.93,27.28,"1080p",430404,13.88,"WI","13:57:46","Ines Gerhold","10-2-2021",34.68,"209 Jast Mills",10.33,"Movies",46.29,"Armstrong, Strosin and Altenwerth","Female",173.40,57484,false,5,"Ergonomic Granite Hat","Visa"
"Heleneberg",91.83,false,true,225739,41.04,"FL","23:58:54","Murl Cremin","9-17-2021",87.56,"311 Lura Summit",true,"Automotive & Home",0.43,"Parisian, Wolff and Gorczany","Male",875.60,73639,true,10,"Small Granite Table","AMEX"
"South Celestinoberg",7830933,36.13,98.86,500381,883844,"ID","10:39:40","Judge Vandervort","4-24-2021",88.29,"38983 Lowe Street",true,"Kids & Beauty",3725143,"Wiegand-Tillman","Female",441.45,49571,4978701,5,"Sleek Rubber Chair","AMEX"
"Wardfort",67.37,6044441,6876872,318008,43.06,"KS","6:40:55","Mr. Lyda Wisoky","3-13-2021",7.57,"9132 Wunsch Mill","quantify","Garden & Clothing","capacitor","Auer V","Male",37.85,72118,false,5,"Awesome Granite Table","Cash"
"Langoshfort","AGP",false,70.73,537301,"synthesize","AZ","1:44:1","Mrs. Mellie Nienow","10-22-2021",88.43,"60288 Orn Freeway",49.46,"Electronics, Outdoors & Baby","reboot","Wiegand-Tillman","Male",795.87,31484,"RSS",9,"Ergonomic Steel Gloves","EWallet"
"Dallinchester",8493196,7025708,73.59,605642,2614134,"AZ","3:17:42","Imelda Bosco","10-16-2021",98.94,"11508 Rocky Vista",false,"Books","parse","Lakin, O'Connell and Monahan","Female",98.94,66917,true,1,"Gorgeous Steel Shirt","AMEX"
"Kossborough",75.90,"SSL","generating",430310,98.10,"WA","20:30:1","Nathen Nienow III","9-27-2021",48.78,"5570 Hessel Points",94.53,"Home, Jewelery & Tools",57.39,"Auer V","Male",390.24,23720,93.37,8,"Fantastic Wooden Computer","AMEX"
"East Deontaefort",false,65.79,true,232234,false,"IL","6:44:28","Noemy O'Keefe","10-24-2021",27.71,"13072 Bradtke Grove",false,"Garden, Sports & Health",false,"Armstrong, Strosin and Altenwerth","Female",55.42,49878,true,2,"Awesome Granite Gloves","Cash"
"Tamiaborough",8315386,1158116,10.73,649425,7816111,"FL","3:29:54","Emmet Koss","7-31-2021",71.54,"6797 Goyette Row","quantify","Health & Movies",false,"Considine PhD","Female",286.16,24815,3002734,4,"Gorgeous Cotton Pants","Visa"
"Lake Clovisville",81.20,false,346004,505116,28.02,"WY","0:55:9","Hunter Blanda","7-20-2021",95.27,"132 Strosin Harbor","microchip","Jewelery, Shoes & Clothing",60.44,"Lakin, O'Connell and Monahan","Male",190.54,37716,1337960,2,"Fantastic Rubber Shoes","AMEX"
"Lake Dalton",82.12,"driver","RAM",579229,4.27,"IN","16:25:3","Brian Kutch","7-26-2021",67.92,"88022 Muller Shores","HTTP","Shoes & Toys",false,"Auer V","Female",611.28,61177,4313457,9,"Incredible Concrete Chair","EWallet"
"Lake Harryburgh","synthesize",544815,22.43,222196,"protocol","VT","21:35:23","Ms. Gus Donnelly","6-24-2021",14.30,"82506 Katlyn Harbors",55.07,"Beauty & Tools",true,"Auer V","Female",42.90,72244,"generating",3,"Practical Rubber Shoes","Cash"
"Lake Tyler",9460482,27.10,50.56,921372,4637519,"WI","20:1:32","Gail Crist","8-7-2021",29.02,"96695 Roma Skyway",true,"Kids, Outdoors & Tools",true,"Kshlerin DDS","Male",174.12,92314,5658429,6,"Incredible Granite Gloves","Visa"
"Larkinville",20.99,5355618,44.36,461556,67.79,"FL","3:20:56","Bria McDermott","4-2-2021",91.02,"698 Koby Junctions","CSS","Automotive & Beauty","transmit","Kuphal, Spencer and Blanda","Female",182.04,41849,"alarm",2,"Fantastic Wooden Shirt","EWallet"
"Corwintown",1595844,false,"quantify",886551,560441,"KS","12:37:19","Javonte Hoppe","2-1-2021",91.24,"3321 Shanel Squares","synthesize","Garden",3511326,"Armstrong, Strosin and Altenwerth","Female",912.40,91498,false,10,"Incredible Concrete Shoes","Cash"
"Port Emma","back-end",true,"back-end",211658,"wireless","LA","3:23:49","Selena Stanton","8-7-2021",49.45,"7728 Ulises Mission",false,"Clothing, Music & Computers","synthesizing","McClure, Block and Franecki","Female",49.45,89565,"transmit",1,"Small Steel Computer","EWallet"
"Johnstonmouth","reboot",93.14,8564794,163522,"SMTP","WV","21:21:52","Sigmund Haag","8-20-2021",43.75,"295 Hegmann Mountains",true,"Books",39.13,"Kshlerin DDS","Male",175.00,96170,401563,4,"Intelligent Cotton Shirt","Visa"
"Port Malachiport",6773757,"bypassing",1011187,862587,1189290,"IL","18:0:51","Janet Kuvalis","8-23-2021",1.47,"6849 Columbus Ports",4941769,"Games, Music & Jewelery",6.44,"Considine PhD","Male",2.94,50479,2.97,2,"Rustic Rubber Chair","MasterCard"
"Ardellamouth",78.88,false,65.21,305604,27.55,"IA","11:52:38","George Bins","8-11-2021",79.09,"211 Prohaska Ports",false,"Kids",true,"Armstrong, Strosin and Altenwerth","Female",790.90,18583,83.44,10,"Ergonomic Concrete Table","MasterCard"
"Reillybury",true,true,false,606539,false,"DE","18:24:43","Nyah Schroeder","4-29-2021",80.31,"12788 Ubaldo Harbor",5704374,"Shoes",false,"Armstrong, Strosin and Altenwerth","Female",321.24,57475,false,4,"Practical Rubber Table","MasterCard"
"South Idella",false,27.08,89.44,275949,false,"SD","13:9:30","Anjali Glover","7-6-2021",7.26,"1900 Dan Oval","XML","Health",69.16,"McClure, Block and Franecki","Female",14.52,46085,false,2,"Small Wooden Gloves","Visa"
"Strackeville",7.62,4875687,"wireless",999539,30.17,"ME","11:1:11","Mr. Karina Kuphal","10-24-2021",95.56,"4329 Audie Mountain","driver","Industrial & Baby",true,"McClure, Block and Franecki","Female",382.24,14464,6447655,4,"Rustic Concrete Table","AMEX"
"North Celia",5867440,"synthesize",true,646961,4741699,"MI","10:36:2","Austyn Stroman","1-12-2021",61.96,"7940 Josephine Land",53.75,"Clothing & Automotive",17.30,"Wiegand-Tillman","Male",185.88,76252,13.93,3,"Intelligent Granite Hat","Cash"
"Port Alleneville",2.34,25.77,"monitor",387429,11.98,"NY","15:27:2","Lorenza Goodwin","10-24-2021",54.25,"87915 Grady Vista",529247,"Industrial & Tools",3005186,"Larkin-McClure","Female",108.50,75238,9175557,2,"Gorgeous Concrete Shoes","AMEX"
"Denesikhaven",true,3332396,false,394234,false,"MS","0:52:50","Sienna Wehner","10-24-2021",57.14,"276 Hermina Camp",2.18,"Tools & Electronics",65.52,"Auer V","Female",171.42,15244,true,3,"Intelligent Plastic Car","Visa"
"Dennisside",false,73.81,true,216606,false,"NJ","20:25:25","Aurelie Zboncak","7-12-2021",44.25,"6515 Vincenzo Grove",true,"Tools & Movies",6121642,"Lakin, O'Connell and Monahan","Male",398.25,79923,"open-source",9,"Small Wooden Shirt","AMEX"
"Omachester",95.13,"haptic",true,140849,54.42,"FL","2:28:34","Brook Maggio","10-17-2021",16.87,"223 Jacinthe Knoll",true,"Movies & Outdoors",6881323,"Auer V","Male",67.48,55611,true,4,"Practical Granite Gloves","Cash"
"New Beulahport",23.23,true,7238188,870404,71.98,"KY","19:44:23","Lon Braun","8-21-2021",94.42,"4578 Adolph Crossing","compressing","Shoes & Computers",false,"Kshlerin DDS","Female",94.42,90522,"port",1,"Sleek Concrete Shirt","AMEX"
"West Ruth",7616988,"back-end",6022241,764393,8992766,"VA","21:16:53","Miss Elnora Blanda","10-1-2021",3.57,"610 Landen Street",7423964,"Jewelery & Books",4407400,"Lakin, O'Connell and Monahan","Female",35.70,88807,"alarm",10,"Rustic Plastic Shirt","Cash"
"Koepptown","reboot","calculating",true,211365,"SMS","CA","23:39:16","Aimee Dickens","7-30-2021",5.33,"492 Jacques Key","circuit","Outdoors, Music & Beauty",5715612,"Armstrong, Strosin and Altenwerth","Female",42.64,33865,true,8,"Intelligent Steel Car","EWallet"
"Port Electamouth",true,70.87,4.49,214038,true,"PA","22:1:5","Annetta Kreiger","9-30-2021",90.00,"994 Rippin Rapids",true,"Home & Games",false,"Kshlerin DDS","Female",540.00,74964,22.71,6,"Ergonomic Concrete Hat","EWallet"
"Bartellfort",1.74,"digital","override",121403,21.74,"WA","5:14:0","Moshe Cruickshank Jr.","6-30-2021",94.90,"775 DuBuque Divide",20.56,"Kids",true,"Parisian, Wolff and Gorczany","Female",189.80,38276,77.44,2,"Rustic Cotton Shirt","MasterCard"
"New Giovani","virtual","bypassing",true,265399,"connecting","NJ","21:4:16","Conrad Kuhlman","7-19-2021",74.10,"776 Josue Flats",false,"Automotive, Baby & Beauty",2299669,"Kuphal, Spencer and Blanda","Female",370.50,71006,"TCP",5,"Rustic Steel Shoes","EWallet"
"West Erikahaven",572634,"back up",2249699,948406,679118,"MA","22:14:37","Onie Boehm","7-29-2021",56.11,"3924 Carter Centers",4286288,"Beauty","RSS","Parisian, Wolff and Gorczany","Female",336.66,68038,true,6,"Rustic Steel Hat","AMEX"
"Lake Kenyonberg",293407,"navigate","AGP",510644,33223,"NM","16:40:58","Kenneth Feil","4-7-2021",34.30,"5862 Shayna Oval",2701381,"Electronics",63.11,"McClure, Block and Franecki","Female",343.00,60447,"SQL",10,"Ergonomic Granite Table","Cash"
"South Alphonso",true,true,"neural",932649,true,"OK","4:26:40","Miss Roslyn Swift","3-17-2021",13.13,"628 Bashirian Trafficway",67.55,"Electronics",30.81,"Wiegand-Tillman","Female",105.04,89088,false,8,"Incredible Granite Table","AMEX"
"West Havenburgh",3.66,66.12,89.95,569456,52.29,"RI","2:33:7","Randi Green MD","6-27-2021",72.93,"90699 Dicki Crest",68.46,"Toys, Clothing & Books",18.54,"Auer V","Female",437.58,78039,false,6,"Rustic Granite Hat","Visa"
"South Josue",13.70,37.16,true,215406,62.39,"AR","5:12:57","Providenci Rice","7-28-2021",93.91,"49604 Runolfsdottir Pine",1120046,"Shoes",4390430,"Kuphal, Spencer and Blanda","Female",187.82,32828,91.66,2,"Small Plastic Chair","Visa"
"North Nia",64.29,27.36,"HDD",887703,13.17,"AK","15:29:56","Winifred Johns","10-18-2021",13.11,"73483 Heather Stream",5808992,"Beauty, Toys & Games",true,"Kuphal, Spencer and Blanda","Female",26.22,21429,81.91,2,"Small Cotton Shoes","MasterCard"
"Sofiaburgh","synthesizing",true,9273175,833841,"port","RI","11:21:57","Davin Hahn","6-4-2021",80.17,"44019 Eryn Rapid",false,"Toys & Shoes",9138640,"McClure, Block and Franecki","Female",801.70,52896,36.03,10,"Small Steel Pants","AMEX"
"West Bruceview","1080p",4659530,"system",283146,"connecting","WA","14:48:48","Kelton Waelchi","4-19-2021",13.53,"57229 Hauck Parkway",2675827,"Home & Industrial",66.89,"Kshlerin DDS","Male",13.53,48582,90.79,1,"Sleek Concrete Hat","Cash"
"Larkinville","quantify","XSS","generate",768494,"interface","KY","11:16:17","Daphney Daniel DVM","9-7-2021",80.95,"988 Rafaela Locks",false,"Games",true,"Considine PhD","Female",323.80,78702,4036272,4,"Intelligent Wooden Pants","Cash"
"Strosinfurt",false,60.64,false,530355,true,"UT","10:49:28","Cali Braun","4-2-2021",46.28,"4417 Yost Wall",52.67,"Beauty & Jewelery",2.72,"McClure, Block and Franecki","Female",462.80,94402,"parsing",10,"Rustic Cotton Gloves","Cash"
"North Helmertown",true,1347582,false,416896,true,"KY","13:42:56","Jody Wolff","8-31-2021",26.71,"8348 Monroe Burg",36.63,"Automotive, Computers & Beauty",245703,"Kuphal, Spencer and Blanda","Female",80.13,91791,"bandwidth",3,"Intelligent Wooden Shoes","MasterCard"
"East Jerodborough",true,true,true,754733,true,"KS","16:53:2","Sanford Abernathy","3-21-2021",22.62,"23926 Wendy Glen",1086171,"Shoes & Games",1884509,"Larkin-McClure","Male",180.96,10465,true,8,"Fantastic Plastic Computer","Cash"
"North Maximilian","pixel",7340929,1754458,669148,"JSON","NY","12:23:11","Alyce D'Amore","10-14-2021",99.24,"48503 Hobart Squares",false,"Grocery","RSS","Auer V","Male",595.44,51696,85.47,6,"Ergonomic Rubber Chair","AMEX"
"Lake Claudine",true,"alarm",69.90,337257,false,"AL","1:26:31","Sabrina Koss","9-10-2021",65.75,"4469 Braden Green","protocol","Industrial & Outdoors",8387035,"Larkin-McClure","Male",328.75,57179,88.73,5,"Practical Plastic Shoes","MasterCard"
"West Melisa","TCP","parsing",8972910,952686,"SSL","MO","8:24:41","Jailyn Wisozk","7-16-2021",54.60,"3995 Jarvis Ford","circuit","Kids & Games",19.55,"Larkin-McClure","Male",109.20,61510,15.66,2,"Gorgeous Steel Gloves","AMEX"
"West Niatown",65.61,28.48,78.31,855678,14.32,"NH","21:30:42","Ms. Nickolas Turner","2-15-2021",40.06,"682 Nikita Falls",3151563,"Kids & Garden",false,"Wiegand-Tillman","Male",400.60,84711,70.93,10,"Practical Cotton Chair","EWallet"
"Weberside",22.97,82.78,45.73,265623,95.97,"IL","7:12:14","Gregg Lueilwitz","8-18-2021",40.16,"83082 Breitenberg Field","SSL","Shoes & Garden",28.41,"Parisian, Wolff and Gorczany","Female",200.80,93041,3920369,5,"Incredible Granite Computer","EWallet"
"East Kaleigh",true,8145202,3136502,648374,true,"OR","18:40:6","Ashley Stehr","9-6-2021",43.84,"5247 Rosario Village",false,"Books, Home & Shoes",true,"Considine PhD","Female",219.20,94430,5911725,5,"Intelligent Cotton Shirt","EWallet"
"South Patsyville","bandwidth",false,"neural",547335,"pixel","WV","21:41:23","Emie Kuphal","8-10-2021",3.70,"86267 Reinger Rapids",true,"Industrial","COM","Auer V","Male",11.10,23859,"USB",3,"Incredible Steel Gloves","AMEX"
"Jonathonville",25.98,false,12.30,880862,74.29,"AK","11:17:2","Zaria Runte","9-27-2021",25.38,"3261 Satterfield Way",71.12,"Tools & Health",1035560,"Larkin-McClure","Female",50.76,70015,2557709,2,"Ergonomic Granite Pants","Cash"
"Schulistberg",4653610,"connect",3055533,511853,453188,"OH","16:52:37","Cortez Conn","5-23-2021",17.78,"9012 Jarret Manors",2293890,"Kids & Tools",7458034,"Armstrong, Strosin and Altenwerth","Female",53.34,37996,7067785,3,"Practical Rubber Pants","Cash"
"Gusikowskiland",false,true,66.85,718707,true,"OH","7:26:5","Vicente Kautzer","2-9-2021",92.19,"6160 Ashlynn Fort",false,"Baby",false,"Considine PhD","Male",368.76,64944,85.38,4,"Ergonomic Wooden Shoes","Cash"
"North Marian",false,true,"XSS",347838,false,"DE","14:51:37","Natalia Jakubowski","9-7-2021",2.17,"2949 Kacie Summit",1840229,"Sports & Clothing",6512586,"McClure, Block and Franecki","Male",8.68,43082,8673834,4,"Incredible Wooden Shoes","Visa"
"Port Lela",true,98.41,47.87,706329,false,"HI","19:32:13","Cicero Murphy","5-14-2021",34.72,"62019 Nat Lodge","reboot","Games & Jewelery","wireless","Wiegand-Tillman","Male",173.60,12826,false,5,"Gorgeous Granite Pants","AMEX"
"Durganstad","PNG",3337071,4943137,974288,"synthesize","VT","0:53:54","Henriette Cole","9-11-2021",4.04,"105 Cassie Locks",2048206,"Shoes",963457,"McClure, Block and Franecki","Female",4.04,76683,6074810,1,"Intelligent Cotton Shoes","AMEX"
"South Andrewville","digital",16.11,8310211,423761,"EXE","WY","0:13:44","Corrine Borer","10-19-2021",20.17,"161 Bryce Station","copy","Games, Clothing & Kids",false,"Larkin-McClure","Male",121.02,11199,false,6,"Intelligent Steel Shoes","MasterCard"
"Port Billyfort",20.94,false,33.37,765572,69.33,"WA","18:55:58","Sydni Kautzer","7-2-2021",21.05,"5933 Nolan Fords",454443,"Music",true,"Considine PhD","Female",84.20,38534,7817012,4,"Intelligent Rubber Computer","Cash"
"Zorachester",false,true,true,448629,false,"KS","19:29:12","Dr. Rey Nikolaus","5-23-2021",72.76,"248 Klocko Garden",86.52,"Tools",3952261,"Kuphal, Spencer and Blanda","Male",727.60,27062,true,10,"Incredible Concrete Table","MasterCard"
"Krisfurt",2.00,65.34,7581216,529547,51.53,"NM","7:29:35","Jennifer Schowalter","10-18-2021",91.68,"71068 Irving Keys",48.03,"Grocery & Outdoors","wireless","McClure, Block and Franecki","Male",733.44,86961,true,8,"Small Plastic Shoes","Visa"
"Hilllport","synthesize","program",43.13,192423,"array","NC","7:2:7","Yessenia Langworth","8-3-2021",57.41,"50555 White Island","optical","Kids",106974,"Lakin, O'Connell and Monahan","Male",516.69,59503,"HDD",9,"Ergonomic Granite Computer","Visa"
"New Don",86.96,8282743,1372804,953431,33.78,"ID","16:30:43","Jewel Pfeffer","9-6-2021",59.11,"78936 Casandra Crossroad",733003,"Home, Movies & Toys",false,"Kuphal, Spencer and Blanda","Female",295.55,33181,985171,5,"Ergonomic Plastic Pants","Cash"
"West Myriam","bypassing",38.32,4399415,907575,"RSS","SC","8:21:6","Mr. Delmer Lueilwitz","10-21-2021",92.90,"281 Fay Burg",33.49,"Music","synthesizing","Wiegand-Tillman","Female",836.10,80331,7346880,9,"Gorgeous Steel Computer","MasterCard"
"Emiliaborough",false,831968,6208600,907998,true,"IN","6:51:47","Rickey Hermiston","5-22-2021",33.16,"69600 Crona Forge",14.84,"Beauty",50.76,"Kshlerin DDS","Male",66.32,26949,true,2,"Ergonomic Plastic Gloves","EWallet"
"Lake Keira",23.31,86.85,true,957889,72.59,"NE","1:57:44","Jermain Simonis","10-22-2021",90.64,"411 Herman Field",81.83,"Kids & Outdoors",31.98,"Armstrong, Strosin and Altenwerth","Male",906.40,25428,7497540,10,"Rustic Plastic Computer","AMEX"
"New Felicita",6144656,true,"JBOD",600201,2002357,"AL","23:3:18","Mr. Mathilde Towne","9-10-2021",73.01,"34642 Durgan Rapid","program","Sports, Beauty & Books",false,"Lakin, O'Connell and Monahan","Male",219.03,88994,7378022,3,"Fantastic Wooden Car","EWallet"
"South Isabelton","navigate",false,1534607,932301,"driver","LA","4:43:14","Abbie Bergstrom PhD","10-4-2021",42.62,"7338 Jacynthe Well",76.90,"Beauty & Industrial",49.21,"Auer V","Female",170.48,16437,3110904,4,"Ergonomic Rubber Shirt","MasterCard"
"North Bertaville",6255216,"reboot","quantify",567435,5101975,"OK","9:20:43","Marcus Brekke V","7-23-2021",90.29,"30175 Josie View",32.93,"Health, Sports & Clothing",44.89,"Considine PhD","Male",451.45,53860,40.65,5,"Ergonomic Cotton Shirt","AMEX"
"Joberg",95.96,67.59,false,887975,9.99,"MT","15:20:0","Helen Murazik","9-2-2021",65.21,"1668 Davis Circle","compress","Music",25.93,"Considine PhD","Male",521.68,51149,"navigating",8,"Ergonomic Concrete Chair","Visa"
"Kingmouth",49.20,3006159,true,109945,66.21,"TX","8:44:24","Deja Sanford","4-25-2021",70.54,"365 Libby Shoals",1063644,"Clothing","EXE","Considine PhD","Female",352.70,13327,"calculating",5,"Fantastic Concrete Table","MasterCard"
"Patriciaville",false,false,7.82,670110,false,"MO","3:45:19","Ms. Donato Treutel","10-24-2021",30.15,"772 Ernestina Isle",false,"Health, Baby & Games",5263746,"Kuphal, Spencer and Blanda","Male",271.35,36063,60.64,9,"Rustic Plastic Table","Visa"
"West Ethan",9017418,1144400,"programming",320286,4257477,"ID","22:50:41","Jaleel Boyle","2-23-2021",51.93,"608 Walsh Squares","solid state","Kids & Health",1584185,"Auer V","Female",155.79,59057,84.15,3,"Awesome Rubber Car","EWallet"
"Wardbury",0.47,9183041,86.85,918854,10.42,"NC","14:56:25","Daphnee Senger","10-4-2021",32.48,"70066 Cormier Well",true,"Health & Outdoors",6349251,"Kuphal, Spencer and Blanda","Female",292.32,29034,60.11,9,"Small Cotton Hat","EWallet"
"Imanistad","solid state","pixel",8391664,897486,"transmitting","NJ","12:20:23","Eddie Collins","7-21-2021",95.70,"1432 Yasmeen Avenue",62.12,"Electronics & Computers",6115242,"Armstrong, Strosin and Altenwerth","Female",95.70,88173,8496626,1,"Awesome Wooden Shirt","Visa"
"South Myah",true,false,86.33,573284,false,"TX","9:40:47","Maxwell Hodkiewicz","9-25-2021",33.72,"86414 Frederik Centers",false,"Movies, Shoes & Books",false,"Parisian, Wolff and Gorczany","Male",67.44,31035,8547221,2,"Sleek Steel Car","Visa"
"Savannahbury","auxiliary",4678442,6627767,176572,"firewall","ND","17:36:9","Jesus Dickinson III","7-26-2021",49.28,"8416 Jacynthe Street","wireless","Toys & Shoes",99.31,"Parisian, Wolff and Gorczany","Male",394.24,36744,34.63,8,"Awesome Steel Gloves","Cash"
"Kenshire","program","calculating",false,905892,"parsing","VA","2:38:31","River Hilpert","10-11-2021",79.46,"338 Nickolas Extension",9318930,"Electronics & Beauty",true,"McClure, Block and Franecki","Male",476.76,89036,80.25,6,"Gorgeous Steel Computer","EWallet"
"South Ashleigh",4.81,true,true,694764,54.38,"RI","9:33:49","Anya Marquardt","10-18-2021",2.96,"1267 Chris Manor",42.27,"Games, Movies & Health","neural","Lakin, O'Connell and Monahan","Female",29.60,26748,false,10,"Awesome Steel Computer","MasterCard"
