hard drive,PaymentType,bandwidth,State,Quantity,City,capacitor,pixel,CustomerName,Department,PostalCode,Date,Time,application,Address,Total,InvoiceId,Product,Store,ProductPrice,Gender
2967987,"MasterCard",false,"NM",5,"Brantmouth",787503,"quantify","Sigmund Koelpin","Garden & Industrial",37378,"9-23-2021","9:11:39",3318395,"46400 Bernhard Court",340.20,368741,"Ergonomic Granite Car","Parisian, Wolff and Gorczany",68.04,"Female"
"back up","Visa",1244535,"NE",2,"North Eldridge",7428091,"program","Precious Halvorson DVM","Automotive, Tools & Kids",23730,"10-21-2021","10:55:58",3.60,"49773 Ledner Bridge",135.42,650676,"Sleek Rubber Gloves","Kshlerin DDS",67.71,"Female"
9368175,"AMEX",8295354,"OR",8,"Lilianchester","navigating",3299741,"Ms. Travon Olson","Health, Music & Automotive",92411,"8-1-2021","18:2:26","bandwidth","83074 Zackery Spur",342.56,860427,"Rustic Plastic Pants","Armstrong, Strosin and Altenwerth",42.82,"Female"
4091325,"EWallet",7990352,"MI",6,"Boyleberg",9260679,false,"Kayla Donnelly","Jewelery & Shoes",77440,"9-22-2021","22:2:47","solid state","1903 Cecilia Fall",11.04,620477,"Awesome Wooden Computer","McClure, Block and Franecki",1.84,"Male"
36.47,"MasterCard","SCSI","MI",8,"New Jakobview",2775085,"virtual","Thurman Sanford","Books, Clothing & Beauty",48056,"7-15-2021","10:37:59",54.70,"669 Ross Points",240.08,402155,"Sleek Wooden Computer","Kshlerin DDS",30.01,"Female"
"HTTP","AMEX",66.12,"CT",3,"Kennedystad",false,49.43,"Mrs. Hobart Towne","Toys",72978,"8-10-2021","17:13:32",58.37,"22602 Willms Burg",78.51,401973,"Practical Granite Shoes","Parisian, Wolff and Gorczany",26.17,"Female"
98.76,"MasterCard",35.03,"CO",3,"D'Amorefurt",true,3250435,"Spencer O'Keefe Jr.","Jewelery & Health",82566,"3-16-2021","22:52:19",true,"471 Adah Crossing",85.35,984606,"Fantastic Cotton Computer","Kshlerin DDS",28.45,"Female"
true,"EWallet",true,"KS",1,"Lake Eveline",2862878,false,"Marvin Treutel","Kids & Shoes",26256,"6-10-2021","18:10:32",85.30,"323 Joany Hills",72.86,159502,"Incredible Cotton Shirt","Wiegand-Tillman",72.86,"Male"
11.30,"Cash",34.79,"NE",6,"West Kareem",153251,8281687,"Ms. Leda Lesch","Games",29788,"10-11-2021","13:11:15",4631763,"2048 Cale Glen",535.08,191501,"Gorgeous Steel Computer","Considine PhD",89.18,"Male"
52.44,"MasterCard",7020535,"MT",8,"Elenaview","CSS",4515768,"Ozella Reinger V","Sports & Health",79724,"7-15-2021","22:35:18","PNG","9440 Upton Turnpike",93.04,393861,"Intelligent Wooden Shirt","Larkin-McClure",11.63,"Male"
83.89,"AMEX","SMS","ND",8,"North Brigitte",8048924,"microchip","Norberto Goldner III","Automotive",18330,"10-12-2021","0:58:15",39.57,"22930 Armstrong Branch",389.76,668298,"Intelligent Cotton Pants","Considine PhD",48.72,"Male"
"calculate","MasterCard",false,"VA",1,"South Alejandramouth","transmitter",48.15,"Nicola Feest","Music",56117,"9-18-2021","9:17:49",9240725,"798 Erdman Drive",14.83,333153,"Practical Granite Gloves","Parisian, Wolff and Gorczany",14.83,"Female"
1537024,"MasterCard",8874234,"TX",1,"West Corytown",8485115,"bypass","Consuelo O'Hara","Kids & Tools",64487,"10-3-2021","10:11:16",12.71,"73769 Stanton Harbor",76.35,839189,"Small Steel Shirt","Larkin-McClure",76.35,"Female"
true,"EWallet",true,"CO",2,"Westmouth",6543798,false,"Gabrielle Reichel","Baby, Automotive & Music",61816,"10-1-2021","17:35:56",false,"23586 Ted Stream",190.90,865583,"Awesome Concrete Chair","Considine PhD",95.45,"Female"
true,"Cash","virtual","IL",9,"New Oralland",26.07,98.83,"Houston Dickinson","Garden, Movies & Industrial",16202,"10-20-2021","15:37:27",true,"1888 Ethan Extensions",630.63,944647,"Practical Plastic Chair","Larkin-McClure",70.07,"Male"
4530367,"Visa",14.74,"KY",8,"Jastside",false,0.94,"Miss Reagan McCullough","Kids, Outdoors & Beauty",29107,"9-20-2021","4:11:40","synthesizing","6925 Alfred Mills",23.84,851531,"Fantastic Rubber Car","Auer V",2.98,"Female"
95.53,"Cash",false,"CA",10,"New Kendall",6777483,false,"Martin McKenzie I","Jewelery, Automotive & Sports",77424,"9-17-2021","17:19:36",true,"52766 Britney Flat",677.00,126787,"Gorgeous Rubber Shoes","Auer V",67.70,"Female"
27.24,"EWallet",4475061,"HI",7,"Lake Antonina","multi-byte",46.29,"Raegan Kozey","Garden, Computers & Kids",95572,"5-30-2021","11:37:57","quantify","670 Jones Square",383.81,281080,"Incredible Granite Chair","Armstrong, Strosin and Altenwerth",54.83,"Male"
68.78,"AMEX","navigate","MD",6,"Port Providenci",true,3504017,"Efren Hudson","Grocery, Beauty & Computers",91770,"10-2-2021","1:50:46",6647459,"63173 Torp Islands",216.78,596272,"Fantastic Wooden Shoes","Kshlerin DDS",36.13,"Female"
1743646,"MasterCard",7502975,"MO",4,"Franeckiview","transmit",true,"Madeline Fritsch","Health, Automotive & Beauty",83905,"10-14-2021","20:28:4",1611326,"97463 Herminia Fort",386.00,197787,"Practical Concrete Computer","Lakin, O'Connell and Monahan",96.50,"Female"
81.00,"MasterCard",true,"CT",4,"Lemkeberg",4264440,true,"Mariah Jenkins","Sports",54292,"10-25-2021","4:27:22",true,"144 Crona Club",253.88,641038,"Intelligent Steel Pants","Lakin, O'Connell and Monahan",63.47,"Female"
false,"EWallet",false,"NE",7,"Roscoestad",true,25.37,"Geovanni Kshlerin","Beauty",52526,"9-20-2021","7:27:52",true,"9583 Ronaldo Falls",327.88,830187,"Fantastic Cotton Chair","Wiegand-Tillman",46.84,"Female"
71.81,"AMEX",7.35,"WI",6,"East Nella","SMTP","protocol","Sandrine Prosacco","Computers",63563,"9-21-2021","1:21:49",90.61,"4265 Serenity Branch",515.28,718384,"Rustic Wooden Car","Kshlerin DDS",85.88,"Male"
true,"AMEX",2.04,"MS",4,"Makenzieland",false,true,"Ryleigh Stokes","Industrial & Garden",80494,"6-20-2021","4:56:38",84.71,"7662 Garett Plain",150.20,790006,"Gorgeous Concrete Pants","Armstrong, Strosin and Altenwerth",37.55,"Male"
true,"Visa",true,"MS",3,"Emilianoside",66.22,671549,"Britney Sporer","Music, Books & Electronics",41387,"1-26-2021","14:14:24","PCI","3505 Mueller Circle",209.22,801714,"Intelligent Cotton Car","Armstrong, Strosin and Altenwerth",69.74,"Female"
496986,"Visa",5951482,"NM",2,"South Kristina",6316360,6907241,"Madisyn Koelpin","Movies",74152,"10-12-2021","14:35:15",6592614,"9613 Aliyah Hollow",108.46,465047,"Gorgeous Concrete Computer","Larkin-McClure",54.23,"Female"
1399041,"Visa","bandwidth","CT",9,"West Richieborough",116735,"synthesizing","Miss Jettie Hodkiewicz","Garden, Health & Games",53396,"10-4-2021","6:50:59",8418707,"40365 Braun Trafficway",537.48,418231,"Ergonomic Plastic Pants","Armstrong, Strosin and Altenwerth",59.72,"Female"
"connect","EWallet","connecting","UT",6,"Lake Keeleyview",false,"PCI","Ms. Hipolito Morar","Electronics & Kids",99339,"7-1-2021","6:40:21",3914659,"62596 Hackett Mountain",529.14,383423,"Sleek Cotton Gloves","Kuphal, Spencer and Blanda",88.19,"Female"
26.50,"EWallet",62.84,"CT",9,"Littelton",true,true,"Mrs. Nedra Wintheiser","Toys, Garden & Kids",92285,"6-20-2021","22:1:14","neural","7028 Stokes Cove",756.81,410073,"Gorgeous Cotton Shoes","Wiegand-Tillman",84.09,"Female"
"interface","AMEX",94.18,"AL",9,"Abdielport",29.76,true,"Clarabelle Kuhlman","Clothing, Home & Movies",42023,"8-7-2021","4:57:27",13.26,"526 Ward Fall",858.87,324057,"Fantastic Granite Shoes","Wiegand-Tillman",95.43,"Male"
true,"EWallet","alarm","WY",1,"West Ladariusview",71.35,6390383,"Jazmyn Quitzon","Movies, Games & Kids",35030,"7-9-2021","20:11:55",false,"724 Gina Trace",32.60,322437,"Ergonomic Plastic Car","Auer V",32.60,"Male"
true,"Visa",9251440,"NJ",5,"Nolanview","system",4042232,"Milford Macejkovic","Baby",51111,"9-17-2021","12:28:16",true,"8143 Harris Garden",456.05,331615,"Rustic Granite Chair","Auer V",91.21,"Female"
8993632,"Cash",true,"MO",8,"Port Quinnville",true,"back up","Delfina Kovacek","Music & Baby",58729,"8-9-2021","12:48:9",2042734,"81718 Borer Motorway",185.76,909578,"Fantastic Steel Shirt","Wiegand-Tillman",23.22,"Female"
62.63,"MasterCard","quantify","KY",9,"Mosciskitown",22.81,"transmit","Henri Kassulke","Games",74727,"7-26-2021","12:1:24",true,"7692 Koelpin Plaza",302.40,495630,"Incredible Cotton Hat","Parisian, Wolff and Gorczany",33.60,"Male"
"SQL","Cash",5002741,"PA",10,"North Robertville","compress",547618,"Alfredo Considine","Clothing & Electronics",76444,"9-9-2021","4:58:36",2589947,"93668 Morar Isle",636.80,207358,"Rustic Steel Gloves","Lakin, O'Connell and Monahan",63.68,"Female"
true,"MasterCard",false,"KY",4,"New Ransom","open-source",false,"Savanna Waters","Jewelery",29828,"10-19-2021","11:22:31","quantifying","6676 Doyle Motorway",152.56,574597,"Gorgeous Wooden Hat","Kshlerin DDS",38.14,"Female"
928252,"AMEX",73.76,"AL",2,"Lake Audrey","FTP","feed","Fannie Steuber","Tools & Clothing",77446,"10-18-2021","3:37:24","backing up","658 Ephraim Streets",189.40,150624,"Awesome Cotton Car","Kshlerin DDS",94.70,"Male"
8880779,"EWallet",false,"NY",7,"Farrellhaven",14.76,true,"Deangelo McCullough","Industrial",76777,"9-11-2021","10:38:5",1.34,"689 Romaguera Fields",241.36,957129,"Intelligent Rubber Shirt","Wiegand-Tillman",34.48,"Female"
false,"EWallet",true,"NM",6,"Orinmouth",9.85,true,"Jordy Kreiger","Games",20656,"10-4-2021","20:36:58",68.66,"4650 Becker Plains",565.26,818253,"Fantastic Concrete Chair","Kshlerin DDS",94.21,"Female"
21.23,"AMEX",3718201,"ND",5,"Thompsonshire",78.35,true,"Clint Macejkovic III","Automotive & Music",11323,"8-7-2021","20:46:14",false,"39605 Margarett Plain",487.55,846983,"Intelligent Wooden Shirt","Kshlerin DDS",97.51,"Female"
719113,"EWallet","compress","KS",10,"South Maymie",614372,"THX","Kelli Gaylord Jr.","Games, Grocery & Sports",44923,"10-1-2021","8:12:38","override","413 Hoeger Coves",959.50,179482,"Small Plastic Chair","Considine PhD",95.95,"Female"
"connect","EWallet",6758178,"AZ",7,"Nienowstad",7363609,"backing up","Giovani Zulauf","Industrial",48035,"10-19-2021","15:28:12","SSL","311 Homenick Greens",392.42,697469,"Ergonomic Cotton Pants","Wiegand-Tillman",56.06,"Male"
false,"EWallet",4910478,"VT",6,"Genesisstad",true,6766274,"Mr. Brittany Cruickshank","Music, Tools & Automotive",80749,"7-31-2021","8:52:13",5948289,"60977 Tremblay View",519.24,818304,"Rustic Steel Computer","Armstrong, Strosin and Altenwerth",86.54,"Female"
0.89,"MasterCard",36.43,"NE",7,"Winifredland","RAM",22.64,"Willard Spencer DVM","Shoes",51152,"8-13-2021","22:51:46",true,"147 Lakin Mountains",587.44,909657,"Intelligent Plastic Car","Kuphal, Spencer and Blanda",83.92,"Male"
44.99,"MasterCard",3095522,"AL",2,"West Christa","RAM",2162926,"Kayleigh Watsica","Movies & Tools",26562,"6-14-2021","4:8:2",63.64,"1872 Blanda Roads",155.26,850081,"Small Steel Shoes","Parisian, Wolff and Gorczany",77.63,"Female"
23.04,"Visa",82.94,"VT",1,"West Jayde",false,68.78,"Zion McCullough II","Industrial & Electronics",26415,"3-7-2021","19:30:54",65.05,"251 Winifred Overpass",48.51,936979,"Intelligent Granite Gloves","Lakin, O'Connell and Monahan",48.51,"Female"
91.53,"EWallet",true,"GA",8,"Haagmouth",50.39,true,"Katarina Armstrong","Books",51855,"7-21-2021","17:57:39",37.07,"742 Beahan Mall",550.72,833157,"Intelligent Steel Shirt","Considine PhD",68.84,"Female"
false,"MasterCard",true,"OH",7,"East Felicity",18.47,false,"Twila Koss I","Books",80968,"6-12-2021","17:11:24",77.88,"972 Estell Burg",531.44,609937,"Intelligent Steel Hat","Lakin, O'Connell and Monahan",75.92,"Male"
2644559,"AMEX",53.77,"NM",6,"Grantstad",535602,"driver","Mr. Anibal Corwin","Books, Electronics & Baby",97349,"10-24-2021","23:24:53",36.24,"7408 Rogahn Throughway",64.38,400340,"Ergonomic Cotton Shoes","Lakin, O'Connell and Monahan",10.73,"Male"
"PNG","Visa",2768246,"OR",9,"East Annie","port",6725524,"Shirley Koelpin","Automotive & Baby",23471,"10-18-2021","18:26:52","hacking","7889 Haylie Path",734.76,282009,"Practical Plastic Car","Kshlerin DDS",81.64,"Male"
"AI","MasterCard",27.29,"WY",6,"East Dangelo","XML","SQL","Mr. Ike Kuhn","Health, Home & Grocery",93989,"9-27-2021","23:36:49",9031787,"15433 Sanford Road",73.14,654413,"Small Concrete Computer","Wiegand-Tillman",12.19,"Female"
"parse","Visa",84.27,"HI",4,"Kallietown","programming","parsing","Alverta Wilderman","Outdoors, Books & Baby",99754,"2-25-2021","15:51:37",80.02,"70461 Jacobs River",251.80,924510,"Awesome Granite Computer","Auer V",62.95,"Female"
9052144,"MasterCard",9179683,"MI",1,"Sipeston",true,false,"Isidro Fisher IV","Electronics & Grocery",53402,"5-26-2021","14:6:57",true,"393 Curt Brooks",40.58,310712,"Sleek Rubber Shirt","McClure, Block and Franecki",40.58,"Male"
7.35,"Visa",30.79,"MI",7,"Adamston",66.77,false,"Malcolm Grant I","Industrial, Books & Baby",65946,"9-19-2021","11:22:53",true,"8888 Ismael Falls",392.63,639891,"Fantastic Concrete Shirt","Larkin-McClure",56.09,"Female"
36.23,"MasterCard","SMTP","AL",9,"Gonzalobury",95.08,57.94,"Nils Considine","Grocery, Books & Computers",71992,"9-11-2021","20:58:27",54.80,"65797 Smith Pass",410.67,307529,"Ergonomic Cotton Chair","Kshlerin DDS",45.63,"Male"
"compress","AMEX",43.43,"MO",9,"Lake Aftonton","bluetooth",true,"Margret Beier III","Health & Clothing",43404,"9-23-2021","8:57:24",25.72,"171 Sydney Street",534.24,662973,"Awesome Cotton Gloves","Parisian, Wolff and Gorczany",59.36,"Female"
3134583,"Cash",false,"MO",2,"Lebsackborough",7.59,7512586,"Name Quitzon","Music, Automotive & Toys",22603,"7-23-2021","19:51:0","port","4920 Amparo Via",79.90,135081,"Awesome Plastic Chair","Considine PhD",39.95,"Male"
9224014,"MasterCard","neural","NM",5,"North Myrticemouth",1055898,7233857,"Otha Walsh Jr.","Toys & Baby",68625,"2-5-2021","17:36:5",7554116,"948 Mann Mount",195.95,597984,"Rustic Wooden Pants","Wiegand-Tillman",39.19,"Male"
5474931,"MasterCard",2519280,"WY",5,"Adelabury","SCSI",true,"Dr. Vernon Carroll","Toys, Electronics & Shoes",95830,"10-11-2021","18:41:42",3143982,"7947 Predovic Circle",135.45,227474,"Practical Plastic Shirt","Larkin-McClure",27.09,"Male"
79.12,"Visa",false,"LA",4,"Port Nannie",11.59,35.47,"Jacynthe Heidenreich","Sports",33489,"10-25-2021","12:45:30",false,"875 Stephen Points",335.72,103386,"Rustic Steel Car","Kshlerin DDS",83.93,"Male"
true,"Visa","parsing","IA",6,"New Demarco","override",false,"Rod Daniel","Garden, Home & Beauty",29422,"7-25-2021","23:48:26",3.17,"688 Romaguera Shores",307.08,701741,"Rustic Wooden Hat","Considine PhD",51.18,"Male"
true,"EWallet",true,"OR",7,"Lake Coryside",58.15,true,"Jerry Bechtelar","Jewelery, Outdoors & Clothing",58263,"9-23-2021","5:30:12","optical","2341 Lebsack Views",135.38,260082,"Small Steel Shoes","Kshlerin DDS",19.34,"Male"
false,"Visa",true,"OR",8,"New Favian",4083073,"sensor","Alex Hilll III","Shoes & Health",40646,"6-29-2021","21:50:22",true,"28575 Muller Cliffs",663.28,710155,"Small Plastic Computer","Armstrong, Strosin and Altenwerth",82.91,"Female"
"bandwidth","AMEX","port","WV",3,"Lake Virgieland",30.81,"generating","Samanta Dach","Beauty, Outdoors & Games",24624,"10-18-2021","17:50:48",false,"547 Hershel Avenue",63.60,429573,"Small Concrete Gloves","Lakin, O'Connell and Monahan",21.20,"Male"
true,"Visa",66.89,"MN",9,"Leannonland",3964784,4207756,"Mr. Carolanne Rowe","Health",14810,"10-22-2021","20:51:37",9012993,"92203 Pacocha Fields",762.12,134598,"Small Rubber Gloves","Considine PhD",84.68,"Female"
"XML","Cash",2425600,"TX",6,"Schroederside","XSS",67.10,"Cindy Ziemann","Beauty, Sports & Kids",76173,"12-1-2020","18:28:39",2.66,"2577 Gladyce Villages",369.84,490864,"Incredible Rubber Shirt","McClure, Block and Franecki",61.64,"Male"
false,"AMEX","cross-platform","WA",6,"Lake Julianaburgh",75.37,"array","Hailee Braun","Automotive, Books & Outdoors",15747,"5-24-2021","8:57:16",34.79,"997 Aiyana Forge",510.60,466517,"Incredible Wooden Car","Kuphal, Spencer and Blanda",85.10,"Female"
"bypass","EWallet",true,"OR",6,"North Adahfort",16.70,false,"Florence Watsica","Computers",27235,"4-5-2021","5:23:7",false,"89708 Schinner Port",297.60,867231,"Awesome Plastic Pants","Parisian, Wolff and Gorczany",49.60,"Male"
true,"MasterCard",true,"NM",10,"West Yasminside",true,74.54,"Mr. Marilie Weber","Beauty, Toys & Sports",93972,"1-28-2021","19:38:28",true,"85772 Ratke Rapids",442.60,200878,"Gorgeous Wooden Computer","Larkin-McClure",44.26,"Female"
true,"Visa",false,"ME",3,"Nashview",82.90,false,"Jordane Collins","Health, Books & Games",10945,"10-5-2021","2:22:6",42.25,"3406 Bennie Crest",213.21,686466,"Gorgeous Plastic Car","Auer V",71.07,"Female"
true,"AMEX",524568,"ME",8,"South Arvilla",3464616,47.70,"Lorena Kris","Music",26128,"6-28-2021","4:9:4","JSON","3304 Hegmann Forest",363.20,246375,"Sleek Steel Hat","Armstrong, Strosin and Altenwerth",45.40,"Male"
false,"MasterCard",7970752,"AZ",7,"Reynaton",8311602,"JSON","Lonnie Walsh IV","Jewelery",70456,"6-22-2021","1:46:11",true,"4587 Carter Port",371.98,675955,"Small Steel Pants","McClure, Block and Franecki",53.14,"Male"
"FTP","EWallet",7233922,"WI",7,"Lake Deborah","hacking","backing up","Reese McLaughlin DDS","Sports",36396,"10-17-2021","21:8:49",false,"320 Santa View",359.87,299166,"Incredible Concrete Gloves","Kshlerin DDS",51.41,"Male"
8988825,"MasterCard",519357,"DE",7,"Port Everett",3170248,"parsing","Rowland Bradtke","Tools, Outdoors & Beauty",31771,"4-5-2021","19:35:42",4509790,"3431 McDermott Plaza",494.69,427440,"Practical Concrete Shirt","McClure, Block and Franecki",70.67,"Female"
73.74,"MasterCard",5010685,"FL",3,"North Ryan","port",false,"Sandrine Hoppe","Health",29542,"10-7-2021","2:13:26",19.00,"13321 Wisoky Loaf",247.53,355556,"Intelligent Plastic Pants","Auer V",82.51,"Male"
48769,"Visa",4.63,"MA",9,"Juvenalbury",false,91.04,"Miles Beier","Shoes & Toys",98873,"5-25-2021","3:19:22",true,"43126 Prohaska Stravenue",243.36,422847,"Intelligent Wooden Shoes","Kuphal, Spencer and Blanda",27.04,"Female"
73.68,"Visa",10.04,"RI",5,"Lilianside",true,96.17,"Amy Anderson","Health, Movies & Clothing",72930,"7-2-2021","13:54:47",31.73,"31776 Hagenes Extensions",71.85,245767,"Fantastic Granite Car","Parisian, Wolff and Gorczany",14.37,"Female"
"SSL","EWallet",false,"SC",4,"Port Ken",6540078,3300999,"Katrina Luettgen","Books",81955,"9-18-2021","0:28:43",false,"5508 Mark Roads",388.44,654741,"Small Concrete Computer","Considine PhD",97.11,"Female"
4050249,"Visa","hack","AL",7,"Kassulketown","haptic",62.37,"Ruby Prohaska","Music, Kids & Books",55696,"7-8-2021","4:22:30","firewall","32155 Kianna Circle",237.44,269012,"Intelligent Granite Chair","Kshlerin DDS",33.92,"Female"
1644587,"EWallet",false,"LA",9,"Talontown",41.01,true,"Bernita Wolf","Sports, Health & Clothing",29082,"1-18-2021","14:31:19",false,"5772 Predovic Motorway",319.41,649210,"Awesome Wooden Hat","Lakin, O'Connell and Monahan",35.49,"Female"
"synthesize","EWallet",7421482,"IL",6,"East Mina",85.84,true,"Florencio Torphy","Computers & Jewelery",43631,"9-11-2021","15:27:9",true,"70609 Aidan Villages",182.64,104032,"Intelligent Rubber Pants","Lakin, O'Connell and Monahan",30.44,"Female"
false,"Visa",false,"KS",10,"West Lafayetteview",53.57,true,"Ms. Cordie Hirthe","Books & Toys",73075,"5-27-2021","23:7:43",1414505,"11128 Pacocha Spring",950.70,934720,"Sleek Cotton Computer","Considine PhD",95.07,"Male"
false,"AMEX","hard drive","ID",5,"Jackyland","firewall",8747733,"Kacie O'Hara","Automotive, Industrial & Jewelery",68419,"5-8-2021","12:57:27","HTTP","777 Hertha Shore",491.55,702056,"Rustic Rubber Shoes","Lakin, O'Connell and Monahan",98.31,"Male"
true,"Cash",46.29,"TN",2,"North Destinee",3478982,false,"Bertrand Dibbert","Tools, Industrial & Garden",68669,"8-7-2021","13:11:25",true,"2612 Padberg Station",53.84,814576,"Ergonomic Rubber Pants","Auer V",26.92,"Male"
"indexing","Visa",4068349,"OR",6,"Jakaylaview","navigating",47.22,"Marley Hessel","Grocery",45622,"9-22-2021","22:0:29","open-source","5701 Dickens Garden",389.88,128619,"Awesome Wooden Chair","Considine PhD",64.98,"Female"
2941546,"EWallet",8692253,"WV",10,"Sauerbury",6670371,"connect","Dr. Ardella Abbott","Industrial",11352,"9-8-2021","19:35:40",8425976,"3943 Jacobs Fields",142.40,309770,"Rustic Granite Gloves","Kuphal, Spencer and Blanda",14.24,"Male"
37.48,"AMEX",8577384,"ND",6,"Flaviechester",true,2691549,"Roberta Boehm","Grocery & Books",29846,"10-8-2021","22:47:40",82.72,"6496 Candido Flat",138.84,846569,"Incredible Concrete Gloves","Auer V",23.14,"Female"
true,"MasterCard","indexing","MN",2,"North Goldenfort",false,"program","Camron Skiles","Music",76801,"9-7-2021","8:14:58",false,"2416 Rafael Oval",128.66,442868,"Fantastic Granite Gloves","Larkin-McClure",64.33,"Male"
64.34,"EWallet",true,"RI",6,"Rosenbaumland",23.71,true,"Marcelle Baumbach","Tools & Electronics",14988,"7-1-2021","20:42:51",83.15,"874 Durgan Islands",295.14,814931,"Intelligent Rubber Gloves","Kshlerin DDS",49.19,"Female"
5.35,"AMEX",42.08,"RI",2,"Feestville",false,false,"Dr. Aiden Wunsch","Garden & Baby",71191,"8-6-2021","7:45:18",false,"57109 Vincenzo Fields",111.80,960591,"Awesome Cotton Computer","Wiegand-Tillman",55.90,"Female"
76.99,"EWallet",0.42,"AL",10,"New Wiley",true,false,"Marjorie Daugherty","Grocery & Industrial",86158,"7-16-2021","10:20:32",92.44,"7890 Brendan Dale",85.60,824724,"Gorgeous Cotton Hat","Kuphal, Spencer and Blanda",8.56,"Female"
"AGP","Cash",68.89,"UT",8,"New Monroe",4.29,7353173,"Marlen Carroll","Baby",45790,"10-18-2021","17:12:53",false,"386 Hettinger Cove",609.36,371700,"Rustic Granite Pants","Kuphal, Spencer and Blanda",76.17,"Female"
50.29,"AMEX",4687658,"NV",5,"Toymouth","open-source","back up","Branson Bruen","Movies",24375,"9-20-2021","11:10:43",5477121,"43403 Genevieve Lodge",449.05,239835,"Sleek Wooden Pants","Lakin, O'Connell and Monahan",89.81,"Male"
"auxiliary","AMEX",88.06,"MN",2,"South Tonyville","bluetooth",46.70,"Sheila Casper PhD","Home & Outdoors",22654,"8-24-2021","2:37:41",82.83,"7433 Leannon Lane",116.68,104921,"Incredible Plastic Gloves","Armstrong, Strosin and Altenwerth",58.34,"Male"
"firewall","EWallet",32.02,"WY",1,"South Niaton",2370245,true,"Carlos McKenzie","Shoes & Books",18356,"8-24-2021","11:15:11",2440135,"8938 Hickle Field",2.98,679774,"Incredible Steel Pants","Kuphal, Spencer and Blanda",2.98,"Female"
false,"Cash",true,"MT",2,"Port Jerel",59.53,true,"Reilly Klein","Industrial",86165,"7-30-2021","14:0:14","sensor","3315 Grimes Pine",144.32,853123,"Awesome Plastic Table","Larkin-McClure",72.16,"Female"
28.90,"MasterCard",64.68,"GA",5,"Leopoldoview",true,"generating","Yasmine Schmidt DVM","Garden",69011,"8-9-2021","16:11:11",true,"291 Johnpaul Trafficway",68.95,988360,"Fantastic Concrete Car","Armstrong, Strosin and Altenwerth",13.79,"Female"
false,"Cash",true,"WV",6,"South Nestor",59.37,true,"Brandi Quitzon","Home",43486,"9-28-2021","21:4:58",true,"86570 Zander Loop",94.86,771440,"Rustic Wooden Chair","Armstrong, Strosin and Altenwerth",15.81,"Male"
false,"AMEX",false,"SD",9,"Hannahtown",true,false,"Abdullah Macejkovic","Industrial, Baby & Electronics",21255,"10-12-2021","11:59:28",9066432,"440 Okey Shoals",44.82,563429,"Sleek Rubber Pants","Lakin, O'Connell and Monahan",4.98,"Female"
12.99,"Cash","pixel","AL",4,"South Jamal","wireless",3183806,"Chance Gleason","Books",11290,"9-30-2021","13:28:19",6860188,"8238 Harber Mall",102.88,655010,"Fantastic Wooden Computer","Armstrong, Strosin and Altenwerth",25.72,"Female"
false,"MasterCard",3.77,"MI",8,"New Ernestinafurt","FTP","wireless","Ms. Darrion Pacocha","Grocery",47513,"5-9-2021","18:8:1","SAS","70952 Laurence Rest",576.24,365877,"Fantastic Concrete Pants","Wiegand-Tillman",72.03,"Male"
"backing up","MasterCard",48.39,"ME",3,"Lebsackland",7293917,"program","Jess Runolfsdottir I","Toys & Games",94850,"6-23-2021","9:48:33",true,"515 Colleen Harbors",108.84,452547,"Practical Concrete Gloves","Kuphal, Spencer and Blanda",36.28,"Female"
"haptic","EWallet",true,"AL",6,"Port Milo",1005384,"hack","Wilbert Grady","Industrial, Books & Beauty",66857,"9-28-2021","18:58:53",79.56,"630 Marcelina Ways",423.06,481646,"Fantastic Granite Hat","Kuphal, Spencer and Blanda",70.51,"Female"
4.50,"Cash",27.95,"IL",6,"Kautzerport",false,14.46,"Sebastian Simonis","Tools & Grocery",66852,"9-16-2021","19:18:27",23.44,"1441 Smitham Meadow",599.10,967206,"Gorgeous Cotton Shoes","Auer V",99.85,"Male"
73.02,"EWallet",96.82,"MS",5,"New Filomena",true,false,"Stefan Kris","Computers & Industrial",85233,"10-17-2021","9:4:24",true,"916 Brannon Expressway",163.25,754604,"Rustic Steel Computer","McClure, Block and Franecki",32.65,"Female"
false,"Cash","bluetooth","MS",4,"North Maxime",false,true,"Billie Jenkins","Games",45518,"9-26-2021","0:12:44",1042854,"5389 Heathcote Loop",359.04,443597,"Rustic Wooden Chair","Considine PhD",89.76,"Female"
true,"Visa",8.39,"AK",1,"Colliermouth",false,false,"Rosina Jaskolski","Home",58858,"4-14-2021","22:53:1",4034513,"3271 Orlo Viaduct",4.57,803356,"Fantastic Plastic Shirt","Armstrong, Strosin and Altenwerth",4.57,"Female"
true,"Cash",true,"HI",10,"Cruickshankstad",315507,"hack","Ella Beer","Kids & Jewelery",14749,"5-6-2021","10:59:9",8337146,"898 MacGyver Junctions",761.60,725844,"Gorgeous Plastic Pants","Considine PhD",76.16,"Female"
"pixel","MasterCard",8554881,"IL",5,"Weissnatmouth",5508535,"bandwidth","Camryn Jakubowski","Home",45437,"8-11-2021","18:9:32",3908460,"34041 Wyman Lake",9.90,279716,"Ergonomic Rubber Gloves","Armstrong, Strosin and Altenwerth",1.98,"Male"
"compressing","Visa",7686598,"MS",1,"Leonoraville",1114485,"pixel","Marcelino Conn","Electronics",21593,"3-26-2021","23:42:56",15.48,"2620 Kiarra Junctions",46.05,478091,"Fantastic Granite Chair","Kuphal, Spencer and Blanda",46.05,"Female"
