Date,monitor,Gender,PostalCode,Department,InvoiceId,Store,State,Total,CustomerName,Time,Address,protocol,ProductPrice,Product,Quantity,City,hard drive,port,sensor,PaymentType
"6-8-2021",2443951,"Female",73815,"Automotive",995336,"Auer V","LA",109.66,"Theo Bartell","10:17:35","2936 Connelly Ford",6094744,54.83,"Sleek Steel Chair",2,"Vernbury",1514721,"compress",96.30,"Cash"
"10-3-2021",7157590,"Male",44967,"Shoes & Sports",605000,"Kshlerin DDS","NJ",31.36,"Consuelo Baumbach DDS","15:25:16","291 Raynor Garden","compressing",3.92,"Intelligent Cotton Chair",8,"Haagfort","digital","HTTP","firewall","MasterCard"
"4-5-2021",33.25,"Male",31947,"Beauty & Health",376649,"Larkin-McClure","NC",88.29,"Kiera Swift","4:10:40","614 Rasheed Views",267033,29.43,"Rustic Plastic Pants",3,"Port Jovaniton","matrix","JSON",79.27,"Cash"
"10-13-2021","mobile","Male",24335,"Clothing & Music",670307,"Considine PhD","MO",2.80,"Camilla Cremin Jr.","0:24:53","332 Daisha Shores",8772694,2.80,"Intelligent Wooden Gloves",1,"Jaydaberg",56.68,"navigate","bypass","Cash"
"7-3-2021","SCSI","Male",47690,"Books, Toys & Garden",557817,"Auer V","KY",191.67,"Kelton Huel","4:7:23","4018 Justus Rapid",5663274,63.89,"Awesome Plastic Table",3,"South Oliverburgh",54.89,true,false,"EWallet"
"10-3-2021",true,"Male",55093,"Baby & Beauty",347498,"Larkin-McClure","NV",207.48,"Hank Connelly","16:28:3","7423 Dicki Row",53.92,69.16,"Gorgeous Rubber Hat",3,"Lake Jermeyside",true,52.64,38.76,"Visa"
"6-6-2021","calculate","Female",48180,"Beauty",969733,"Larkin-McClure","MO",380.10,"Kaela Turner","2:31:11","3925 Aniyah Square",88.34,63.35,"Small Granite Car",6,"Port Calemouth",false,"SCSI","quantifying","Visa"
"6-8-2021",4061723,"Male",61157,"Industrial, Kids & Home",104168,"Kuphal, Spencer and Blanda","AR",403.92,"Claude Lemke","6:44:28","7026 Leon Wall",233795,50.49,"Sleek Rubber Pants",8,"Nyaview",46.10,126994,"connecting","MasterCard"
"5-30-2021","application","Female",55574,"Sports & Jewelery",235165,"McClure, Block and Franecki","KY",180.96,"Miss Alexandra Heller","20:24:57","19729 Schowalter Fords","connect",90.48,"Practical Concrete Chair",2,"Leeville",true,8701113,true,"EWallet"
"3-28-2021",4134147,"Male",88410,"Beauty, Sports & Tools",672956,"Armstrong, Strosin and Altenwerth","SD",488.30,"Ms. Rickey Baumbach","18:38:4","256 Schamberger Fords",642262,97.66,"Practical Granite Shoes",5,"South Gracielaton",2328062,"calculating",89.16,"Cash"
"10-14-2021",2523333,"Male",50225,"Grocery, Kids & Industrial",564987,"Armstrong, Strosin and Altenwerth","UT",234.48,"Mozell McGlynn","11:53:4","38488 Emanuel Ports",false,29.31,"Rustic Steel Gloves",8,"Hahnchester",true,2036142,"compress","AMEX"
"8-29-2021",63.27,"Male",22280,"Home, Books & Automotive",908935,"McClure, Block and Franecki","CA",72.30,"Janae Willms","9:28:56","290 Treutel Mission",4971096,24.10,"Awesome Plastic Hat",3,"Abernathyton","SQL",false,652761,"Visa"
"10-17-2021",true,"Male",54286,"Automotive, Music & Books",911408,"Auer V","FL",50.89,"Johnny Metz","7:59:55","88434 Corbin Burg",true,50.89,"Fantastic Concrete Pants",1,"Hermanland",true,27.17,16.41,"Cash"
"8-15-2021",92.89,"Male",62589,"Sports",983079,"Armstrong, Strosin and Altenwerth","KS",490.08,"Waylon Hills IV","8:50:38","67396 Halie Extension",false,81.68,"Intelligent Wooden Table",6,"Maxieview",98.40,true,false,"AMEX"
"8-28-2021",17.52,"Male",63397,"Garden & Toys",172063,"Lakin, O'Connell and Monahan","MN",221.34,"Ozella Cassin","1:34:52","61692 Hintz Junctions",87.38,73.78,"Intelligent Steel Shirt",3,"Simeonborough",49.92,false,"bluetooth","MasterCard"
"9-5-2021",52.31,"Male",57852,"Garden, Outdoors & Tools",284439,"Kuphal, Spencer and Blanda","OH",210.60,"Jesse Kerluke","8:56:33","38474 Abbie Freeway","bandwidth",70.20,"Fantastic Wooden Shirt",3,"Turnerburgh",4504788,8.17,3714050,"Visa"
"9-6-2021",637561,"Male",58374,"Grocery, Outdoors & Jewelery",602677,"Parisian, Wolff and Gorczany","UT",71.80,"Kasandra Kerluke I","16:24:41","82843 Deckow Manors",false,17.95,"Awesome Plastic Chair",4,"Jacobschester",1313742,"back-end",9021199,"EWallet"
"10-14-2021",2358860,"Female",62687,"Garden, Computers & Automotive",646916,"McClure, Block and Franecki","WV",185.22,"Annetta Goyette","12:42:14","600 Mayer Mountains","synthesize",26.46,"Rustic Granite Shoes",7,"South Roslynland","cross-platform",true,false,"MasterCard"
"9-21-2021","quantify","Male",23255,"Home, Electronics & Outdoors",242980,"Kshlerin DDS","NE",203.75,"Katlyn Jerde PhD","22:23:48","1449 Okuneva Streets",true,40.75,"Ergonomic Granite Gloves",5,"East Lowellburgh",72.55,"navigating",5826981,"Visa"
"10-24-2021","HTTP","Female",13790,"Kids, Beauty & Baby",905944,"Lakin, O'Connell and Monahan","CO",78.63,"Graciela Kreiger","22:31:51","5866 Pacocha Neck",51.71,78.63,"Intelligent Plastic Hat",1,"South Deanport","input","sensor",0.47,"MasterCard"
"9-6-2021",49.97,"Male",60132,"Shoes",930750,"Lakin, O'Connell and Monahan","OR",43.20,"Penelope Shields","8:15:40","1034 Haag Islands",false,5.40,"Awesome Concrete Table",8,"West Destini",true,45.51,95.19,"AMEX"
"3-9-2021",83.93,"Female",94584,"Shoes",605175,"Wiegand-Tillman","UT",487.15,"Claudine Bailey DVM","3:53:18","42139 Hartmann Camp",true,97.43,"Practical Plastic Shoes",5,"Luettgenmouth",77.05,false,true,"MasterCard"
"8-29-2021",7254381,"Male",66039,"Garden & Sports",925387,"Kuphal, Spencer and Blanda","IA",875.20,"Mr. Preston Witting","20:29:59","73232 Frank Brook",49.09,87.52,"Awesome Rubber Table",10,"South Giovanna",72.33,9303892,true,"Visa"
"9-30-2021",true,"Male",81062,"Jewelery",909434,"Kshlerin DDS","MN",456.68,"Kari Blanda","2:45:54","974 Kautzer Corners",7690139,65.24,"Incredible Steel Hat",7,"Ankundingchester",79.58,false,"backing up","MasterCard"
"10-2-2021","hack","Female",67685,"Home & Computers",736907,"Wiegand-Tillman","PA",481.08,"Tess Daugherty","8:31:33","4974 Meghan Greens","reboot",80.18,"Practical Cotton Pants",6,"Jakubowskifort",false,965098,"SMTP","Visa"
"10-11-2021",false,"Female",38497,"Sports",752630,"McClure, Block and Franecki","KS",39.70,"Devyn Smitham DVM","10:42:18","7448 Pagac Mission","feed",3.97,"Intelligent Wooden Gloves",10,"Klockotown",72.72,false,"quantify","MasterCard"
"9-15-2021",true,"Female",35737,"Outdoors & Books",573500,"Considine PhD","VT",791.19,"Jason Hoppe","22:2:24","7380 John Union","HDD",87.91,"Gorgeous Steel Pants",9,"Bernierburgh",4782136,"backing up",93.82,"MasterCard"
"9-7-2021",true,"Female",56076,"Computers & Games",103157,"Kshlerin DDS","MN",88.52,"Jamar Cole","19:49:56","9901 Maximillian River",7309994,44.26,"Incredible Cotton Pants",2,"Katelinborough",2.69,true,15.12,"Visa"
"10-20-2021",91.80,"Male",55457,"Automotive",171978,"Kshlerin DDS","RI",56.42,"Jorge Dach","18:58:58","237 Bergnaum Green",false,56.42,"Rustic Wooden Hat",1,"Port Shanny",true,3327612,false,"MasterCard"
"6-2-2021",true,"Male",52756,"Electronics, Music & Toys",376621,"Considine PhD","ID",57.84,"Frida Beahan","18:17:47","194 Athena Parks",98.95,28.92,"Sleek Plastic Car",2,"South Stephon",49.23,true,false,"Visa"
"10-11-2021",8149522,"Female",93159,"Automotive",559499,"Auer V","OK",335.86,"Mr. Oran Romaguera","12:10:26","357 Loy Pass",4865252,47.98,"Practical Granite Hat",7,"South Kareem","HDD","indexing",6.28,"Visa"
"9-16-2021",85.30,"Male",36906,"Computers, Home & Outdoors",169582,"Larkin-McClure","IL",571.76,"Lexi Robel","6:6:59","6957 Paxton Radial",55.38,81.68,"Gorgeous Rubber Chair",7,"Cummingschester",false,"auxiliary",4.35,"AMEX"
"3-25-2021","hacking","Male",72448,"Shoes, Health & Garden",643363,"Parisian, Wolff and Gorczany","IN",29.76,"Carter Moore MD","6:58:28","779 Robyn Bypass","navigating",7.44,"Practical Wooden Shirt",4,"Tedstad","generate",3700778,6282089,"MasterCard"
"4-13-2021",610405,"Female",50323,"Garden & Movies",360782,"Larkin-McClure","IL",12.20,"Adelle Yost","7:25:39","962 Bartoletti Via","compressing",2.44,"Intelligent Cotton Computer",5,"Belleburgh",3182521,5973873,40.34,"EWallet"
"10-24-2021",7219139,"Male",30173,"Outdoors & Movies",230688,"Kuphal, Spencer and Blanda","UT",327.96,"Jon Kuvalis","0:3:23","7179 Colleen Plains","navigate",81.99,"Intelligent Steel Shoes",4,"Kundeborough",86.36,"quantify","parsing","MasterCard"
"10-19-2021",true,"Male",68040,"Computers, Jewelery & Home",325667,"Armstrong, Strosin and Altenwerth","MA",977.30,"Maximo West","11:35:1","4743 Destinee Ways",2899201,97.73,"Ergonomic Rubber Table",10,"South Benjamin",false,97.92,60.47,"MasterCard"
"4-26-2021","copy","Female",91059,"Beauty & Computers",790081,"Armstrong, Strosin and Altenwerth","LA",239.70,"Jamir Gottlieb","6:1:35","76154 Burdette Plaza",true,47.94,"Ergonomic Steel Computer",5,"Lockmanshire",42.57,"connect","program","Cash"
"9-23-2021",8.75,"Female",13158,"Industrial",207909,"Larkin-McClure","DE",85.16,"Elliot Toy","21:4:2","700 Frank Summit",77.49,42.58,"Sleek Rubber Hat",2,"Eloyland",true,37.64,true,"EWallet"
"4-21-2021",true,"Male",29152,"Games & Baby",262760,"Lakin, O'Connell and Monahan","OR",171.52,"Mr. Courtney Turcotte","15:27:56","3185 Marianne Court",92.26,42.88,"Practical Granite Car",4,"Hellerbury",true,5.40,true,"MasterCard"
"10-11-2021",true,"Male",36652,"Automotive, Music & Grocery",772328,"Kshlerin DDS","CT",141.14,"Lyda Hilll","7:31:0","6791 Ruecker Junction","overriding",70.57,"Ergonomic Granite Computer",2,"Amaliaborough",false,"JSON",5574232,"AMEX"
"8-27-2021",6704360,"Male",22101,"Electronics & Games",775159,"Auer V","NM",85.93,"Corene Morar","0:30:34","9738 Clark Drive","1080p",85.93,"Sleek Wooden Hat",1,"East Libbie",2260276,"backing up",94.26,"Cash"
"9-22-2021","CSS","Female",14824,"Grocery & Music",285645,"Auer V","VA",12.86,"Lura McKenzie","16:32:30","202 Krystal Mountain",true,12.86,"Small Granite Hat",1,"Wunschmouth","auxiliary",724442,5168844,"Cash"
"9-11-2021","solid state","Female",68964,"Computers",400771,"Auer V","NH",315.24,"Santa Bogan","19:53:18","9479 Torphy Unions","XML",52.54,"Ergonomic Wooden Chair",6,"West Eunashire",false,6299194,4887401,"Visa"
"10-3-2021",2786668,"Female",48536,"Electronics",244177,"Kshlerin DDS","GA",90.60,"Anthony Koepp","6:34:9","39506 Adelbert Dale",3784861,45.30,"Ergonomic Concrete Shirt",2,"Travonshire",96.68,"driver",2151420,"Visa"
"9-28-2021",false,"Female",58457,"Home",564507,"Auer V","ID",389.40,"Dorcas Heaney","19:20:8","28249 Botsford Gardens",98.23,97.35,"Practical Wooden Chair",4,"Emmytown","generate","firewall","generate","EWallet"
"10-4-2021",96.48,"Female",29912,"Movies, Kids & Industrial",236057,"Considine PhD","IL",295.62,"Kris Kuhlman","11:45:19","48510 Damon Isle",65.95,98.54,"Rustic Granite Computer",3,"New Winifred",true,79.48,true,"AMEX"
"4-28-2021",18.33,"Female",78188,"Music, Toys & Movies",757225,"Kuphal, Spencer and Blanda","WA",376.20,"Rafael Dach","11:6:42","586 Runolfsdottir Streets",true,62.70,"Sleek Steel Hat",6,"Oceanemouth",23.82,4265235,true,"EWallet"
"7-31-2021",52.90,"Female",25752,"Music",329300,"Lakin, O'Connell and Monahan","MI",28.31,"Kelsie Ullrich","12:18:52","30533 Leilani Roads",21.98,28.31,"Sleek Cotton Hat",1,"New Carolannemouth",true,"navigating","generate","Cash"
"7-5-2021",74.42,"Female",35144,"Beauty, Shoes & Home",676477,"Wiegand-Tillman","AR",700.30,"Mr. Emmett Davis","8:11:11","3646 Lehner Turnpike",317867,70.03,"Small Steel Chair",10,"Bauchmouth","input","digital","hack","AMEX"
"4-7-2021",11.86,"Female",23428,"Clothing",823017,"Kshlerin DDS","AZ",355.10,"Nora Borer","8:47:27","23107 Emil Prairie",82.37,71.02,"Ergonomic Concrete Shirt",5,"Jordonstad","navigate",1098506,"wireless","Cash"
"8-4-2021","compressing","Male",98625,"Outdoors",206632,"Larkin-McClure","HI",146.97,"Kianna Zemlak","2:58:18","361 Alfred Coves",50.12,48.99,"Small Wooden Hat",3,"South Donnell",73.95,"online","XML","EWallet"
"5-25-2021",75.44,"Male",61207,"Beauty & Clothing",177171,"McClure, Block and Franecki","WI",109.68,"Chelsie Ullrich I","14:34:39","80652 Shaun Vista","primary",18.28,"Intelligent Wooden Table",6,"Goldnerberg","copy",false,"back-end","Cash"
"10-4-2021",true,"Female",78941,"Books",734312,"Armstrong, Strosin and Altenwerth","IA",448.74,"Khalid O'Hara V","23:36:58","555 Douglas Stravenue",67.10,74.79,"Practical Concrete Computer",6,"Lake Jacintheton",3.35,65.70,15.78,"EWallet"
"6-21-2021",95.56,"Male",36136,"Industrial",463209,"Considine PhD","AL",18.96,"Garrick Maggio","5:49:9","623 Cathrine Station",true,4.74,"Awesome Wooden Computer",4,"Zboncakburgh",1.18,false,50.18,"AMEX"
"4-23-2021",false,"Male",51107,"Sports & Electronics",138770,"Kshlerin DDS","NH",645.40,"Ms. Narciso Frami","5:20:20","2042 Nickolas Ports",26.62,92.20,"Awesome Concrete Car",7,"East Aaliyah",62.57,false,true,"Cash"
"7-10-2021",9209942,"Male",98227,"Sports",590140,"McClure, Block and Franecki","GA",74.31,"Edwina King","8:6:30","4305 Selmer Knoll",false,74.31,"Intelligent Wooden Hat",1,"Moriahland",84.47,"microchip",false,"Cash"
"9-12-2021",66.39,"Female",66419,"Automotive, Books & Games",586762,"Armstrong, Strosin and Altenwerth","GA",70.35,"Bernard Bashirian","9:23:25","402 Eldora Views",39.35,70.35,"Small Wooden Table",1,"West Selmer",8384227,"AI",2789236,"EWallet"
"5-4-2021","quantifying","Female",71879,"Computers",490487,"McClure, Block and Franecki","IA",4.83,"Kyler Hand","6:13:49","42227 Aubree Loop",true,1.61,"Sleek Concrete Hat",3,"Roweside","CSS",56.26,"bus","EWallet"
"10-2-2021",6296993,"Male",44927,"Industrial",514392,"Kshlerin DDS","HI",354.10,"Arno Vandervort","12:18:9","36370 Zachery Pine",497557,35.41,"Small Steel Gloves",10,"West Davonbury","FTP",true,40.99,"MasterCard"
"5-6-2021",4312038,"Female",75261,"Garden",934532,"McClure, Block and Franecki","NY",989.70,"Roberto Cruickshank","18:1:43","36006 Schimmel Curve","SMS",98.97,"Gorgeous Plastic Computer",10,"Rhettburgh",false,"SMS","optical","EWallet"
"8-8-2021",true,"Male",22605,"Shoes & Home",674090,"Lakin, O'Connell and Monahan","GA",604.52,"Orland Hermiston MD","21:6:25","301 Freeda Parkways",8382651,86.36,"Intelligent Steel Hat",7,"Parkerhaven","parsing",7280942,true,"Visa"
"3-23-2021",false,"Female",96413,"Tools & Sports",436454,"McClure, Block and Franecki","TN",34.26,"Jammie Effertz","23:26:56","23034 Dooley Burg","HTTP",11.42,"Incredible Steel Computer",3,"Ziemeshire",43.02,true,92.00,"MasterCard"
"2-13-2021",true,"Male",40475,"Industrial, Shoes & Electronics",318998,"Lakin, O'Connell and Monahan","ME",108.24,"Molly Hartmann","23:21:40","252 Layne Well",41.44,13.53,"Sleek Rubber Car",8,"Greysonview",true,27.85,true,"Cash"
"8-24-2021",6.37,"Female",29036,"Home & Industrial",696321,"Armstrong, Strosin and Altenwerth","AL",132.38,"Javier Spencer","12:32:18","70716 Garth Light","calculating",66.19,"Sleek Concrete Shoes",2,"Nyabury",6630069,true,"JBOD","AMEX"
"8-25-2021",1712688,"Male",24117,"Industrial, Movies & Jewelery",781506,"Armstrong, Strosin and Altenwerth","NC",293.92,"Ruby Frami","19:3:50","960 Carolyne Mews",false,73.48,"Ergonomic Wooden Computer",4,"East Kariside","XSS",30.38,"USB","Visa"
"10-3-2021",742340,"Male",38861,"Books & Baby",523251,"McClure, Block and Franecki","ND",108.00,"Dr. Mustafa Schiller","1:37:30","68146 Spencer Greens",false,18.00,"Small Steel Shoes",6,"West Ashtynberg","pixel",25.45,false,"MasterCard"
"10-4-2021","pixel","Female",65418,"Games, Shoes & Toys",308254,"McClure, Block and Franecki","KY",427.30,"Filomena Goyette","2:16:27","62320 Raynor Burg",37.69,42.73,"Incredible Concrete Computer",10,"Lake Thadberg","hack","quantifying","driver","AMEX"
"8-3-2021",62.22,"Male",15789,"Computers",661851,"Armstrong, Strosin and Altenwerth","VT",770.50,"Davin Stokes","0:41:12","5058 Toni Stravenue",true,77.05,"Incredible Rubber Car",10,"Kohlermouth","calculate",58.40,"redundant","MasterCard"
"9-9-2021",true,"Female",48519,"Beauty & Automotive",284936,"Auer V","TX",254.34,"Elinore Bernhard","5:38:23","6871 Guillermo Highway",66.78,28.26,"Gorgeous Wooden Chair",9,"Oriefurt",true,7783765,43.25,"EWallet"
"8-3-2021","copy","Female",74522,"Tools & Health",175024,"Parisian, Wolff and Gorczany","LA",343.00,"Geovanny Wiza","15:43:31","80693 Laverna Fall",64.91,68.60,"Incredible Plastic Hat",5,"South Florence",false,48.00,10.97,"EWallet"
"10-10-2021",true,"Male",96417,"Sports & Health",172402,"Wiegand-Tillman","NE",721.50,"Mrs. Jaron Treutel","19:31:35","43142 Carlos Hollow",86.43,72.15,"Small Wooden Computer",10,"New Ezekielbury",22.75,false,72.26,"MasterCard"
"10-14-2021",true,"Male",63059,"Jewelery & Books",181976,"Wiegand-Tillman","AR",281.35,"Alfreda Beier","18:37:35","124 Alexandria Flat","bluetooth",56.27,"Incredible Concrete Hat",5,"New Green","bypass",7147784,9005140,"EWallet"
"7-5-2021",19.86,"Male",98185,"Industrial",350504,"Wiegand-Tillman","DE",71.21,"Isaiah Morissette","5:10:13","5697 Hiram Forks",89.52,71.21,"Ergonomic Granite Table",1,"Montanachester",8897005,"transmitter",4842228,"EWallet"
"3-23-2021","generate","Female",65848,"Shoes & Computers",988109,"Wiegand-Tillman","HI",4.06,"Lindsay Zboncak","7:36:43","6967 Skiles Track",48.65,4.06,"Ergonomic Steel Computer",1,"West Lorenzostad",84.57,false,2833592,"EWallet"
"1-23-2021",713596,"Male",82930,"Jewelery & Home",623197,"Parisian, Wolff and Gorczany","NM",250.81,"Chanel Price","13:40:51","23612 Altenwerth Falls","connecting",35.83,"Practical Plastic Hat",7,"Keelingstad",false,4238013,"COM","Visa"
"10-15-2021",false,"Male",97530,"Industrial & Grocery",424123,"Considine PhD","PA",985.50,"Raleigh Kozey","8:36:48","652 Boyd Plains",8343729,98.55,"Rustic Steel Chair",10,"North Hank",5551921,true,"parsing","MasterCard"
"8-31-2021",21.98,"Female",24012,"Computers, Games & Baby",423226,"Parisian, Wolff and Gorczany","WI",983.40,"Robyn Ankunding","13:55:23","793 Alexane Parks",true,98.34,"Intelligent Wooden Car",10,"Port Arneburgh",false,2.14,64.49,"MasterCard"
"9-19-2021",43.69,"Male",22581,"Shoes, Kids & Books",578063,"Considine PhD","NE",779.70,"Jarret Considine","10:22:5","793 Wilmer Islands",false,77.97,"Gorgeous Plastic Chair",10,"Corbinborough",76.11,39.64,"1080p","AMEX"
"10-3-2021",false,"Male",43652,"Music",728401,"Lakin, O'Connell and Monahan","WV",456.90,"Camylle Howell PhD","16:13:25","95763 Doyle Stream",true,76.15,"Sleek Plastic Shoes",6,"New Hazelborough",true,false,96.63,"AMEX"
"8-20-2021",46.19,"Male",81662,"Home",336181,"McClure, Block and Franecki","WY",550.96,"Shanie Gorczany","7:57:34","910 Hilda Plains",false,68.87,"Sleek Granite Gloves",8,"Hirthechester",512410,"wireless",true,"MasterCard"
"10-4-2021",71.53,"Female",90989,"Health & Computers",937302,"Considine PhD","OR",721.60,"Afton McCullough","6:54:23","70992 Pearl Bridge","transmitter",72.16,"Ergonomic Granite Car",10,"Littleport",87084,6045466,false,"Cash"
"1-23-2021",4874910,"Female",60423,"Baby, Home & Electronics",434254,"Kuphal, Spencer and Blanda","WV",381.20,"Maia Wiegand","0:42:36","96056 Alejandrin Crest","neural",95.30,"Fantastic Rubber Pants",4,"Lake Enos",5602848,"SAS",true,"MasterCard"
"9-14-2021",8627099,"Female",10930,"Movies & Outdoors",795656,"Kshlerin DDS","SD",615.23,"Stevie Glover","20:22:35","14489 Scottie Creek",31.29,87.89,"Gorgeous Cotton Car",7,"Hellerport",3575388,"reboot",6579119,"Visa"
"10-24-2021",4761979,"Female",26981,"Movies, Automotive & Computers",704363,"Auer V","FL",65.74,"Blair Abernathy","19:36:6","631 Schoen Port",false,32.87,"Rustic Plastic Computer",2,"Rathbury","application","redundant",14.37,"AMEX"
"7-20-2021","EXE","Male",19858,"Home, Sports & Kids",377261,"Auer V","MD",525.06,"Gonzalo Klein","14:1:7","13607 Jaron Vista",90.44,58.34,"Awesome Rubber Car",9,"West Demarcusport","digital","port",36.73,"Cash"
"9-30-2021",16.57,"Female",30610,"Jewelery & Tools",771741,"Auer V","AL",60.72,"Alta Leuschke","11:39:46","2667 Ila Rapids",85.53,20.24,"Small Steel Pants",3,"New Kelsie","system",84.22,false,"Cash"
"9-2-2021","virtual","Male",33084,"Shoes",725956,"Kuphal, Spencer and Blanda","VA",328.45,"Kiara Lueilwitz","20:23:14","950 Hills Centers",20.29,65.69,"Practical Cotton Pants",5,"New Cynthiaburgh",43.76,33.80,false,"Visa"
"7-7-2021",true,"Female",89403,"Games, Books & Computers",232560,"Armstrong, Strosin and Altenwerth","WA",176.92,"Pansy Haag","2:46:18","9199 Reichert Walks",4114056,88.46,"Awesome Plastic Pants",2,"Purdychester",false,68.01,31.12,"AMEX"
"10-10-2021","synthesizing","Female",84589,"Beauty, Home & Sports",860575,"Considine PhD","ND",81.42,"Esteban Schmidt","4:47:7","80617 Shania Viaduct",4971183,40.71,"Rustic Rubber Pants",2,"Norvalside",5670402,89.82,4206049,"Visa"
"8-9-2021",false,"Female",56122,"Baby, Kids & Sports",683676,"Considine PhD","IA",492.72,"Opal Berge","0:28:45","3974 Callie Crescent","cross-platform",61.59,"Incredible Steel Computer",8,"Abdullahstad",157993,24.20,"quantify","EWallet"
"8-14-2021",2520696,"Female",72273,"Movies, Outdoors & Garden",651769,"Lakin, O'Connell and Monahan","FL",985.30,"Russel Barton","3:39:31","2453 Borer Branch",8389464,98.53,"Practical Rubber Table",10,"North Yolandaborough",182144,"PCI",5090801,"Visa"
"10-24-2021",7965931,"Female",81250,"Baby",675769,"Considine PhD","NC",147.20,"Aida Jast PhD","22:48:48","36876 Beatty Corner","cross-platform",14.72,"Practical Cotton Car",10,"Lake Brady",false,"bus",3937391,"EWallet"
"10-12-2021",4739473,"Female",30299,"Baby, Automotive & Computers",507309,"Considine PhD","WV",22.10,"Stewart Anderson","21:49:24","951 Hane Corners",2832446,11.05,"Sleek Plastic Shirt",2,"Lydiaton","transmit","auxiliary",6868099,"AMEX"
"8-12-2021",80.80,"Female",51352,"Garden & Health",632896,"McClure, Block and Franecki","ND",136.74,"Jarrod Parisian IV","11:32:15","579 Goodwin Cliff",554258,22.79,"Intelligent Steel Car",6,"Balistreriberg",true,63.68,true,"MasterCard"
"7-23-2021",false,"Female",80927,"Jewelery & Home",334355,"Parisian, Wolff and Gorczany","LA",207.09,"Roselyn Crona","21:46:12","502 Sipes Trafficway",81.92,23.01,"Gorgeous Rubber Hat",9,"West Osvaldo",15.15,false,false,"AMEX"
"10-21-2021",46.77,"Male",35262,"Home, Sports & Games",929078,"McClure, Block and Franecki","UT",14.70,"Hoyt Dickens","20:48:11","9352 Valentina Curve",16.70,2.10,"Ergonomic Cotton Gloves",7,"Felixborough",1675680,27.08,3300603,"Cash"
"6-15-2021",9073984,"Male",83937,"Music, Health & Automotive",411481,"Wiegand-Tillman","IN",400.40,"Mac Konopelski","4:39:22","138 Garrison Walks",false,40.04,"Rustic Wooden Car",10,"Lueilwitzside",7130825,"monitor",6086996,"Cash"
"10-16-2021",7490041,"Female",67514,"Grocery",535182,"Larkin-McClure","VA",181.60,"Mr. Tessie Stoltenberg","14:20:55","35274 Keeling Villages",7.19,45.40,"Rustic Concrete Hat",4,"Reillyville","synthesize",511003,"compressing","Cash"
"7-1-2021",3494690,"Male",25824,"Automotive & Grocery",940598,"Armstrong, Strosin and Altenwerth","MO",27.70,"Conor Mueller","14:11:34","931 Heath Pines",2469678,13.85,"Incredible Cotton Computer",2,"Cronintown","multi-byte","GB","compress","EWallet"
"3-19-2021",3.46,"Male",49645,"Baby",629462,"McClure, Block and Franecki","FL",70.76,"Miss Warren Blick","17:32:33","8614 Jasen Pines",9475919,17.69,"Incredible Rubber Shirt",4,"Michealland","hacking",59.35,"connecting","EWallet"
"9-11-2021",835434,"Female",10512,"Computers, Shoes & Clothing",824550,"Considine PhD","SD",57.60,"Ms. Karine Fay","15:32:32","32118 Hamill Oval",5324904,9.60,"Sleek Wooden Hat",6,"Lewstad","PNG","port","generate","Cash"
"10-18-2021","mobile","Female",61415,"Toys & Shoes",679281,"Lakin, O'Connell and Monahan","MN",170.70,"Alize Wisozk","5:34:11","890 Jacobs Radial",false,34.14,"Rustic Concrete Shirt",5,"Lake Walton",false,744444,24.42,"AMEX"
"8-11-2021",3.84,"Male",17189,"Clothing & Books",555802,"McClure, Block and Franecki","WY",72.00,"Colin Koch II","4:27:49","772 Karen Station",true,24.00,"Ergonomic Wooden Hat",3,"South Vidalstad",23.77,83.96,true,"AMEX"
"6-27-2021",false,"Female",79316,"Music, Movies & Baby",445116,"Kshlerin DDS","CO",24.54,"Karine Goodwin","19:49:16","282 Buckridge Terrace",95.40,24.54,"Practical Concrete Gloves",1,"Stokesborough",true,21.00,81.23,"AMEX"
"10-13-2021",60.22,"Female",82357,"Garden, Industrial & Health",723603,"Larkin-McClure","AR",94.21,"Watson Keeling","10:7:18","1757 Hudson Landing",false,94.21,"Awesome Granite Car",1,"Morarmouth",6378139,16.48,79.23,"EWallet"
"4-8-2021",55.34,"Female",30348,"Sports & Computers",388109,"Kuphal, Spencer and Blanda","NE",99.84,"Jaeden Schoen","11:22:58","8732 Chandler Vista",24.79,12.48,"Incredible Plastic Shirt",8,"North Walkerbury",true,"microchip",true,"EWallet"
"3-17-2021",7292453,"Female",12096,"Beauty",416666,"Lakin, O'Connell and Monahan","TX",198.03,"Mateo Schiller","12:15:30","95583 Labadie Overpass",5368263,28.29,"Small Rubber Car",7,"Port Macimouth","bandwidth","HTTP",9133161,"Visa"
"10-11-2021","navigate","Female",90397,"Automotive",772916,"Armstrong, Strosin and Altenwerth","OH",379.25,"Quentin Schneider","6:47:12","70273 Kulas Ville",true,75.85,"Fantastic Concrete Computer",5,"East Saulmouth",4466603,"haptic","navigating","Cash"
"7-21-2021",10.18,"Male",31763,"Books, Grocery & Games",598477,"Larkin-McClure","NC",81.37,"Merle West","9:36:36","6228 Ahmad Ranch","back-end",81.37,"Intelligent Granite Table",1,"New Sydni","multi-byte",true,7322913,"EWallet"
"9-24-2021",true,"Female",96736,"Home, Electronics & Toys",784348,"Kuphal, Spencer and Blanda","KY",461.72,"Alice Russel MD","15:56:11","4347 Isobel Route","matrix",65.96,"Fantastic Concrete Pants",7,"Lake Abbigail",71.86,"generating","parsing","MasterCard"
